Country,Utility,6M3,15M3,50M3
India,"Municipal Corporation, Brihanmumbai",0.44,1.09,3.65
India,"Municipal Corporation, Gandhinagar",0.23,0.58,1.92
India,"Municipal Corporation, Guwahati",0.74,1.86,9.54
India,"Municipal Corporation, Hubli-Dharwad",1.05,2.22,9.42
India,"Municipal Corporation, Kolkata",0.55,1.39,4.62
India,"Municipal Corporation, Nagpur",0.61,1.52,8.1
India,"Municipal Corporation, Navi Mumbai",0.45,1.13,3.77
India,"Municipal Corporation, Panvel",0.86,2.14,7.14
India,"Municipal Corporation, Visakhapatnam",0.12,0.66,2.77
India,"Nal ghar, Raipur",0.48,1.27,5.6
India,"Noida Authority, Noida",0.6,1.51,5.03
India,"PHED - State of Haryana, rural area",0.19,0.47,1.55
India,"PHED, Meghalaya - Rural",0.62,1.56,5.18
India,"PHED, Meghalaya - Urban",0.95,2.37,7.9
India,"PHED, Sikkim",0.49,1.22,6.18
India,RWSSMB,4.82,5.11,7.65
India,Shimla,0.22,0.56,1.87
India,"Water Supply & Sewerage Board, Puducherry",1.4,1.4,2.33
Indonesia,PDAM Surya Sembada Kota Surabaya,1.1,1.93,11
Indonesia,PDAM Tirtawening Kota Bandung,1.61,2.45,12.32
Indonesia,Pdam Kab. Banyumas,2.96,4.57,15.89
Indonesia,Pdam Kab. Purwakarta,1.3,3.92,19.25
Indonesia,Pdam Kab. Tasikmalaya,1.58,4.89,20.64
Indonesia,"Pdam Kota Banjarmasin ""Bandarmasih""",1.47,4.11,5.57
Indonesia,Pdam Kota Bogor,2.66,4.04,10.52
Indonesia,"Pdam Kota Di. Yogyakarta ""Tirta Marta""",1.5,4.4,31
Indonesia,Pdam Kota Makasar,1.4,2.5,8.46
Indonesia,Pdam Kota Malang,2.46,5.15,17.64
Indonesia,"Pdam Kota Medan ""Tirta Nadi""",0.76,1.67,5.49
Indonesia,Pdam Kota Padang Panjang,2.7,3.78,14.76
Indonesia,Pdam Kota Surakarta,2.28,3.63,17.57
Indonesia,Pdam Lyonnaise Jaya,4.34,8.48,29.22
Iran,Ahvaz,0.63,1.39,19.92
Iran,Arak,0.71,1.66,25.08
Iran,Ardabil,0.67,1.51,22.19
Iran,Babol,0.7,1.62,24.26
Iran,Bandarabas,0.75,1.79,27.35
Iran,Birjand,0.66,1.46,21.37
Iran,Bojnourd,0.66,1.46,21.37
Iran,Bushehr,0.73,1.73,26.32
Iran,Gorgan,0.67,1.51,22.19
Iran,Hamadan,0.7,1.63,24.46
Iran,Ilam,0.7,1.62,24.26
Iran,Isfahan,0.74,1.74,26.53
Iran,Karaj Metropolitan,0.75,1.8,27.56
Iran,Kerman,0.7,1.62,24.26
Iran,Kermanshah,0.68,1.54,22.81
Iran,Khoramabad,0.68,1.53,22.61
Iran,Mashhad,0.79,1.94,30.24
Iran,Qazvin,0.68,1.53,22.61
Iran,Qom,0.76,1.83,28.18
Iran,Rasht,0.67,1.51,22.19
Iran,Sanandaj,0.68,1.56,23.22
Iran,Semnan,0.67,1.5,21.99
Iran,ShahreKurd,0.65,1.45,21.16
Iran,Shiraz,0.69,1.6,23.84
Iran,Tabriz,0.75,1.78,27.14
Iran,Tehran,0.79,1.94,30.24
Iran,Urmia,0.7,1.61,24.05
Iran,Yasouj,0.64,1.42,20.54
Iran,Yazd,0.75,1.79,27.35
Iran,Zahedan,0.86,2.18,34.57
Iran,Zanjan,0.69,1.6,23.84
Iraq,MMPW,0.03,0.08,0.41
Ireland,Cork City Council,4.98,22.92,92.67
Ireland,Dublin City Council,4.98,22.92,92.67
Isle of Man,Manx Utilities,32.83,32.83,32.83
Israel,Carmel Waters,12.8,33.75,169.81
Israel,Ein Afek,12.8,33.75,169.81
Israel,Ein Kramim,12.8,33.75,169.81
Israel,Ein Netafim,12.8,33.75,169.81
Israel,Gihon,12.8,33.75,169.81
Israel,Mei Netanya,12.8,33.75,169.81
Israel,Mei Sheva,12.8,33.75,169.81
Israel,Mei Shikma,12.8,33.75,169.81
Israel,Mei-Avivim,12.8,33.75,169.81
Israel,Mei-Modiin,12.8,33.75,169.81
Israel,Meitav,12.8,33.75,169.81
Israel,Yovalim Ashdod,12.8,33.75,169.81
Italy,ACEA,5.91,15.38,118.68
Italy,AMAP,6.87,22.83,144.55
Italy,Abbanoa,6.38,23.2,176
Italy,Acqua Bene Comune,5.55,16.06,88.31
Italy,Acquedotto Pugliese,9.52,30.57,181.19
Italy,Acquedotto del Fiora,9.56,33.35,204.41
Italy,GORI S.p.A.,9.91,30.29,187.32
Italy,Girgenti Acque,9.43,23.68,126.67
Italy,Herra Groupo,4.74,12.13,134.4
Italy,Mediterranea delle Acque,9.61,23.19,180.84
Italy,Metropolitana Milanese,2.51,5.78,29.25
Italy,Publiacqua,7.47,26.16,189.52
Italy,Societa Metropolitana Acque,4.54,15.67,127.54
Italy,Veritas,3.83,9.55,70.88
Jamaica,National Water Commission,21.04,29.92,101.02
Japan,Chiba Waterworks Bureau,12.55,22.51,113.06
Japan,City of Kawasaki Water Department,5.4,14.41,83.37
Japan,Fukuoka Waterworks Bureau,14.59,23.17,113.68
Japan,Hamamatsu City Hall Water and Water Supply Department,9.71,17.1,76.04
Japan,Hiroshima Waterworks Bureau,8.56,14.16,87.4
Japan,Kitakyushu Water and Sewer Bureau,9.78,16.4,68.55
Japan,Kobe Waterworks Bureau,8.96,16.35,83.32
Japan,Kumamoto City Waterworks and Sewerage Bureau,13.55,21.03,85.46
Japan,Kyoto Waterworks Bureau,9.47,18.9,88.62
Japan,Niigata City Waterworks Bureau,26.73,35.55,73.34
Japan,Okayama City Waterworks Bureau,12.22,20.37,77.01
Japan,Osaka Municipal Waterworks Bureau,9.27,14.62,66.41
Japan,Sakai Waterworks Bureau,8.88,16.6,87.6
Japan,Sapporo City Water Department,13.45,23.63,111.23
Japan,Sendai Waterworks Bureau,17.62,30.3,102.37
Japan,Tokyo Waterworks Bureau,12.14,19.56,83.83
Japan,Waterworks and Sewarage Bureau,10.9,19.15,98.91
Japan,Yokohama Waterworks Bureau,8.05,16.97,102.84
Jersey,Jersey Water,28.11,65.87,212.72
Jordan,Amman,3.55,11.71,148.99
Jordan,Balqa,3.21,9.27,123.51
Jordan,Karak,3.21,9.27,123.51
Jordan,Ma'an,,,
Jordan,Madaba,3.55,11.71,148.99
Jordan,Tafila,3.21,9.27,123.51
Jordan,Zarka,3.55,11.71,148.99
Kazakhstan,"Akbulak, Aqtobe",1.33,3.32,11.06
Kazakhstan,Almaty Su Holding,2.14,5.34,17.81
Kazakhstan,Aqtau Su,1.65,4.12,13.73
Kazakhstan,Astana Su,0.74,1.86,6.2
Kazakhstan,Atyrau Su,1.42,3.54,11.81
Kazakhstan,"Infroservice, Ridder",0.55,1.36,4.54
Kazakhstan,Kapshagay state municipal company Su Kubyry,1.3,3.25,10.82
Kazakhstan,Karaganda Su,1.58,3.95,13.16
Kazakhstan,Kokshetau Su Arnacy,1.21,3.03,10.11
Kazakhstan,Kostanai Su,1.09,2.72,9.07
Kazakhstan,Kyzylorda Su Zhuiyesi,0.64,1.6,5.32
Kazakhstan,"Kyzylzhar Su, Petropavlovsk",1.27,3.17,10.56
Kazakhstan,Oral Su,0.52,1.29,4.3
Kazakhstan,Pavlodar Vodokanal,0.58,1.44,4.79
Kazakhstan,Semei Vodokanal,0.76,1.9,6.35
Kazakhstan,Serebriansk Vodokanal,3.07,7.67,25.56
Kazakhstan,"Subsidiary Su Zhelisi, Almaty",0.75,1.89,6.29
Kazakhstan,Taraz Su,0.82,2.06,6.87
Kazakhstan,Turkestan Su State Municipal Company,0.96,2.41,8.04
Kazakhstan,Ust Kamenogorsk Vodokanal,0.71,1.79,5.95
Kazakhstan,"VRM, Shymkent",1.86,4.65,15.51
Kazakhstan,Zhetisu Vodokanal Taldy Korgan,0.96,2.39,7.97
Kazakhstan,Zyryanovsk Vodokanal,1.07,2.68,8.93
Kenya,Eldoret,3,6.92,28.85
Kenya,Embe,3.75,10.39,41.31
Kenya,Embu,2.84,7.95,32.92
Kenya,Garissa,3.83,12.42,54.37
Kenya,Githunguri,4.26,10.82,41.36
Kenya,Isiolo,3.73,10.56,44.11
Kenya,Kahuti,2.6,9.04,37.96
Kenya,Karuri,1.16,7.61,37.67
Kenya,Kericho,3.09,8.75,36.55
Kenya,Kiambu,4.52,11.48,43.91
Kenya,Kilifi Mariakani,4.39,10.83,42.31
Kenya,Kirinyaga,1.92,6.25,27.39
Kenya,Kwale,4.66,11.5,43.8
Kenya,Kyeni,2.28,7.42,32.55
Kenya,Lamu,0.76,7.62,34.31
Kenya,Limuru,4.59,11.64,42.41
Kenya,Machakos,5.13,16.93,74.78
Kenya,Malindi,0.71,8.43,41.31
Kenya,Maralal,4.03,11.8,49.61
Kenya,Mathira,3.37,10.29,45.58
Kenya,Mavoko,6.16,16.42,63.16
Kenya,Meru,2.8,7.85,32.51
Kenya,Mombasa,5.45,13.03,48.46
Kenya,Murang'a,,,
Kenya,Nairobi,3.02,7.76,26.18
Kenya,Nakuru,3.14,8.97,36.47
Kenya,Nakuru Rural,2.47,8.04,35.25
Kenya,Nanyuki,2.85,7.09,29.91
Kenya,Narok,5.3,13.92,52.52
Kenya,Nithi,1.73,5.78,25.34
Kenya,Nyasare,3.26,9.12,41.7
Kenya,Nyeri,3.13,9.78,38.29
Kenya,Olkalou,6.2,16.34,65.93
Kenya,Oloolaiser,4.02,11.84,50.06
Kenya,Othaya Mukurweni,0.38,5.57,30.96
Kenya,Ruiru Juja,4.07,11.67,48.66
Kenya,Sibo,5.04,15.13,64.46
Kenya,Tachasis,0.98,3.42,17.81
Kenya,Tarda Kiambere,6.5,21.41,96.69
Kenya,Tavevo,2.86,8.18,31.72
Kenya,Tetu,2.31,7.5,32.89
Kenya,Thika,2.35,6.62,26.05
Kosovo,Ferizai,3.94,8.02,23.89
Kosovo,Gjakove,3.94,8.02,23.89
Kosovo,Gjilan,3.8,7.66,22.66
Kosovo,Mitrovica,3.87,7.84,23.27
Kosovo,Peje,3.06,5.82,16.54
Kosovo,Pristina,4.46,9.31,28.17
Kosovo,Prizen,4.02,8.21,24.5
Kuwait,Kuwait Ministry of Electricity and Water,3.48,8.7,28.99
Kyrgyz Republic,Bishkekvodokanal,0.78,1.95,6.5
Lao PDR,NPNL,1.66,3.65,13.87
Latvia,Daugavpils,7.23,18.08,60.25
Latvia,Jelgava,7.88,19.7,65.68
Latvia,Liepāja,6.33,15.84,52.79
Latvia,Rīgas Ūdens,6.33,15.82,52.74
Latvia,Talsu,9.34,23.34,77.8
Latvia,Valmiera,8.48,21.2,70.68
Latvia,Ventspils,6.19,15.46,51.54
Lebanon,Establishment of the Water of Beirut and Mount Lebanon,1.08,2.69,8.97
Lesotho,Lesotho WASCO,5.77,14.21,70.24
Liberia,LWSR,1.78,7.34,33.32
Libya,GCWWW,1.13,2.81,9.38
Liechtenstein,Wasserversorgung Liechtensteiner Unterland,16.03,27,69.68
Lithuania,Alytus,6.62,15.12,48.18
Lithuania,Anyksciai,11.07,25.39,81.08
Lithuania,Druskininkai,8.06,16,46.87
Lithuania,"Giraites k., Kauno r.",9.32,20.62,64.58
Lithuania,Ignalina,9.73,22.69,73.07
Lithuania,Jonava,9.79,23.04,74.57
Lithuania,Joniškis,9.59,22.52,72.82
Lithuania,Kedainiai,10.83,21.42,62.6
Lithuania,Klaipėda,7.6,16.99,53.5
Lithuania,Marijampolė,11.41,21.77,62.03
Lithuania,Mazeikiai,16.15,29.86,83.18
Lithuania,Nida,13.54,32.42,105.86
Lithuania,Pasvalys,8.45,19.45,62.2
Lithuania,Plunges r.,7.19,16.11,50.78
Lithuania,Radviliskis,10.61,21.73,64.95
Lithuania,Raseiniai,8.73,20.28,65.16
Lithuania,Taurage,8.88,19.98,63.15
Lithuania,Telsiai,12.69,27.7,86.08
Lithuania,Trakai,9.8,20.66,62.91
Lithuania,Ukmerge,8.72,19.7,62.41
Lithuania,Utena,9.54,21.99,70.4
Lithuania,Varena,6.46,14.72,46.85
Lithuania,Vilkaviškis,7.48,16.11,49.65
Lithuania,Vilnius,4.96,11.27,35.79
Lithuania,Zarasai,10.14,23.54,75.65
Lithuania,Šiauliai,8.49,19.34,61.55
Luxembourg,Ville de Luxembourg,23.13,50.95,159.15
"Macau, China",Macao Water Company,4.01,9.05,35
Madagascar,Jirama,2.38,4.76,17.7
Malawi,BWB,5.58,15.31,57.17
Malawi,CRWB,1.55,3.55,11.7
Malawi,LWB,3.81,12.36,50.34
Malawi,NRWB,8.61,21.54,71.79
Malaysia,AKSB,1.03,1.54,10.23
Malaysia,Kedah,1.98,2.83,9.66
Malaysia,Kelantan state,2.19,3.42,15
Malaysia,Kuching,2.49,4.08,13.32
Malaysia,Melaka,2.23,3.48,12.53
Malaysia,Negeri Sembilan,2.33,3.72,13.95
Malaysia,PBAPP,1.03,1.56,8.11
Malaysia,Pahang State,1.23,2.01,8.46
Malaysia,Perak State,1.31,2.59,11.95
Malaysia,Perlis,2.13,3.54,17.12
Malaysia,Pulau Pinang,0.9,1.37,5.39
Malaysia,SAJ Holdings - Johor Bahru,2.81,4.52,23.32
Malaysia,SATU,2.63,4.15,13.86
Malaysia,SWB,1.66,2.65,8.4
Malaysia,SYABAS,2.8,4.32,18.66
Malaysia,Sabah,1.27,2.39,12.72
Malaysia,Selangor,2.57,3.96,17.12
Malaysia,Terengganu,1.51,2.39,7.98
Maldives,MWSC Maafushi,28.91,72.32,285.83
Maldives,MWSC Malé,19.52,60.04,273.47
Mali,SOMAGEP-Mali,5.19,9.8,35.54
Malta,Water Services Corporation,14.44,44.32,239.5
Marshall Islands,"Majuro, Marshall Islands",9.51,23.78,79.25
Martinique,Odyssi,17.6,38.58,122.38
Mauritania,SNDE,4.79,11.89,57.31
Mauritius,Mauritius CWA,2.96,5.05,22.96
Mexico,Acatlán,2.57,3.11,9.34
Mexico,Aguas Del Municipio De Durango,2.89,6.71,21.34
Mexico,Ahualulco,4.05,4.05,12.61
Mexico,Amacueca,2.66,4.11,14.85
Mexico,Amatitán,4.19,4.19,18.33
Mexico,Ameca,4.29,5.23,18.01
Mexico,Atemajac,2.5,2.5,6.93
Mexico,Atenguillo,3.88,3.88,7.43
Mexico,Atoyac,3.34,3.34,19.77
Mexico,Autlán,5.69,7.09,17.85
Mexico,Ayotlán,2.99,5.04,19.44
Mexico,Ayutla,3.84,5.78,20.35
Mexico,Bolaños,2.76,2.76,16.44
Mexico,CAASA,9.73,12.96,82.23
Mexico,CAPAMA,5.1,8.97,41.53
Mexico,CAPASU - Uruapan,0,2.46,9.13
Mexico,CESP Tijuana,6.68,16.92,111.8
Mexico,CESP de Tijuana,5.96,15.1,95.87
Mexico,CESPM de Mexicali,3.15,5.23,19.58
Mexico,CESPTE-Telicate,4.01,10.03,65.94
Mexico,COMAPA NUEVO Laredo,3.59,5.71,20.77
Mexico,Cabo Corrientes,5.28,5.65,10.4
Mexico,Cancún - I. Mujeres,7.62,13.53,109.7
Mexico,Casimiro Castillo,2.92,4.03,12.08
Mexico,Cañadas de Obregón,5.07,5.07,16.83
Mexico,Cesp Tecate,4.93,12.34,82.87
Mexico,Chimaltitán,3.79,3.79,10.52
Mexico,Chiquilistlán,2.97,2.97,6.48
Mexico,Cihuatlán,5.37,6.58,20.67
Mexico,Cocula,3.96,5.23,22.67
Mexico,Concepción de Buenos Aires,1.7,1.7,5.35
Mexico,Cozumel,7.62,13.53,109.7
Mexico,Cuautitlán,2.93,2.93,7.44
Mexico,Cuautla,3.61,3.61,13.26
Mexico,Cuquío,2.91,2.91,8.26
Mexico,De la Barca,2.53,3.88,14.06
Mexico,De la Huerta,2.18,3.6,13.94
Mexico,Degollado,4.38,6.07,27.46
Mexico,Ejutla,3.26,3.26,3.26
Mexico,El Arenal,5.74,5.74,21.08
Mexico,El Grullo,4.1,6.35,23.02
Mexico,El Limón,5.29,5.29,5.29
Mexico,El Salto,3.43,3.43,38.39
Mexico,Encarnación,3.82,5.03,20.38
Mexico,Etzatlán,3.41,4.49,18.46
Mexico,Felipe Carrillo Puerto,7.86,13.96,113.15
Mexico,Guachinango,4.5,4.5,19.4
Mexico,Guadalupe,0,7.08,37.1
Mexico,Gómez Farías,2.97,2.97,8.34
Mexico,Hostotipaquillo,2.17,2.17,6.55
Mexico,Huejuquilla El Alto,4.46,4.46,19.46
Mexico,Huejúcar,2.51,2.51,7.12
Mexico,INTERAPAS,1.73,4.32,22.34
Mexico,Ixtlahua del Río,5.34,5.34,20.8
Mexico,"JADS Matamoros, Tamaulipas",3.68,5.58,21.12
Mexico,JAPAC Culiacán,3.74,5.75,24.71
Mexico,JMAS Juárez,0,15.88,59.61
Mexico,JUMAPA CELAYA,0,4.32,31.8
Mexico,Jalostotitlán,4.21,6.62,24.64
Mexico,Jesús María,3.38,3.38,18.48
Mexico,Jilotlán de los Dolores,2.84,2.84,5.81
Mexico,Jose M. Morelos,7.86,13.96,113.15
Mexico,Juanacatlán,2.47,2.47,12.73
Mexico,"Juarez, Lerdo (Durango)",4.6,6.47,20.57
Mexico,Juchitlán,4.33,4.33,14.3
Mexico,La Manzanilla de la Paz,3.03,3.03,5.93
Mexico,Lagos de Moreno,4.53,4.53,11.4
Mexico,Lazaro Cardenas,8.12,11.66,27.96
Mexico,Magdalena,4.13,6.23,21.87
Mexico,Merida,3.57,3.98,7.95
Mexico,Mexticacán,4.85,4.85,12.06
Mexico,Mezquitic,3.81,3.81,7.04
Mexico,Monterrey,0,7.67,41.84
Mexico,OOMAPAS Puerto Peñasco,2.43,4.22,18.39
Mexico,OOMAPAS San Luis Rio Colorado,6.73,6.73,16.82
Mexico,OOMAPAS de Agua Prieta,3.12,4.68,19.68
Mexico,OOMAPAS de Caborca,6.59,6.59,8.91
Mexico,OOMAPAS de Nogales,10.02,10.07,20.58
Mexico,OPERAGUA,1.39,4.84,40.37
Mexico,Ocotlán,3.82,5.84,19.93
Mexico,Ojuelos,3.6,3.6,11.44
Mexico,Othon P. Blanco,7.86,13.96,113.15
Mexico,Poncitlán,3.07,4.98,20.08
Mexico,Querétaro,0,13.19,81.24
Mexico,Quitupan,2.97,2.97,16.86
Mexico,SACM,4.38,13.37,84.89
Mexico,SAPAET,3,3,15.73
Mexico,SIAPA,4.25,11.92,49.56
Mexico,"SIMAS Piedras Negras, Coahuila",1.94,4.84,23.09
Mexico,SIMAS de Acuña,3.83,6.56,18.29
Mexico,SOAPAP,2.02,5.05,36.73
Mexico,San Cristóbal de la Barranca,1.9,1.9,10.59
Mexico,San Diego de Alejandría,4.72,4.72,25.56
Mexico,San Gabriel,1.48,2.46,9.87
Mexico,San Juan de los Lagos,6.22,6.22,22.93
Mexico,San Juanito de Escobedo,3.46,5.14,17.44
Mexico,San Julián,4.56,8.15,34.56
Mexico,San Marcos,1.91,1.91,7.02
Mexico,San Martín de Bolaños,4.04,4.04,11.59
Mexico,San Pedro Tlaquepaque,2.36,7.56,37.27
Mexico,Santa María de los Ángeles,3.77,3.77,11.65
Mexico,Santa María del Oro,2.91,4.23,14.61
Mexico,Sayula,4.04,4.04,9.14
Mexico,Sistema de Agua Potable y Alcantarillado de Leon,0,15.34,84.94
Mexico,Solidaridad,4.98,8.85,71.78
Mexico,TESITAN,0,5.23,30.26
Mexico,Tala,2.99,4.56,16.87
Mexico,Tamazula de Gordiano,3.93,4.55,12.57
Mexico,Tecalitlán,3.77,3.77,13.47
Mexico,Techaluta de Montenegro,2.43,2.43,11.3
Mexico,Tecolotlán,2.4,2.4,8.04
Mexico,Tenamaxtlán,3.45,5.34,19.45
Mexico,Teocaltiche,3.43,4.67,20.68
Mexico,Teocuitatlán de Corona,1.95,3.45,14.23
Mexico,Tequila,4.02,4.02,21.71
Mexico,Teuchitlán,2.89,2.89,13.6
Mexico,Tizapán el Alto,4.04,5.59,24.14
Mexico,Tlajomulco de Zúñiga,4.43,5.23,21.09
Mexico,Tolimán,2.42,2.42,4.35
Mexico,Tomatlán,4.85,6.24,16.93
Mexico,Tonaya,4.1,5.36,21.28
Mexico,Tonila,2.16,2.16,4.14
Mexico,Totatiche,3.37,3.37,13.56
Mexico,Tuxcacuesco,2.79,2.79,7.98
Mexico,Tuxcueca,4.12,4.12,13.63
Mexico,Tuxpan,3.84,6.36,25.29
Mexico,Unión de San Antonio,4.12,4.12,13.2
Mexico,Valle de Guadalupe,3.77,3.77,13.59
Mexico,Valle de Juárez,1.69,1.69,6.77
Mexico,Villa Guerrero,3.62,5.55,19.58
Mexico,Villa Purificación,1.85,1.85,6.3
Mexico,Yahualica de González Gallo,3.05,3.05,22.98
Mexico,Zacoalco de Torres,4,6.02,21.64
Mexico,Zapotiltic,3.92,5.2,20.98
Mexico,Zapotitlán de Vadillo,2.05,2.05,3.93
Mexico,Zapotlanejo,5.13,5.13,19.07
Mexico,Zapotlán (Cd. Guzmán),5.58,5.58,22.95
Mexico,Zapotlán del Rey,3.3,3.3,12.44
Moldova,Anenii Noi,4.77,11.92,39.72
Moldova,Basarabeasca,8.16,20.39,67.98
Moldova,Briceni,3.88,9.71,32.37
Moldova,Cahul,5.95,14.88,49.62
Moldova,Cantemir,6.29,15.71,52.38
Moldova,Caralas,7.26,18.15,60.49
Moldova,Causeni,4.94,12.36,41.19
Moldova,Chişinău,3.71,9.28,30.94
Moldova,Cimişlia,6.27,15.68,52.26
Moldova,Comrat,5.3,13.24,44.14
Moldova,Cricova,3.53,8.83,29.42
Moldova,Criuleni,3.25,8.12,27.07
Moldova,Donduseni,4.94,12.36,41.19
Moldova,Drochia,3.53,8.83,29.42
Moldova,Edineti,8.46,21.14,70.47
Moldova,Faleşti,6.57,16.41,54.71
Moldova,Floreni,8.6,21.49,71.63
Moldova,Floreşti,8.6,21.49,71.63
Moldova,Glodeni,6.56,16.41,54.69
Moldova,Hinceşti,6.5,16.24,54.14
Moldova,Leova,6.21,15.52,51.72
Moldova,Nisporeni,7.47,18.68,62.28
Moldova,Ocnita,6.08,15.19,50.63
Moldova,Orhei,5.72,14.3,47.67
Moldova,RCL,3.92,9.8,32.66
Moldova,Resina,7.38,18.46,61.53
Moldova,Riscani,4.24,10.59,35.31
Moldova,Sinjerei,5.01,12.54,41.79
Moldova,Soroca,4.87,12.96,44.39
Moldova,Stefan-Vodă,7.88,19.69,65.64
Moldova,Straşeni,5.16,12.89,42.96
Moldova,Taraclia,6.01,15.02,50.08
Moldova,Teleneşti,8.68,21.71,72.35
Moldova,Ungheni,5.75,14.38,47.93
Moldova,Vodokanal PMR,1.68,4.2,14
Moldova,Vulcaneşti,5.65,14.12,47.08
Moldova,Şoldăneşti,5.15,12.88,42.93
Monaco,SME,34.79,56.68,141.83
Mongolia,Darkhan,2.54,6.36,21.19
Mongolia,Shim-US,1.88,4.7,15.68
Mongolia,USUG,1.78,4.45,14.84
Montenegro,Andrijevica,1.64,4.09,13.64
Montenegro,Berane,2.35,5.04,15.5
Montenegro,"DOO ""Vodovod i Kanalizacija"" Cetinje",11.71,26.18,82.49
Montenegro,Danilovgrad,6.79,14.2,43.05
Montenegro,JP VIK Rožaje,2.48,5.05,15.03
Montenegro,JP Vodovod Budva,11.05,25.91,83.69
Montenegro,Komunalno preduzeće Plav,2.47,5.71,18.34
Montenegro,Mojkovac,3.1,6.06,17.58
Montenegro,Petnjica,3.38,3.38,3.38
Montenegro,Pljevlja,5.55,10.34,29
Montenegro,Plužine,4.28,7.32,19.13
Montenegro,Tivat,10.16,21.77,66.9
Montenegro,"ViK ""Bistrica"", Bijelo Polje",3.98,8.2,24.62
Montenegro,ViK Bar,7.81,18.19,58.55
Montenegro,ViK Herceg Novi,7.73,16.76,51.89
Montenegro,ViK Kolasin,4.01,9.03,28.56
Montenegro,ViK Kotor,7.04,16.2,51.83
Montenegro,ViK Ulcinj,7.26,16.76,53.71
Montenegro,Vodovod Niksic,5.99,12.05,35.59
Montenegro,Vodovod i kanalizacija d.o.o. Podgorica,3.47,6.93,20.36
Montenegro,Šavnik,4.94,9.75,28.48
Montenegro,Žabljak,3.51,8.21,26.48
Montserrat,Montserrat Utilities Ltd,19.91,38.78,141.97
Morocco,LYDEC,5.57,12.41,105.34
Morocco,ONEP - Khouribga,2.63,9.81,50.12
Morocco,ONEP - Nador,2.18,9.35,48.88
Morocco,REDAL,2.93,15.06,67.43
Mozambique,AdeM,5.46,11.05,46.73
Mozambique,Angoche,2.82,8.64,32.81
Mozambique,Beira,2.97,10.19,39.91
Mozambique,Chimoio,2.85,9.11,35.29
Mozambique,Chókwé,2.84,9.16,36
Mozambique,Cuamba,2.77,8.08,30.01
Mozambique,Inhambane,2.88,9.49,37.35
Mozambique,Lichinga,2.89,9.21,34.59
Mozambique,MZC,2.97,10.19,39.91
Mozambique,MZN,3.01,10.56,41.38
Mozambique,MZS,2.86,9.15,35.48
Mozambique,Maxixe,2.97,10.22,39.94
Mozambique,Nacala,2.79,8.39,31.67
Mozambique,Nampula,3.01,10.56,41.38
Mozambique,Pemba,2.98,10.4,41.14
Mozambique,Quelimane,2.96,9.82,37.27
Mozambique,Tete,2.84,8.99,34.75
Mozambique,Xai-Xai,2.86,9.15,35.48
Myanmar,YCDC - WSD,0.15,0.37,1.43
Namibia,Arandis,18.83,29.66,91.43
Namibia,Aranos,15.41,26.25,74.94
Namibia,Eenhana,13.13,26.53,78.64
Namibia,Gobabis,13.49,29.22,97.37
Namibia,Grootfontein,3.95,8.52,26.28
Namibia,Karasburg,17.92,36.24,107.48
Namibia,Katima Mulilo,12.52,23.64,66.89
Namibia,Keetmanshoop,13.92,27.22,83.36
Namibia,Khorixas,12.5,21.65,58.55
Namibia,Mariental,13.82,27.86,82.46
Namibia,Nkurenkuru,7.5,15.28,45.56
Namibia,Okahandja,13.84,30.12,119.29
Namibia,Okahao,12.51,25.34,75.25
Namibia,Okakarara,14.47,27.62,78.75
Namibia,Omaruru,8.25,14.51,42.94
Namibia,Omuthiya,10.38,20.76,61.13
Namibia,Ondangwa,11.33,23.43,70.46
Namibia,Ongwediva,16.97,34.14,100.91
Namibia,Oniipa,12.51,25.89,77.94
Namibia,Opuwo,10.18,20.69,61.57
Namibia,Oranjemund,10.16,19.2,63.5
Namibia,Oshakati Municipality,11.7,24.37,77.28
Namibia,Oshikuku,11.66,24.32,73.54
Namibia,Otavi,13.84,30.4,109.74
Namibia,Otjiwarongo Municipality,14.73,32.58,101.98
Namibia,Outapi,13.59,27.85,83.31
Namibia,Outjo,13.62,23.75,63.13
Namibia,Ruacana,11.51,23.57,70.5
Namibia,Rundu,7.88,14.59,48.64
Namibia,Swakopmund,15.63,26.44,76.61
Namibia,Tsumeb,9.15,17.59,64.71
Namibia,Usakos,15.49,33.53,131.8
Namibia,WBM,8.24,18.84,113.33
Namibia,Windhoek Municipality,17.16,39.23,174.18
Nepal,NWSC,18.24,18.24,33.84
Netherlands,Dunea,17.24,33.14,83.87
Netherlands,Evides,16.39,29.98,71.76
Netherlands,Vitens,12.1,23.45,56.49
Netherlands,Waternet,17.65,31.32,73.41
Netherlands Antilles,Aqualectra,30.2,96.01,443.74
New Zealand,Central Otago,26.38,30.8,47.96
New Zealand,Christchurch,23.92,23.92,23.92
New Zealand,Clutha,35.8,35.8,35.8
New Zealand,Dunedin,16.52,27.59,70.62
New Zealand,Far North,14.38,35.96,119.86
New Zealand,Gore,0,0,23.48
New Zealand,Hamilton,23.77,23.77,59.44
New Zealand,Hastings,31.43,36.66,56.96
New Zealand,Hauraki,16.6,29.99,72.2
New Zealand,Horowhenua,0,0,33.95
New Zealand,Kaipara,17.91,35.03,101.61
New Zealand,Kapiti,18.17,26.03,56.6
New Zealand,Lower Hutt,10.9,27.25,90.85
New Zealand,Mackenzie,5.73,14.32,47.75
New Zealand,Marlborough,16.06,16.06,35.99
New Zealand,Palmerston North,16.9,25.65,59.68
