lat,lon,mean_rh_frac,mean_t_amb_c,mean_solar_w_m2,salt,hydrogel_thickness_mm,eps_abs,tau_glass,eps_abs_ir,eps_glass_ir,fin_area_ratio,vapor_gap_mm,warmup_method,resolution,mean_yield_kg_m2,mean_eta_thermal,n_periods,fidelity,cx_eps_abs_ir,cx_glazing_panes,cx_evacuated_gap,cx_condenser_air_speed_m_s,cx_blend_weights,condenser_mode,c_w_floor_mode,variant
-54.0,-72.0,0.896395,4.6081,170.13,LiCl,5.5,0.95,0.9,0.05,0.95,3.0,40.0,aitken-gpu-fixed-round,annual,0.782854,0.19076,366,simple,,,,,,ambient,hydrate,ambient_cond
-54.0,-69.0,0.777261,5.8082,228.91,LiCl,5.5,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,0.989746,0.184756,366,simple,,,,,,ambient,hydrate,ambient_cond
-51.0,-75.0,0.877541,4.3905,152.53,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,30.0,aitken-gpu-fixed-round,annual,0.679427,0.163737,366,simple,,,,,,ambient,hydrate,ambient_cond
-51.0,-72.0,0.750157,4.9094,285.8,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.206475,0.192392,366,simple,,,,,,ambient,hydrate,ambient_cond
-48.0,-75.0,0.873332,4.5918,185.1,LiCl,5.5,0.95,0.9,0.05,0.95,3.0,40.0,aitken-gpu-fixed-round,annual,0.872142,0.191051,366,simple,,,,,,ambient,hydrate,ambient_cond
-48.0,-72.0,0.791565,0.682,287.08,LiCl,5.5,0.95,0.9,0.05,0.95,5.275,60.0,aitken-gpu-fixed-round,annual,1.077404,0.169183,366,simple,,,,,,ambient,hydrate,ambient_cond
-33.0,-60.0,0.71566,18.7644,407.26,LiCl,7.75,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,2.589233,0.310097,366,simple,,,,,,ambient,hydrate,ambient_cond
-33.0,-57.0,0.767087,18.0952,383.77,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,2.48777,0.310419,366,simple,,,,,,ambient,hydrate,ambient_cond
-33.0,-54.0,0.797183,17.6645,369.51,LiCl,7.75,0.95,0.9,0.05,0.95,7.55,50.0,aitken-gpu-fixed-round,annual,2.428913,0.314538,366,simple,,,,,,ambient,hydrate,ambient_cond
-33.0,21.0,0.548378,19.5423,477.23,LiCl,7.75,0.95,0.9,0.05,0.95,3.0,60.0,aitken-gpu-fixed-round,annual,2.663462,0.277712,366,simple,,,,,,ambient,hydrate,ambient_cond
-33.0,24.0,0.556394,21.4462,461.97,LiCl,7.75,0.95,0.9,0.05,0.95,9.825,60.0,aitken-gpu-fixed-round,annual,2.756056,0.296612,366,simple,,,,,,ambient,hydrate,ambient_cond
-33.0,27.0,0.667701,20.5481,410.38,LiCl,7.75,0.95,0.9,0.05,0.95,9.825,60.0,aitken-gpu-fixed-round,annual,2.683981,0.321877,366,simple,,,,,,ambient,hydrate,ambient_cond
-30.0,144.0,0.472725,22.0822,471.22,LiCl,7.75,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,2.169108,0.24394,366,simple,,,,,,ambient,hydrate,ambient_cond
-30.0,147.0,0.527482,21.752,469.82,LiCl,7.75,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,2.458818,0.271292,366,simple,,,,,,ambient,hydrate,ambient_cond
-30.0,150.0,0.628566,19.1124,448.81,LiCl,7.75,0.95,0.9,0.05,0.95,3.0,60.0,aitken-gpu-fixed-round,annual,2.603134,0.289687,366,simple,,,,,,ambient,hydrate,ambient_cond
-30.0,153.0,0.788959,19.3233,397.89,LiCl,5.5,0.95,0.9,0.05,0.95,5.275,40.0,aitken-gpu-fixed-round,annual,2.766165,0.34712,366,simple,,,,,,ambient,hydrate,ambient_cond
-27.0,-69.0,0.355265,-2.8483,618.51,LiCl,10.0,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,0.64786,0.054441,366,simple,,,,,,ambient,hydrate,ambient_cond
-27.0,-66.0,0.311647,15.9632,560.6,LiCl,10.0,0.95,0.9,0.05,0.95,3.0,60.0,aitken-gpu-fixed-round,annual,1.84444,0.157329,366,simple,,,,,,ambient,hydrate,ambient_cond
-27.0,-63.0,0.597965,23.0794,426.7,LiCl,7.75,0.95,0.9,0.05,0.95,5.275,60.0,aitken-gpu-fixed-round,annual,2.580093,0.301008,366,simple,,,,,,ambient,hydrate,ambient_cond
-24.0,-51.0,0.737361,22.5114,442.36,LiCl,7.75,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,3.042367,0.347957,366,simple,,,,,,ambient,hydrate,ambient_cond
-24.0,-48.0,0.825863,24.4571,414.39,LiCl,5.5,0.95,0.9,0.05,0.95,9.825,30.0,aitken-gpu-fixed-round,annual,3.208412,0.393069,366,simple,,,,,,ambient,hydrate,ambient_cond
-24.0,15.0,0.487018,20.3407,559.64,LiCl,7.75,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,2.919526,0.264255,366,simple,,,,,,ambient,hydrate,ambient_cond
-24.0,18.0,0.250756,23.3275,549.12,LiCl,10.0,0.95,0.9,0.05,0.95,3.0,60.0,aitken-gpu-fixed-round,annual,1.570728,0.151449,366,simple,,,,,,ambient,hydrate,ambient_cond
-24.0,21.0,0.301924,23.8665,542.72,LiCl,7.75,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,1.964224,0.188853,366,simple,,,,,,ambient,hydrate,ambient_cond
-24.0,24.0,0.355074,22.681,527.18,LiCl,7.75,0.95,0.9,0.05,0.95,3.0,60.0,aitken-gpu-fixed-round,annual,2.138997,0.210584,366,simple,,,,,,ambient,hydrate,ambient_cond
-24.0,27.0,0.414489,22.6433,507.76,LiCl,7.75,0.95,0.9,0.05,0.95,5.275,60.0,aitken-gpu-fixed-round,annual,2.409783,0.244921,366,simple,,,,,,ambient,hydrate,ambient_cond
-21.0,24.0,0.344894,24.8204,540.15,LiCl,7.75,0.95,0.9,0.05,0.95,3.0,60.0,aitken-gpu-fixed-round,annual,2.296284,0.220585,366,simple,,,,,,ambient,hydrate,ambient_cond
-21.0,27.0,0.430806,22.8101,527.39,LiCl,7.75,0.95,0.9,0.05,0.95,3.0,60.0,aitken-gpu-fixed-round,annual,2.574645,0.253513,366,simple,,,,,,ambient,hydrate,ambient_cond
-21.0,30.0,0.560793,23.6989,487.09,LiCl,7.75,0.95,0.9,0.05,0.95,5.275,60.0,aitken-gpu-fixed-round,annual,2.972796,0.31213,366,simple,,,,,,ambient,hydrate,ambient_cond
-21.0,33.0,0.620556,26.1568,484.12,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,3.444318,0.362981,366,simple,,,,,,ambient,hydrate,ambient_cond
-21.0,45.0,0.567964,26.1798,507.44,LiCl,7.75,0.95,0.9,0.05,0.95,9.825,60.0,aitken-gpu-fixed-round,annual,3.384741,0.344283,366,simple,,,,,,ambient,hydrate,ambient_cond
-21.0,48.0,0.851081,23.2792,406.82,LiCl,10.0,0.95,0.9,0.05,0.95,5.275,30.0,aitken-gpu-fixed-round,annual,3.188545,0.396977,366,simple,,,,,,ambient,hydrate,ambient_cond
-21.0,117.0,0.425209,26.1861,529.09,LiCl,7.75,0.95,0.9,0.05,0.95,9.825,60.0,aitken-gpu-fixed-round,annual,2.907671,0.284403,366,simple,,,,,,ambient,hydrate,ambient_cond
-18.0,36.0,0.695035,26.4495,479.6,LiCl,5.5,0.95,0.9,0.05,0.95,3.0,50.0,aitken-gpu-fixed-round,annual,3.670028,0.395532,366,simple,,,,,,ambient,hydrate,ambient_cond
-18.0,45.0,0.66744,24.1176,507.58,LiCl,5.5,0.95,0.9,0.05,0.95,9.825,60.0,aitken-gpu-fixed-round,annual,3.628876,0.370424,366,simple,,,,,,ambient,hydrate,ambient_cond
-18.0,48.0,0.777099,20.2345,450.44,LiCl,5.5,0.95,0.9,0.05,0.95,3.0,40.0,aitken-gpu-fixed-round,annual,3.242782,0.372333,366,simple,,,,,,ambient,hydrate,ambient_cond
-18.0,123.0,0.497086,29.0999,507.08,LiCl,7.75,0.95,0.9,0.05,0.95,9.825,60.0,aitken-gpu-fixed-round,annual,3.258002,0.329618,366,simple,,,,,,ambient,hydrate,ambient_cond
-18.0,126.0,0.454783,28.9953,510.63,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,2.983196,0.300746,366,simple,,,,,,ambient,hydrate,ambient_cond
-18.0,129.0,0.479494,26.3688,509.48,LiCl,7.75,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,2.924832,0.297463,366,simple,,,,,,ambient,hydrate,ambient_cond
-18.0,132.0,0.477158,26.9963,504.92,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,2.853757,0.29455,366,simple,,,,,,ambient,hydrate,ambient_cond
-15.0,132.0,0.585653,26.8891,503.13,LiCl,7.75,0.95,0.9,0.05,0.95,5.275,60.0,aitken-gpu-fixed-round,annual,3.293051,0.343041,366,simple,,,,,,ambient,hydrate,ambient_cond
-15.0,135.0,0.665417,26.3657,495.54,LiCl,5.5,0.95,0.9,0.05,0.95,9.825,60.0,aitken-gpu-fixed-round,annual,3.681425,0.386538,366,simple,,,,,,ambient,hydrate,ambient_cond
-15.0,144.0,0.696933,25.4016,461.18,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,50.0,aitken-gpu-fixed-round,annual,3.357747,0.378244,366,simple,,,,,,ambient,hydrate,ambient_cond
-12.0,-75.0,0.781305,2.5133,471.22,LiCl,7.75,0.95,0.9,0.05,0.95,9.825,60.0,aitken-gpu-fixed-round,annual,1.853976,0.203858,366,simple,,,,,,ambient,hydrate,ambient_cond
-12.0,-72.0,0.76831,5.8309,441.16,LiCl,7.75,0.95,0.9,0.05,0.95,9.825,60.0,aitken-gpu-fixed-round,annual,1.987411,0.231358,366,simple,,,,,,ambient,hydrate,ambient_cond
-12.0,-69.0,0.804721,25.607,435.57,LiCl,5.5,0.95,0.9,0.05,0.95,9.825,30.0,aitken-gpu-fixed-round,annual,3.404041,0.405606,366,simple,,,,,,ambient,hydrate,ambient_cond
-12.0,-66.0,0.76084,26.509,441.79,LiCl,5.5,0.95,0.9,0.05,0.95,3.0,40.0,aitken-gpu-fixed-round,annual,3.380673,0.398049,366,simple,,,,,,ambient,hydrate,ambient_cond
-9.0,-45.0,0.587687,27.2432,512.02,LiCl,7.75,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,3.362502,0.344183,366,simple,,,,,,ambient,hydrate,ambient_cond
-9.0,-42.0,0.551288,25.6692,517.65,LiCl,7.75,0.95,0.9,0.05,0.95,3.0,60.0,aitken-gpu-fixed-round,annual,3.202127,0.323409,366,simple,,,,,,ambient,hydrate,ambient_cond
-9.0,-39.0,0.61788,25.5284,504.17,LiCl,7.75,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,3.463607,0.357424,366,simple,,,,,,ambient,hydrate,ambient_cond
-9.0,-36.0,0.808868,26.0268,455.49,LiCl,5.5,0.95,0.9,0.05,0.95,9.825,30.0,aitken-gpu-fixed-round,annual,3.658968,0.415461,366,simple,,,,,,ambient,hydrate,ambient_cond
-9.0,15.0,0.772835,21.1443,464.22,LiCl,5.5,0.95,0.9,0.05,0.95,9.825,40.0,aitken-gpu-fixed-round,annual,3.383005,0.381832,366,simple,,,,,,ambient,hydrate,ambient_cond
-9.0,18.0,0.651838,21.4473,475.57,LiCl,5.5,0.95,0.9,0.05,0.95,5.275,60.0,aitken-gpu-fixed-round,annual,3.002701,0.331087,366,simple,,,,,,ambient,hydrate,ambient_cond
-9.0,21.0,0.622234,23.6659,484.34,LiCl,5.5,0.95,0.9,0.05,0.95,9.825,60.0,aitken-gpu-fixed-round,annual,3.055587,0.332096,366,simple,,,,,,ambient,hydrate,ambient_cond
-6.0,24.0,0.664033,25.5228,455.47,LiCl,5.5,0.95,0.9,0.05,0.95,9.825,60.0,aitken-gpu-fixed-round,annual,3.190644,0.366832,366,simple,,,,,,ambient,hydrate,ambient_cond
-6.0,27.0,0.606107,26.9446,469.28,LiCl,5.5,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,3.138951,0.34965,366,simple,,,,,,ambient,hydrate,ambient_cond
-6.0,30.0,0.734432,24.1006,473.18,LiCl,5.5,0.95,0.9,0.05,0.95,7.55,50.0,aitken-gpu-fixed-round,annual,3.404172,0.377019,366,simple,,,,,,ambient,hydrate,ambient_cond
-6.0,33.0,0.600534,23.4148,511.83,LiCl,5.5,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,3.161291,0.325895,366,simple,,,,,,ambient,hydrate,ambient_cond
-6.0,36.0,0.620969,25.1045,521.36,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,3.623062,0.362674,366,simple,,,,,,ambient,hydrate,ambient_cond
-6.0,141.0,0.882707,26.1427,394.54,LiCl,3.25,0.95,0.9,0.05,0.95,9.825,30.0,aitken-gpu-fixed-round,annual,3.298174,0.434824,366,simple,,,,,,ambient,hydrate,ambient_cond
-6.0,144.0,0.912162,29.5046,422.67,LiCl,3.25,0.95,0.9,0.05,0.95,3.0,30.0,aitken-gpu-fixed-round,annual,3.627744,0.449985,366,simple,,,,,,ambient,hydrate,ambient_cond
-3.0,120.0,0.89418,27.4562,447.79,LiCl,3.25,0.95,0.9,0.05,0.95,3.0,30.0,aitken-gpu-fixed-round,annual,3.839926,0.448714,366,simple,,,,,,ambient,hydrate,ambient_cond
-3.0,129.0,0.916081,26.5269,393.79,LiCl,3.25,0.95,0.9,0.05,0.95,3.0,30.0,aitken-gpu-fixed-round,annual,3.316245,0.438357,366,simple,,,,,,ambient,hydrate,ambient_cond
-3.0,138.0,0.878389,8.5494,423.93,LiCl,5.5,0.95,0.9,0.05,0.95,3.0,60.0,aitken-gpu-fixed-round,annual,2.420158,0.295585,366,simple,,,,,,ambient,hydrate,ambient_cond
-3.0,141.0,0.894852,25.6296,399.88,LiCl,3.25,0.95,0.9,0.05,0.95,9.825,30.0,aitken-gpu-fixed-round,annual,3.2605,0.42395,366,simple,,,,,,ambient,hydrate,ambient_cond
0.0,-78.0,0.878217,0.6558,418.5,LiCl,7.75,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,1.7167,0.206741,366,simple,,,,,,ambient,hydrate,ambient_cond
0.0,-75.0,0.869006,25.6896,426.15,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,30.0,aitken-gpu-fixed-round,annual,3.467488,0.422018,366,simple,,,,,,ambient,hydrate,ambient_cond
0.0,-72.0,0.871623,25.943,444.02,LiCl,5.5,0.95,0.9,0.05,0.95,7.55,30.0,aitken-gpu-fixed-round,annual,3.657842,0.428339,366,simple,,,,,,ambient,hydrate,ambient_cond
0.0,-69.0,0.880382,26.161,438.08,LiCl,3.25,0.95,0.9,0.05,0.95,9.825,30.0,aitken-gpu-fixed-round,annual,3.64661,0.434758,366,simple,,,,,,ambient,hydrate,ambient_cond
3.0,-57.0,0.750686,26.655,485.22,LiCl,5.5,0.95,0.9,0.05,0.95,5.275,40.0,aitken-gpu-fixed-round,annual,3.738592,0.402357,366,simple,,,,,,ambient,hydrate,ambient_cond
3.0,-54.0,0.787226,26.2912,470.65,LiCl,5.5,0.95,0.9,0.05,0.95,7.55,30.0,aitken-gpu-fixed-round,annual,3.743767,0.416818,366,simple,,,,,,ambient,hydrate,ambient_cond
3.0,-51.0,0.810743,26.9796,467.27,LiCl,5.5,0.95,0.9,0.05,0.95,7.55,40.0,aitken-gpu-fixed-round,annual,3.628214,0.404971,366,simple,,,,,,ambient,hydrate,ambient_cond
3.0,12.0,0.802881,23.9142,424.26,LiCl,5.5,0.95,0.9,0.05,0.95,3.0,30.0,aitken-gpu-fixed-round,annual,3.280729,0.404422,366,simple,,,,,,ambient,hydrate,ambient_cond
3.0,15.0,0.787852,24.8408,453.09,LiCl,5.5,0.95,0.9,0.05,0.95,3.0,30.0,aitken-gpu-fixed-round,annual,3.521246,0.405041,366,simple,,,,,,ambient,hydrate,ambient_cond
3.0,18.0,0.825457,25.4383,448.12,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,30.0,aitken-gpu-fixed-round,annual,3.619885,0.420431,366,simple,,,,,,ambient,hydrate,ambient_cond
3.0,21.0,0.725913,26.241,459.11,LiCl,5.5,0.95,0.9,0.05,0.95,3.0,40.0,aitken-gpu-fixed-round,annual,3.435411,0.391432,366,simple,,,,,,ambient,hydrate,ambient_cond
6.0,27.0,0.525162,27.4776,481.99,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,2.84916,0.312281,366,simple,,,,,,ambient,hydrate,ambient_cond
6.0,30.0,0.51313,28.7841,477.86,LiCl,5.5,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,2.89663,0.3187,366,simple,,,,,,ambient,hydrate,ambient_cond
6.0,33.0,0.486697,30.2298,478.32,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,2.910386,0.318819,366,simple,,,,,,ambient,hydrate,ambient_cond
6.0,36.0,0.586464,28.2055,488.4,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,3.339141,0.357978,366,simple,,,,,,ambient,hydrate,ambient_cond
6.0,39.0,0.710878,20.806,502.31,LiCl,5.5,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,3.33259,0.350152,366,simple,,,,,,ambient,hydrate,ambient_cond
6.0,42.0,0.557394,22.5704,518.11,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,2.946362,0.299795,366,simple,,,,,,ambient,hydrate,ambient_cond
6.0,45.0,0.521933,27.7505,527.93,LiCl,7.75,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,3.362187,0.332637,366,simple,,,,,,ambient,hydrate,ambient_cond
9.0,48.0,0.501517,27.2576,535.48,LiCl,7.75,0.95,0.9,0.05,0.95,3.0,60.0,aitken-gpu-fixed-round,annual,3.309353,0.320431,366,simple,,,,,,ambient,hydrate,ambient_cond
9.0,78.0,0.69584,28.8757,467.43,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,50.0,aitken-gpu-fixed-round,annual,3.587371,0.399048,366,simple,,,,,,ambient,hydrate,ambient_cond
9.0,81.0,0.762592,28.2447,469.05,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,40.0,aitken-gpu-fixed-round,annual,3.713066,0.40916,366,simple,,,,,,ambient,hydrate,ambient_cond
9.0,99.0,0.794745,27.7102,447.39,LiCl,5.5,0.95,0.9,0.05,0.95,5.275,30.0,aitken-gpu-fixed-round,annual,3.651286,0.423115,366,simple,,,,,,ambient,hydrate,ambient_cond
9.0,105.0,0.79756,27.8995,442.57,LiCl,5.5,0.95,0.9,0.05,0.95,5.275,30.0,aitken-gpu-fixed-round,annual,3.57281,0.418251,366,simple,,,,,,ambient,hydrate,ambient_cond
9.0,126.0,0.850927,26.0709,420.68,LiCl,5.5,0.95,0.9,0.05,0.95,7.55,30.0,aitken-gpu-fixed-round,annual,3.381169,0.411895,366,simple,,,,,,ambient,hydrate,ambient_cond
12.0,-84.0,0.872598,25.8919,411.62,LiCl,3.25,0.95,0.9,0.05,0.95,3.0,30.0,aitken-gpu-fixed-round,annual,3.350952,0.422135,366,simple,,,,,,ambient,hydrate,ambient_cond
12.0,-72.0,0.692718,29.2643,506.37,LiCl,5.5,0.95,0.9,0.05,0.95,9.825,50.0,aitken-gpu-fixed-round,annual,3.991915,0.411162,366,simple,,,,,,ambient,hydrate,ambient_cond
15.0,-15.0,0.416408,29.2732,489.99,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,2.35002,0.257851,366,simple,,,,,,ambient,hydrate,ambient_cond
15.0,-12.0,0.379074,30.1421,488.92,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.957548,0.220216,366,simple,,,,,,ambient,hydrate,ambient_cond
15.0,-9.0,0.358883,29.2678,502.09,LiCl,5.5,0.95,0.9,0.05,0.95,5.275,60.0,aitken-gpu-fixed-round,annual,1.877996,0.206549,366,simple,,,,,,ambient,hydrate,ambient_cond
15.0,-6.0,0.329956,29.7293,504.81,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.852931,0.199164,366,simple,,,,,,ambient,hydrate,ambient_cond
15.0,-3.0,0.320218,29.5441,506.24,LiCl,7.75,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,1.856137,0.198088,366,simple,,,,,,ambient,hydrate,ambient_cond
15.0,0.0,0.32404,29.9905,503.72,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.824087,0.194497,366,simple,,,,,,ambient,hydrate,ambient_cond
15.0,3.0,0.329958,29.1058,508.11,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.915579,0.200914,366,simple,,,,,,ambient,hydrate,ambient_cond
18.0,-6.0,0.260671,28.0453,521.95,LiCl,7.75,0.95,0.9,0.05,0.95,9.825,60.0,aitken-gpu-fixed-round,annual,1.657928,0.168741,366,simple,,,,,,ambient,hydrate,ambient_cond
18.0,-3.0,0.241264,29.1671,509.83,LiCl,7.75,0.95,0.9,0.05,0.95,5.275,60.0,aitken-gpu-fixed-round,annual,1.491598,0.155952,366,simple,,,,,,ambient,hydrate,ambient_cond
18.0,0.0,0.228384,30.1249,503.16,LiCl,7.75,0.95,0.9,0.05,0.95,3.0,60.0,aitken-gpu-fixed-round,annual,1.407156,0.149224,366,simple,,,,,,ambient,hydrate,ambient_cond
18.0,3.0,0.235773,29.1197,516.42,LiCl,7.75,0.95,0.9,0.05,0.95,5.275,60.0,aitken-gpu-fixed-round,annual,1.501558,0.154919,366,simple,,,,,,ambient,hydrate,ambient_cond
18.0,6.0,0.225694,29.7725,513.12,LiCl,7.75,0.95,0.9,0.05,0.95,3.0,60.0,aitken-gpu-fixed-round,annual,1.446151,0.148842,366,simple,,,,,,ambient,hydrate,ambient_cond
18.0,9.0,0.242464,25.4038,531.15,LiCl,7.75,0.95,0.9,0.05,0.95,5.275,60.0,aitken-gpu-fixed-round,annual,1.420949,0.144759,366,simple,,,,,,ambient,hydrate,ambient_cond
18.0,12.0,0.255079,26.7146,538.05,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.631087,0.161885,366,simple,,,,,,ambient,hydrate,ambient_cond
21.0,-6.0,0.197664,29.1751,510.17,LiCl,10.0,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,1.294365,0.134881,366,simple,,,,,,ambient,hydrate,ambient_cond
21.0,-3.0,0.195001,29.4276,510.54,LiCl,10.0,0.95,0.9,0.05,0.95,3.0,60.0,aitken-gpu-fixed-round,annual,1.251341,0.131286,366,simple,,,,,,ambient,hydrate,ambient_cond
21.0,0.0,0.189628,29.527,506.03,LiCl,10.0,0.95,0.9,0.05,0.95,5.275,60.0,aitken-gpu-fixed-round,annual,1.209939,0.127439,366,simple,,,,,,ambient,hydrate,ambient_cond
21.0,3.0,0.190966,28.1434,516.2,LiCl,7.75,0.95,0.9,0.05,0.95,9.825,60.0,aitken-gpu-fixed-round,annual,1.192432,0.123958,366,simple,,,,,,ambient,hydrate,ambient_cond
21.0,6.0,0.189916,27.9494,523.67,LiCl,7.75,0.95,0.9,0.05,0.95,9.825,60.0,aitken-gpu-fixed-round,annual,1.163382,0.119037,366,simple,,,,,,ambient,hydrate,ambient_cond
21.0,9.0,0.213624,26.7153,527.15,LiCl,7.75,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,1.246533,0.127802,366,simple,,,,,,ambient,hydrate,ambient_cond
24.0,-9.0,0.247476,27.724,507.18,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.538718,0.160213,366,simple,,,,,,ambient,hydrate,ambient_cond
24.0,-6.0,0.201922,28.8533,501.57,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.166875,0.127538,366,simple,,,,,,ambient,hydrate,ambient_cond
24.0,-3.0,0.201769,28.3448,507.98,LiCl,7.75,0.95,0.9,0.05,0.95,5.275,60.0,aitken-gpu-fixed-round,annual,1.19296,0.129614,366,simple,,,,,,ambient,hydrate,ambient_cond
24.0,0.0,0.190846,28.7869,507.86,LiCl,7.75,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,1.100671,0.119583,366,simple,,,,,,ambient,hydrate,ambient_cond
24.0,3.0,0.180444,28.2984,508.08,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.036386,0.111785,366,simple,,,,,,ambient,hydrate,ambient_cond
24.0,6.0,0.199773,24.3084,514.12,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.102231,0.11682,366,simple,,,,,,ambient,hydrate,ambient_cond
24.0,9.0,0.229913,24.1266,519.67,LiCl,10.0,0.95,0.9,0.05,0.95,3.0,60.0,aitken-gpu-fixed-round,annual,1.274391,0.132956,366,simple,,,,,,ambient,hydrate,ambient_cond
24.0,111.0,0.783805,19.155,348.63,LiCl,5.5,0.95,0.9,0.05,0.95,7.55,40.0,aitken-gpu-fixed-round,annual,2.357403,0.329711,366,simple,,,,,,ambient,hydrate,ambient_cond
24.0,114.0,0.811497,17.1485,350.43,LiCl,5.5,0.95,0.9,0.05,0.95,5.275,40.0,aitken-gpu-fixed-round,annual,2.317705,0.326915,366,simple,,,,,,ambient,hydrate,ambient_cond
24.0,117.0,0.806077,22.4341,365.91,LiCl,5.5,0.95,0.9,0.05,0.95,3.0,30.0,aitken-gpu-fixed-round,annual,2.684044,0.367458,366,simple,,,,,,ambient,hydrate,ambient_cond
27.0,-114.0,0.697306,18.4737,539.07,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,3.308395,0.318082,366,simple,,,,,,ambient,hydrate,ambient_cond
27.0,-108.0,0.3445,26.0952,558.28,LiCl,10.0,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,2.483334,0.225361,366,simple,,,,,,ambient,hydrate,ambient_cond
27.0,-105.0,0.332664,21.0155,562.45,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.978177,0.18732,366,simple,,,,,,ambient,hydrate,ambient_cond
27.0,-102.0,0.427678,24.506,542.71,LiCl,7.75,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,2.648418,0.251894,366,simple,,,,,,ambient,hydrate,ambient_cond
27.0,72.0,0.450937,26.9709,441.47,LiCl,5.5,0.95,0.9,0.05,0.95,5.275,60.0,aitken-gpu-fixed-round,annual,2.273282,0.272371,366,simple,,,,,,ambient,hydrate,ambient_cond
