lat,lon,mean_rh_frac,mean_t_amb_c,mean_solar_w_m2,salt,hydrogel_thickness_mm,eps_abs,tau_glass,eps_abs_ir,eps_glass_ir,fin_area_ratio,vapor_gap_mm,warmup_method,resolution,mean_yield_kg_m2,mean_eta_thermal,n_periods,fidelity,cx_eps_abs_ir,cx_glazing_panes,cx_evacuated_gap,cx_condenser_air_speed_m_s,cx_blend_weights,condenser_mode,c_w_floor_mode,variant
39.0,-9.0,0.749826,17.5358,386.06,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,2.37366,0.300097,366,simple,,,,,,ode,drh,drh
39.0,-6.0,0.650121,17.9944,395.32,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,2.164248,0.269879,366,simple,,,,,,ode,drh,drh
39.0,-3.0,0.562475,16.2814,409.35,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.757635,0.224131,366,simple,,,,,,ode,drh,drh
39.0,21.0,0.725171,18.4804,372.93,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,2.49209,0.315862,366,simple,,,,,,ode,drh,drh
39.0,27.0,0.630968,18.4461,402.73,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,2.363997,0.287511,366,simple,,,,,,ode,drh,drh
39.0,141.0,0.778482,12.6809,302.94,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,40.0,aitken-gpu-fixed-round,annual,1.763927,0.271481,366,simple,,,,,,ode,drh,drh
42.0,-123.0,0.589568,8.4956,403.48,LiCl,10.0,0.95,0.9,0.05,0.95,9.825,60.0,aitken-gpu-fixed-round,annual,1.311309,0.15974,366,simple,,,,,,ode,drh,drh
42.0,-120.0,0.511952,8.529,430.05,LiCl,10.0,0.95,0.9,0.05,0.95,9.825,60.0,aitken-gpu-fixed-round,annual,1.080225,0.139689,366,simple,,,,,,ode,drh,drh
42.0,-117.0,0.485171,9.3395,424.26,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.094818,0.144966,366,simple,,,,,,ode,drh,drh
42.0,63.0,0.432592,16.061,364.15,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.110177,0.158757,366,simple,,,,,,ode,drh,drh
42.0,66.0,0.477435,15.6586,361.3,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.136835,0.167115,366,simple,,,,,,ode,drh,drh
42.0,69.0,0.557191,14.2708,355.39,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.532376,0.20272,366,simple,,,,,,ode,drh,drh
42.0,72.0,0.726644,-3.6377,403.27,LiCl,10.0,0.95,0.9,0.05,0.95,3.0,60.0,aitken-gpu-fixed-round,annual,1.223809,0.139128,366,simple,,,,,,ode,drh,drh
42.0,75.0,0.603916,3.3619,389.81,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.444581,0.171169,366,simple,,,,,,ode,drh,drh
45.0,-87.0,0.788648,7.873,347.93,LiCl,7.75,0.95,0.9,0.05,0.95,7.55,60.0,aitken-gpu-fixed-round,annual,1.732592,0.218865,366,simple,,,,,,ode,drh,drh
45.0,-84.0,0.709727,9.2474,329.6,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.682024,0.217259,366,simple,,,,,,ode,drh,drh
45.0,-81.0,0.767155,9.1247,316.24,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.64591,0.219195,366,simple,,,,,,ode,drh,drh
45.0,-78.0,0.754382,7.0429,317.65,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.620794,0.215602,366,simple,,,,,,ode,drh,drh
45.0,99.0,0.393209,3.9956,385.1,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,0.936827,0.115559,366,simple,,,,,,ode,drh,drh
45.0,102.0,0.457372,5.5208,367.62,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.099183,0.138555,366,simple,,,,,,ode,drh,drh
45.0,105.0,0.481738,5.2416,357.77,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.088713,0.142058,366,simple,,,,,,ode,drh,drh
45.0,108.0,0.5084,5.39,358.33,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.143165,0.151803,366,simple,,,,,,ode,drh,drh
45.0,111.0,0.521817,5.3255,359.18,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.159577,0.152503,366,simple,,,,,,ode,drh,drh
48.0,3.0,0.817912,12.0319,244.18,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,50.0,aitken-gpu-fixed-round,annual,1.408597,0.245123,366,simple,,,,,,ode,drh,drh
48.0,6.0,0.817715,11.135,237.87,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,40.0,aitken-gpu-fixed-round,annual,1.365994,0.239922,366,simple,,,,,,ode,drh,drh
48.0,9.0,0.817278,9.3157,256.13,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,50.0,aitken-gpu-fixed-round,annual,1.380338,0.236451,366,simple,,,,,,ode,drh,drh
48.0,12.0,0.808006,10.7985,256.9,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,50.0,aitken-gpu-fixed-round,annual,1.474684,0.242394,366,simple,,,,,,ode,drh,drh
48.0,15.0,0.74753,11.8946,264.68,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.440818,0.22324,366,simple,,,,,,ode,drh,drh
48.0,111.0,0.592188,1.0891,331.78,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.150538,0.152205,366,simple,,,,,,ode,drh,drh
48.0,114.0,0.587514,3.0012,330.51,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.226238,0.164492,366,simple,,,,,,ode,drh,drh
48.0,117.0,0.576638,3.6931,330.94,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.211349,0.160673,366,simple,,,,,,ode,drh,drh
48.0,120.0,0.671385,0.6868,319.74,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.227429,0.162778,366,simple,,,,,,ode,drh,drh
48.0,123.0,0.601133,4.5094,319.03,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.32838,0.179152,366,simple,,,,,,ode,drh,drh
51.0,3.0,0.831941,11.4247,226.01,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,40.0,aitken-gpu-fixed-round,annual,1.291399,0.232445,366,simple,,,,,,ode,drh,drh
51.0,6.0,0.810527,11.4575,229.64,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,40.0,aitken-gpu-fixed-round,annual,1.296029,0.229892,366,simple,,,,,,ode,drh,drh
51.0,9.0,0.819937,9.7809,223.99,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,50.0,aitken-gpu-fixed-round,annual,1.230623,0.219474,366,simple,,,,,,ode,drh,drh
51.0,12.0,0.759938,11.5927,242.6,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,50.0,aitken-gpu-fixed-round,annual,1.36198,0.231889,366,simple,,,,,,ode,drh,drh
51.0,15.0,0.75072,10.9964,240.53,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.282542,0.211914,366,simple,,,,,,ode,drh,drh
51.0,111.0,0.677051,-0.2094,291.92,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.157431,0.163233,366,simple,,,,,,ode,drh,drh
51.0,114.0,0.582307,1.5287,305.85,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.111468,0.153262,366,simple,,,,,,ode,drh,drh
51.0,117.0,0.638603,-0.4367,309.75,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.09938,0.146841,366,simple,,,,,,ode,drh,drh
51.0,120.0,0.676165,-0.8893,300.62,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.166048,0.158512,366,simple,,,,,,ode,drh,drh
51.0,123.0,0.672438,-0.8682,299.77,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.162205,0.157818,366,simple,,,,,,ode,drh,drh
54.0,12.0,0.813906,10.6858,218.53,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,50.0,aitken-gpu-fixed-round,annual,1.237445,0.218119,366,simple,,,,,,ode,drh,drh
54.0,15.0,0.809762,10.6381,217.47,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.262814,0.225501,366,simple,,,,,,ode,drh,drh
54.0,18.0,0.786205,10.0764,217.07,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,40.0,aitken-gpu-fixed-round,annual,1.221138,0.222016,366,simple,,,,,,ode,drh,drh
54.0,21.0,0.778032,10.0862,229.18,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.236666,0.199056,366,simple,,,,,,ode,drh,drh
54.0,24.0,0.763337,10.1467,226.99,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.238564,0.198537,366,simple,,,,,,ode,drh,drh
54.0,120.0,0.64774,-2.3564,285.06,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.024988,0.139581,366,simple,,,,,,ode,drh,drh
54.0,123.0,0.65596,-1.4806,273.45,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.077581,0.147822,366,simple,,,,,,ode,drh,drh
54.0,126.0,0.64082,-0.9417,269.38,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.021136,0.14168,366,simple,,,,,,ode,drh,drh
54.0,129.0,0.701498,-2.2876,262.11,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.033833,0.14732,366,simple,,,,,,ode,drh,drh
54.0,132.0,0.709599,-2.5157,247.61,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,0.963587,0.145636,366,simple,,,,,,ode,drh,drh
57.0,36.0,0.787312,6.6825,212.51,LiCl,5.5,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.125882,0.184275,366,simple,,,,,,ode,drh,drh
57.0,39.0,0.774665,6.2904,215.59,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.108103,0.175994,366,simple,,,,,,ode,drh,drh
57.0,42.0,0.772161,5.8356,216.85,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.092394,0.173866,366,simple,,,,,,ode,drh,drh
57.0,45.0,0.742663,5.7061,221.21,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.06422,0.166678,366,simple,,,,,,ode,drh,drh
57.0,48.0,0.733218,5.3525,227.17,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,1.067142,0.165352,366,simple,,,,,,ode,drh,drh
57.0,162.0,0.812292,-0.8574,223.0,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,0.850247,0.135788,366,simple,,,,,,ode,drh,drh
60.0,-162.0,0.826819,0.9859,166.0,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,0.659631,0.136199,366,simple,,,,,,ode,drh,drh
60.0,-159.0,0.813277,-1.4851,169.1,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,0.641465,0.122027,366,simple,,,,,,ode,drh,drh
60.0,-156.0,0.78859,1.1026,172.0,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,0.690145,0.132088,366,simple,,,,,,ode,drh,drh
60.0,48.0,0.780945,3.7254,184.49,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,0.872163,0.147672,366,simple,,,,,,ode,drh,drh
60.0,51.0,0.768235,3.3394,185.48,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,0.846447,0.145479,366,simple,,,,,,ode,drh,drh
60.0,54.0,0.769862,2.9812,182.98,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,0.824737,0.142403,366,simple,,,,,,ode,drh,drh
60.0,57.0,0.768758,2.6919,186.1,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,0.819694,0.141504,366,simple,,,,,,ode,drh,drh
60.0,162.0,0.848758,-3.5088,199.92,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,0.735673,0.120086,366,simple,,,,,,ode,drh,drh
60.0,165.0,0.805466,-2.417,199.64,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,0.726151,0.118843,366,simple,,,,,,ode,drh,drh
63.0,-162.0,0.832922,-2.218,152.81,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,50.0,aitken-gpu-fixed-round,annual,0.547751,0.112366,366,simple,,,,,,ode,drh,drh
63.0,-159.0,0.771518,-0.7961,160.58,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,0.618645,0.116487,366,simple,,,,,,ode,drh,drh
66.0,18.0,0.829594,1.0681,142.37,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,0.595714,0.113042,366,simple,,,,,,ode,drh,drh
66.0,21.0,0.79561,2.2839,145.87,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,0.641113,0.116663,366,simple,,,,,,ode,drh,drh
66.0,24.0,0.834641,3.0067,150.69,LiCl,7.75,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,0.708658,0.121099,366,simple,,,,,,ode,drh,drh
66.0,27.0,0.838793,2.2294,132.56,LiCl,10.0,0.95,0.9,0.05,0.95,12.0,60.0,aitken-gpu-fixed-round,annual,0.626971,0.110074,366,simple,,,,,,ode,drh,drh
