lat,lon,corrected_best_combined_lcow_usd_m3,corrected_hydrogel_thickness_mm,corrected_vapor_gap_mm,corrected_fin_area_ratio,original_best_combined_lcow_usd_m3,original_design_corrected_lcow_usd_m3,regret_frac,design_changed
6.0,24.0,5.5241114891274625,2.966033553609067,60.0,12.0,9.141613902764458,5.5495675284468335,0.004608169000476095,True
6.0,27.0,5.53366785141271,2.7730063414775863,59.999999961005564,11.999999986072844,9.173361068431111,5.566398157775898,0.005914758030667172,True
6.0,30.0,5.530617093568988,2.929033676522177,59.99999963195136,11.999999988909398,9.21274452602501,5.556974517738786,0.004765729343376035,True
6.0,33.0,5.583163063349408,3.603685376664298,59.999999820488064,11.999999889731113,9.402341286551504,5.609133760435291,0.004651609990825211,True
6.0,36.0,4.743198812657343,3.180228013275724,59.06942027882682,12.0,7.938192024552592,4.755330868237017,0.0025577792664519482,True
6.0,39.0,4.610014549595146,2.9053326801859023,56.1030118445149,11.416180074944736,7.596075985945537,4.634384078800398,0.005286215247930681,True
6.0,42.0,5.530622564422886,3.4338444277082054,59.99999933961314,11.99999991113095,9.2442357176574,5.543813036701875,0.002384988692564211,True
6.0,45.0,4.831956198790137,3.761396209897425,59.999999660948305,11.999999871741824,8.110265696535148,4.856004873155911,0.004977005870168072,True
6.0,48.0,4.055862258751712,3.2888991825872735,59.99999999826118,11.999999959957675,6.801304110693307,4.068770951299616,0.003182724590819016,True
6.0,102.0,4.104849324512278,2.0483570514815006,29.126119986104726,12.0,6.666083824124187,4.116155171569378,0.002754266031054247,True
6.0,117.0,4.220210517799096,1.9958837579484532,52.616168780086944,11.414163059164329,6.842987688062035,4.251131307940007,0.007326835950600077,True
9.0,-78.0,4.121725695020004,1.6540516596989654,58.13529384741808,10.83566748129188,6.638462587887211,4.121725695020004,0.0,False
9.0,-75.0,3.8969098831728077,2.2035769586147103,51.68558921418201,12.0,6.357928168446911,3.9079486315764367,0.0028326927577399766,True
9.0,-72.0,3.7868036213844167,2.2035769586147103,51.68558921418201,12.0,6.1747512606360875,3.795357559886085,0.002258880934137583,True
9.0,-69.0,4.282545334296956,2.7355823274845665,59.99999829936244,11.999999621641601,7.089053013028469,4.2954814711255755,0.0030206654731754386,True
9.0,-66.0,4.046393086588923,2.861993249734597,60.0,12.0,6.716465991449506,4.066059776763839,0.004860301447256365,True
9.0,-63.0,4.018864251709075,2.56482136304452,43.807485661954885,12.0,6.627309708658033,4.031227068677752,0.0030761967049321676,True
9.0,-12.0,4.923535761483662,2.310381147050392,43.78726987940914,12.0,8.041128300522335,4.942540322224657,0.003859941647964779,True
9.0,-9.0,4.830508638524633,2.6134454484158267,48.707100174586614,12.0,7.936639969631351,4.84490842275884,0.002981007863098366,True
9.0,-6.0,4.927354065367433,2.782148324113198,60.0,12.0,8.137637737565488,4.943177480497308,0.0032113412025923807,True
9.0,-3.0,5.082436749970899,2.658967865402171,59.999996725280475,11.99999996518854,8.395659934119665,5.105454252126851,0.004528831993056002,True
9.0,0.0,5.193490634950094,2.6422819129536537,60.0,12.0,8.56987092778718,5.202098981050309,0.0016575260658571692,True
9.0,3.0,5.258336995961912,2.639211455806078,48.88485338253066,10.830343176248935,8.616563509177562,5.267715636007089,0.0017835753114300167,True
9.0,6.0,5.597628001302142,3.0143031812073318,59.999999332662355,11.999999879611769,9.271812648991219,5.616177707930615,0.003313851264170844,True
9.0,9.0,5.973882534815629,2.556496094546023,60.0,12.0,9.85441392137484,5.987947091128161,0.002354340955076448,True
9.0,12.0,6.045709448610775,2.7276341653957616,59.99999961533067,11.999999983727678,10.008939999218889,6.072672816456433,0.004459917909527401,True
9.0,15.0,5.922039678533417,2.6384507362233074,60.0,12.0,9.763651295327541,5.927350573162873,0.0008968015950159381,True
9.0,18.0,6.228459933406202,3.012285186547324,60.0,12.0,10.314010163189455,6.259666746111376,0.0050103577832775826,True
9.0,21.0,5.673259269698474,3.0296328199907046,60.0,12.0,9.41207119379642,5.696392706278696,0.0040776272474943275,True
9.0,24.0,6.252054241680046,2.6454481461144757,59.999999976363796,11.99999999969429,10.317918867571475,6.278638750722391,0.004252123864363838,True
9.0,27.0,6.78443786627259,2.8592784908089253,60.0,12.0,11.251200544922089,6.815065936062661,0.004514459472365682,True
9.0,30.0,6.7266991124000235,2.6119999184160707,60.0,12.0,11.103660774583926,6.745579458992769,0.0028067773327250124,True
9.0,33.0,6.230919960414244,2.912011886142312,59.99999986511702,11.999999976772814,10.370793693919305,6.27119029448341,0.006462983688605822,True
9.0,36.0,5.212625985036542,3.013179684176839,56.26868345627812,11.41618005694428,8.625902501723493,5.247346666436093,0.006660881003014776,True
