lat,lon,hydrogel_thickness_mm,vapor_gap_mm,fin_area_ratio,insulation_gap_mm,tilt_deg,salt,salt_loading,case,warmup_method,resolution,best_combined_lcow_usd_m3,n_evals,stopped_reason,wall_time_s,improvement_vs_baseline_frac,flagged_as_surrogate_artifact,max_neighbor_improvement_frac,cv_rmse,standardized_residual_mean,standardized_residual_std,msll_gp_minus_trivial,n_hyperparameter_warnings,n_de_calls,frac_de_hit_maxiter,frac_de_not_success
21.0,57.0,3.3152625817966492,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,9.091336,36,stalled,772.2,0.02984099395454052,False,-0.001327,0.17249554454138935,0.1911431249381221,1.0529272664978113,-3.89110744729365,4,12,0.0,0.0
21.0,75.0,2.328895041027474,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,9.210326,42,stalled,1067.8,0.08359125250776223,False,-0.003491,0.8171198350768948,0.702711111121444,3.739537144268106,3.7083323677613564,3,18,0.0,0.0
21.0,78.0,2.134892950112235,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,8.947595,39,stalled,882.5,0.06745734036790721,False,0.001063,0.6947166121678886,0.7839937210614958,8.336574072952487,31.269277217320145,3,15,0.0,0.0
21.0,81.0,2.4381956762474086,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,9.037722,33,stalled,581.7,0.06939703461917297,False,-0.000803,0.30189294569586345,-0.09173750297559399,1.7644988554465255,-2.1799593413240905,4,9,0.0,0.0
21.0,84.0,2.3343236493549946,56.04005268356631,11.999999806044439,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,8.698740,33,stalled,593.6,0.07669400033403778,False,-0.001825,0.3065647462666305,-0.11141266342731591,1.8457233762075878,-1.9892631799944498,4,9,0.0,0.0
21.0,87.0,1.9958837579484532,52.616168780086944,11.414163059164329,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,7.479619,33,stalled,395.6,0.10135523276409865,False,0.000955,1.035059218485875,0.5739641734978924,6.832718944240516,19.66306194293187,4,9,0.0,0.0
21.0,93.0,1.9958837579484532,52.616168780086944,11.414163059164329,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,7.668289,33,stalled,563.4,0.12818333519892777,False,-0.002262,1.5921466568358493,1.111641384575585,9.039045312367643,38.13294302916812,3,9,0.0,0.0
21.0,96.0,2.431119853456753,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,8.350423,39,stalled,919.3,0.07416525646441216,False,-0.002448,0.3187417761386264,0.12972129111823222,2.6557669285938172,-1.6156651504254531,4,15,0.0,0.0
21.0,99.0,1.9958837579484532,52.616168780086944,11.414163059164329,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,7.815188,33,stalled,560.8,0.10751509608468977,False,-0.002203,2.1431165208883725,2.111977328798299,17.589235728457684,153.88398074447818,3,9,0.0,0.0
21.0,102.0,2.0142001094573763,48.22903615521827,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,9.038227,33,stalled,616.3,0.1151869522222999,False,-0.003416,1.755148030654907,0.6093520311579835,9.101163160675181,38.45898113356557,2,9,0.0,0.0
21.0,105.0,1.4463584590327083,59.06587341332302,9.970163871494666,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,8.793321,33,stalled,600.2,0.17621360619804846,False,-0.001646,5.606124980551179,-0.0790067165967609,6.274673419303215,17.017947723815222,5,9,0.0,0.0
24.0,-105.0,2.595834375461271,59.999999808977215,11.999999926612494,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,10.431462,36,stalled,890.0,0.06793376042423321,False,-0.001275,0.11385089665212503,0.22881618745168816,1.0049354671881279,-4.377221451057551,4,12,0.0,0.0
24.0,-102.0,2.6160308700813344,59.99999999381085,11.999999979822537,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,10.572291,36,stalled,876.6,0.07104999148896189,False,-0.002835,0.18322342987994372,0.1765334869554198,1.649235417379056,-3.431821364671685,3,12,0.0,0.0
24.0,-99.0,2.467172512119013,59.99999970401122,11.999999946304499,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,7.535357,36,stalled,819.3,0.0687800050921777,False,-0.001769,0.08180950586783668,0.4087874017849023,1.2794269461280747,-4.251289808099451,4,12,0.0,0.0
24.0,-15.0,3.016074333318059,59.99999998944962,11.855269700987606,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,8.951219,36,stalled,749.0,0.03302595993035369,False,-0.000850,0.19226992092244025,0.2565662151143667,1.6109632384509265,-3.054653780323424,4,12,0.0,0.0
24.0,-12.0,2.6078035763110123,59.99999998590251,11.975356539296516,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,12.362069,36,stalled,794.8,0.06655257184436411,False,-0.002259,0.37644297269016974,0.36378963661961455,1.5385577096505119,-2.6752376893711673,4,12,0.0,0.0
24.0,-9.0,2.4144285602662268,59.999999993906066,11.999999998028885,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.626921,36,stalled,718.0,0.12196417131994902,False,-0.003246,0.47414240895891197,0.18200769293465868,1.3877103235589208,-3.362600384945309,4,12,0.0,0.0
24.0,-6.0,2.5134519580314225,59.99999954742222,11.9999999695175,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,20.008919,39,stalled,865.0,0.12588247107909117,False,-0.001544,0.9862968564739488,0.2539018268179214,2.1261143123185384,-1.9270311576519954,3,15,0.0,0.0
24.0,-3.0,2.4898286714486124,59.999997328972945,11.999999776869338,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,19.853645,42,stalled,1055.9,0.11163819278694222,False,-0.004472,0.7001351766111967,0.32885576765257635,1.5314216128704046,-2.93718947836107,3,18,0.0,0.0
24.0,0.0,2.5189804064096313,59.999999877438896,11.999999993309443,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,20.874647,36,stalled,732.5,0.11711443193977289,False,-0.002116,0.8859791310142884,0.19878957862409602,1.3436623023854826,-3.52746117212814,4,12,0.0,0.0
24.0,3.0,2.2630691883319685,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,21.942816,42,stalled,1016.0,0.13732642793057392,False,-0.000543,1.4624414778212598,0.3512708223713778,1.4021218216886113,-2.9469562543067718,4,18,0.0,0.0
24.0,6.0,2.306534842489336,59.999999946941124,11.999999881844456,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,20.670248,42,stalled,1027.7,0.10321406127872755,False,-0.004172,1.1337566716071854,0.15609243473047482,1.476898999536943,-2.7188301641162584,4,18,0.0,0.0
24.0,9.0,2.3040548485522536,59.99999997268812,11.853247583797001,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,18.242796,42,stalled,1014.9,0.10584682734931544,False,-0.003824,1.119344100492821,0.21205490561115936,1.4078225819772445,-2.7377246291191435,4,18,0.0,0.0
24.0,12.0,2.366422826423995,59.99999996979956,11.999999987184964,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.109012,42,stalled,1038.2,0.1122932299494776,False,-0.003564,0.40199555210307897,0.17778497718015754,1.1999015251435565,-3.6822811466895553,3,18,0.0,0.0
24.0,15.0,2.2271118304356454,59.99999998145848,11.999999992368213,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,16.424811,42,stalled,1027.6,0.1154089832759674,False,-0.001123,0.6010396236201344,0.21882772010692017,1.3133686315189705,-3.417567291440004,4,18,0.0,0.0
24.0,18.0,2.4352006316602037,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,14.902817,36,stalled,715.5,0.11018742279836459,False,-0.001017,0.420028004908341,0.3165579714653794,1.6393930004096846,-2.9146269626932915,4,12,0.0,0.0
24.0,21.0,2.5525224986027837,59.999999992447634,11.881014375684684,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,14.059020,36,stalled,711.8,0.10582941400475511,False,-0.002045,0.37583889526906317,0.25839202344626006,1.7466527055794256,-2.744055020210836,4,12,0.0,0.0
24.0,24.0,2.5667279677482697,59.999999076892614,11.999999883877717,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,14.346840,36,stalled,721.3,0.0961029220870589,False,-0.001447,0.42141757721284767,0.2761845299766788,1.3607784110747934,-3.2388683113729404,4,12,0.0,0.0
24.0,27.0,2.4777537958304,59.99999991155099,11.999999917906386,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,13.461586,36,stalled,705.5,0.08934548244440275,False,-0.001050,0.3187598311330849,0.2422333402030507,1.3045747637000473,-3.4903627512673907,4,12,0.0,0.0
24.0,30.0,2.71623431475491,59.999999977621066,11.163874478975726,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,14.622372,36,stalled,396.3,0.0881387695850563,False,-0.001408,0.504800837491175,0.25698551222676025,1.5902878554254272,-2.8458269159829785,4,12,0.0,0.0
24.0,33.0,2.6122020802179393,59.99999996299409,11.99999996364947,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.288135,36,stalled,721.5,0.09154024418863223,False,-0.001137,0.6191805840583215,0.35325593393260835,1.574363525671046,-2.885748824570682,4,12,0.0,0.0
24.0,39.0,3.1695347777068514,59.999999512146935,11.999999952132912,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,11.888604,36,stalled,701.1,0.04631282518846312,False,-0.000574,0.2930394823100235,0.16996308157418033,0.9850837016706737,-3.5032894608899987,4,12,0.0,0.0
24.0,42.0,2.760857641216496,59.99999965984329,11.999999999592244,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.891964,36,stalled,724.2,0.08058248234677436,False,-0.001110,0.6125815323859704,0.14178645865727427,1.7038546871441005,-2.612902555333012,4,12,0.0,0.0
24.0,45.0,2.5425556380882735,59.99999996320903,11.999999996111049,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,16.689045,39,stalled,864.4,0.07389137544394196,False,-0.001269,1.575938994026686,0.20921580720382071,1.5718216004701322,-2.51129769439941,4,15,0.0,0.0
24.0,48.0,2.5920320889877706,59.999979582091456,11.999999954046704,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.770803,36,stalled,730.2,0.0723620323542615,False,-0.000714,0.6333795386741214,0.2940836147026108,1.6305565166302862,-2.6855227054645345,4,12,0.0,0.0
24.0,51.0,2.9765208233415823,59.999999874948706,11.999999966671371,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,9.775789,36,stalled,705.4,0.04408462100392003,False,-0.000829,0.23596654087576727,0.4555129097823898,1.7544016531780318,-2.78162833558759,4,12,0.0,0.0
24.0,54.0,2.965408270655387,59.99999993781123,11.999999998600556,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,7.785589,36,stalled,701.9,0.03279756596914228,False,-0.000948,0.15381080251145485,0.8164520122870887,3.069662588979806,0.4616119308758915,4,12,0.0,0.0
24.0,57.0,3.30086607794727,59.99999992242207,11.999999908077463,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,8.597653,36,stalled,1042.9,0.028380106286396103,False,-0.001797,0.16462940242894203,0.304203381124287,1.210071615291579,-3.6342364197072365,4,12,0.0,0.0
24.0,69.0,2.4929536302802693,59.99999903235074,11.999999850783434,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,7.870435,39,stalled,989.1,0.06781100711796671,False,-0.001794,0.2863163649523581,0.4216866311220668,4.042989221114507,3.679998982809626,3,15,0.0,0.0
24.0,72.0,2.3095700059232525,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,9.891729,39,stalled,1112.9,0.061525414015221914,False,0.001158,1.0671117317445016,0.35753369615878844,6.321835877038292,16.603469085311136,4,15,0.0,0.0
24.0,75.0,2.372939800655774,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,9.869137,33,stalled,746.5,0.07962419428705692,False,-0.000877,1.0031205014557203,0.20511603471308007,7.05229091538017,21.751537927803604,3,9,0.0,0.0
24.0,78.0,2.107741759931184,56.75901312798773,11.999999992747574,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,9.627515,33,stalled,539.9,0.08386250290270011,False,-0.000810,0.493500238826156,-0.24148358044242413,1.9203857096454642,-1.816167878763007,4,9,0.0,0.0
24.0,81.0,2.393515679932181,50.030166566410415,11.999999843503968,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,8.715199,33,stalled,547.0,0.073081792198194,False,-0.001268,0.7303561455970732,0.24976370942632165,6.297903574530635,16.62389228806096,3,9,0.0,0.0
24.0,84.0,2.2435289327440486,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,9.070253,33,stalled,741.9,0.0796155571966088,False,-0.002529,1.555126536988752,0.4986716648311045,7.211293635549467,23.260248924576068,1,9,0.0,0.0
24.0,87.0,1.9958837579484532,52.616168780086944,11.414163059164329,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,8.442049,33,stalled,586.0,0.08992488350073459,False,0.001749,1.1174218908216935,-0.24449488046672213,4.391242462980439,6.447003322718796,5,9,0.0,0.0
24.0,90.0,1.9136582360189438,45.61882666531442,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,7.721701,33,stalled,498.9,0.12479351787867858,False,-0.002495,0.5276400279898222,-0.4212893644098871,1.9853332627396651,-2.4961674551255033,4,9,0.0,0.0
24.0,93.0,1.9958837579484532,52.616168780086944,11.414163059164329,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,7.426706,33,stalled,644.8,0.12876291837413434,False,-0.001818,1.082453516740263,0.18969607744280823,4.86761837654107,8.657430980437343,2,9,0.0,0.0
24.0,96.0,1.9958837579484532,52.616168780086944,11.414163059164329,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,7.869959,33,stalled,642.0,0.12118801756009658,False,-0.004317,2.332407451541951,0.9862254865295355,13.023070804025185,82.52649792387119,3,9,0.0,0.0
24.0,99.0,2.004831119007025,59.99999996378691,11.999999997276397,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,9.800002,33,stalled,642.2,0.09488164305179402,False,-0.000818,0.09780926734875776,0.2468837690466212,1.6346080155750156,-3.9677299535087873,4,9,0.0,0.0
24.0,102.0,2.1206325588408657,59.99999985290451,11.999999995047045,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,9.320725,33,stalled,598.4,0.09460483978129783,False,-0.002806,0.092241718442211,0.9194846679946941,2.900044453349771,-0.6728053421637388,4,9,0.0,0.0
24.0,105.0,1.8851026332304235,59.999994867088986,11.9999999919069,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,9.504879,33,stalled,600.2,0.11465243584530123,False,-0.000854,0.15785502082869246,0.07399497934561837,2.2831776656977607,-2.0564845036887376,3,9,0.0,0.0
24.0,108.0,1.9958837579484532,52.616168780086944,11.414163059164329,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,9.896503,33,stalled,429.4,0.14129680158281419,False,0.003237,5.03410677005073,5.055601366547878,31.03561244286843,491.36219468716394,2,9,0.0,0.0
24.0,111.0,1.9958837579484532,52.616168780086944,11.414163059164329,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,10.023465,33,stalled,551.3,0.12876280235109258,False,-0.002844,1.7286552820430081,1.2235292387784615,10.33481618587436,51.06610649899353,3,9,0.0,0.0
24.0,114.0,1.807968025112778,42.91524180449237,11.999999974128848,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,9.967691,39,stalled,868.1,0.14538743245574764,False,-0.005494,1.217029536403622,0.5275498814340251,9.187782698292327,38.57226886889827,2,15,0.0,0.0
24.0,117.0,1.7252828176574275,59.99999288389381,11.999855491116342,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,8.520741,39,stalled,846.5,0.15007553082488745,False,-0.003545,0.9260471213129268,-0.006195947973978974,2.2884413211143966,-0.9853532693859006,3,15,0.0,0.0
27.0,-114.0,2.440685433048436,59.99999991147137,11.999999918960551,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,8.078257,36,stalled,762.6,0.044454475951229734,False,-0.000203,0.11453481876788373,0.44169553640560655,2.031643184921265,-2.364825041764224,4,12,0.0,0.0
27.0,-108.0,3.267484049606265,59.999999809543056,11.999999957834458,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,11.583982,36,stalled,875.8,0.03847361764952247,False,-0.001044,0.4099018055203185,0.38831408925500394,1.5307615791601068,-2.507718420400689,4,12,0.0,0.0
27.0,-105.0,2.617746767026862,59.999999946070446,11.33260504855195,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,13.280427,36,stalled,1008.2,0.06029048187130952,False,-0.002348,0.3716350152717513,1.7479748323913264,9.569724459025027,42.93941599835448,4,12,0.0,0.0
27.0,-102.0,3.002681910847205,59.99999994613108,11.999999939991781,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,10.473019,36,stalled,839.7,0.04380198046242393,False,-0.001913,0.31550239941432523,0.46716937942326114,1.4589929654214904,-2.6418474362757007,4,12,0.0,0.0
27.0,-99.0,2.5423515336331453,59.999999990521694,11.999999998258863,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,8.056726,36,stalled,769.7,0.06053218650409819,False,-0.000855,0.10829308430138422,0.2190250213204872,1.2819608336233927,-4.295409895934964,4,12,0.0,0.0
27.0,-81.0,2.2525688006355016,59.99999912794193,11.999999131040497,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,7.839489,36,stalled,824.2,0.06780524299053063,False,-0.000195,0.08648486678964806,0.11731406877533937,1.1696533453849893,-4.445440064323973,4,12,0.0,0.0
27.0,-12.0,2.5827803514544607,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,8.863069,36,stalled,765.0,0.042046592460180825,False,0.000201,0.1605854536055778,1.0060845380777739,3.3887874073007254,1.7967141405080718,4,12,0.0,0.0
27.0,-9.0,2.447509431628213,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,11.544658,39,stalled,1226.2,0.06786728710627792,False,-0.000864,0.25056386589708224,0.3137681590180472,1.1829916079246179,-3.3366358097908098,4,15,0.0,0.0
27.0,-6.0,2.6129106939760853,59.99999998100709,11.99999999775739,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,17.009662,36,stalled,817.6,0.11305624022757042,False,-0.002692,0.5997672025240972,0.1822997673994915,1.5139661585258621,-3.2045498424321854,4,12,0.0,0.0
27.0,-3.0,2.5780217185281256,59.999999938104686,11.999999911326508,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,19.774167,36,stalled,768.6,0.07795632501151367,False,-0.000958,0.9206530160473924,0.20855957442930026,1.4089641956272025,-2.9678918335242317,4,12,0.0,0.0
27.0,0.0,2.6174812011588897,59.99999998291128,11.99999999143268,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,22.114429,39,stalled,937.1,0.08777575321638136,False,-0.001652,0.9638460728330777,-0.19883863778800642,1.542219684109643,-4.470569250359542,3,15,0.0,0.0
27.0,3.0,2.577022003418305,59.99999990209538,11.99999999693695,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,20.893131,42,stalled,1192.9,0.08865090357229362,False,-0.003645,0.7915029623280034,-0.014130749600218977,1.4263787114686381,-5.442982743572841,3,18,0.0,0.0
27.0,6.0,2.37918897932457,59.999999977845555,11.999999995653436,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,18.776972,42,stalled,1207.0,0.1143859167813111,False,-0.003091,0.8696930991936839,-0.04339466135659898,1.4681134919139498,-5.388313648501882,4,18,0.0,0.0
27.0,9.0,2.479304288696691,59.999999936290486,11.99999999238576,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,18.028758,36,stalled,827.9,0.11479847925045672,False,-0.002251,0.500914836503356,0.10962827757535644,1.1971483467807047,-5.731235724178897,4,12,0.0,0.0
27.0,12.0,2.525362316358764,59.99999999019627,11.921283101565468,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.500738,36,stalled,793.3,0.11200704747919028,False,-0.002260,0.359065995651781,-0.006106849168750921,1.2136471600630179,-5.259773588491218,4,12,0.0,0.0
27.0,15.0,2.534433416982505,59.9999999883665,11.999999971030537,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,14.188662,36,stalled,811.1,0.10278028457997321,False,-0.001952,0.27720740147494605,0.018058191434878124,1.00946254069449,-5.670344993003469,4,12,0.0,0.0
27.0,18.0,2.4952697116965963,59.9999999909793,11.449065014646225,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,13.145615,36,stalled,753.0,0.08956156372616043,False,-0.003163,0.2762046541000593,0.15594213786755068,1.1501418043977236,-4.922246046197605,4,12,0.0,0.0
27.0,21.0,2.6758390088714346,59.99999965242164,11.999999986242035,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,12.954630,36,stalled,803.9,0.09229010883819865,False,-0.005356,0.2967590995238263,-0.08730366254988176,1.1270406615362913,-5.504167747897987,4,12,0.0,0.0
27.0,24.0,2.667914374881437,59.999999960132016,11.99999999990887,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,12.825733,36,stalled,804.8,0.09409247185992067,False,-0.002512,0.26776636520655017,0.13391530214168743,1.0719942154997582,-5.562152230328948,4,12,0.0,0.0
27.0,27.0,2.7406181652617367,59.99999985166812,11.999999982234643,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,12.098272,36,stalled,794.6,0.09084947649677269,False,-0.003340,0.20898238355312954,0.08390864370119694,1.0720915145362997,-5.362260490394976,4,12,0.0,0.0
27.0,30.0,2.723908145991323,59.99999973333305,11.999999997700552,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,11.919724,36,stalled,796.9,0.09361456741819318,False,-0.002362,0.22651176996891692,0.07394747276210009,1.3026659094381827,-4.750260962139156,4,12,0.0,0.0
27.0,33.0,2.600434895549107,59.99999999687156,11.999999973798804,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,12.920345,36,stalled,764.1,0.09289296461566277,False,-0.000338,0.32176393485551913,0.1417534624973802,1.4955105323710232,-5.328148234980705,4,12,0.0,0.0
27.0,36.0,3.345324958852773,59.99999869581848,11.999999926029396,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,9.522009,36,stalled,627.2,0.029978051106459052,False,-0.000912,0.24423607824987387,0.10716785451872769,1.6459611616364511,-3.4557382421444367,4,12,0.0,0.0
27.0,39.0,2.5655580548952437,59.9999999171006,10.838090948893207,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,13.810764,36,stalled,734.6,0.09193866868451561,False,-0.004155,0.41906599477801526,0.31937478959119875,2.3224734721115583,-1.8156583952292706,4,12,0.0,0.0
27.0,42.0,2.362076315963425,59.999999908675186,11.999999986897036,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.829418,42,stalled,1049.8,0.09927267805457107,False,-0.002053,0.4792420157095624,0.15997897140102366,1.3672183946972343,-3.571469024954505,4,18,0.0,0.0
27.0,45.0,2.5539072381437786,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,16.189276,39,stalled,908.8,0.09264751560457671,False,-0.001452,0.5162806205187005,0.31520827727049955,1.1636637334704814,-3.5413237353652485,3,15,0.0,0.0
27.0,48.0,2.831489945243191,59.9999999629339,11.999999997089501,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,14.061161,36,stalled,718.9,0.08284117740690766,False,-0.001676,0.4803483087334991,0.3908551880428542,1.651834793358315,-2.9856804624564983,4,12,0.0,0.0
27.0,54.0,3.6682895655826537,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,10.581584,36,stalled,725.0,0.026494283289253625,False,-0.001764,0.25158769748852466,0.38584437960004997,1.379209491131092,-2.9611213393721414,4,12,0.0,0.0
27.0,57.0,3.0324767412310085,59.999999953657635,11.999999984699693,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,8.328481,36,stalled,713.7,0.03479002357366263,False,-0.001198,0.14015738131037556,0.32472889242246605,1.1514243512395081,-3.579359383402722,4,12,0.0,0.0
27.0,60.0,3.083798596785176,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,12.561676,36,stalled,718.2,0.043253970800725454,False,-0.000446,0.36099521330857826,0.332752475745861,1.4964367175117286,-2.8854060255143077,4,12,0.0,0.0
27.0,63.0,2.8253217503565113,59.99999994415618,11.999999974611745,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,12.096628,36,stalled,724.5,0.05134663780594216,False,-0.000807,0.30269027910928514,0.31056286150646484,1.4622634421468776,-3.1931088302299613,4,12,0.0,0.0
27.0,66.0,2.550563732713214,59.99999970977099,11.999999958271124,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,10.655936,36,stalled,709.1,0.058474940123306854,False,-0.000803,0.15349122053961553,0.2108340027185082,1.1895862842565486,-4.120204615548502,4,12,0.0,0.0
27.0,69.0,2.880409079528911,59.999999981817346,11.99999977752638,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,10.375930,36,stalled,718.7,0.05296252909261274,False,-0.002283,0.23504428006366423,0.19060336248924944,1.306450069705577,-3.621727568644604,4,12,0.0,0.0
27.0,72.0,2.6222413490803262,59.999999586549976,11.999999681333186,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,11.402843,42,stalled,1089.2,0.06262971375204514,False,-0.001242,0.41706008907139813,0.23421449759493604,2.367051768735544,-1.4822451606452327,3,18,0.0,0.0
27.0,75.0,2.2629984103687577,59.999999739797474,11.999999961646832,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,10.721432,42,stalled,1095.8,0.0848819589310999,False,-0.001649,0.8640362443384267,0.5595889093041203,3.671326747847588,3.2576725113222444,3,18,0.0,0.0
27.0,78.0,1.9958837579484532,52.616168780086944,11.414163059164329,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,9.741488,33,stalled,593.3,0.08997232534999602,False,0.001242,1.1490720617537857,0.5383929561262115,8.314817825795513,31.536660335511527,3,9,0.0,0.0
27.0,81.0,1.8644982526392502,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,9.388963,33,stalled,590.6,0.0946893644108747,False,0.000473,0.7613758838243031,-0.3396394387762248,2.809489863518606,0.7436211679352773,2,9,0.0,0.0
