lat,lon,standard_best_combined_lcow_usd_m3,standard_hydrogel_thickness_mm,simplified_best_combined_lcow_usd_m3,simplified_hydrogel_thickness_mm,lcow_reduction_frac,optimal_design_changed
3.0,114.0,4.103954213101387,1.6540516596989654,4.085395322971582,1.6540516596989654,0.004522197170367543,False
3.0,117.0,4.195322579291181,1.836812888833298,4.174541153197317,1.836812888833298,0.004953475138346976,False
6.0,-75.0,4.1470659413175355,2.1371283001028876,4.123688087272548,2.1371283001028876,0.005637203356732829,False
6.0,-72.0,4.425425424436564,2.458166772474952,4.397386961911792,2.458166772474952,0.006335766584145212,False
6.0,-69.0,4.301562861470871,2.5109669153492717,4.273828064029708,2.5109669153492717,0.00644760946994039,False
6.0,-66.0,4.390425789702487,2.532095896717907,4.361922569854871,2.532095896717907,0.006492131108210298,False
6.0,-63.0,4.017189389590137,2.5967630156261436,3.9905651895851424,2.5967630156261436,0.006627569034705422,False
6.0,-60.0,3.7141741891236504,2.2035769586147103,3.6926896883889544,2.2035769586147103,0.00578446234363747,False
6.0,-9.0,4.320786188262931,1.6540516596989654,4.299753843940884,1.9958837579484532,0.00486771235734345,True
6.0,-6.0,4.2302453773609505,1.9958837579484532,4.207743014234887,1.9958837579484532,0.005319399022687862,False
6.0,-3.0,4.193460464881441,1.9958837579484532,4.17115377538287,1.9958837579484532,0.005319399022687885,False
6.0,0.0,4.142942358721724,2.2035769586147103,4.118977664655838,2.2035769586147103,0.005784462343637364,False
6.0,6.0,4.347112688322453,1.9958837579484532,4.323988661336677,1.9958837579484532,0.005319399022687853,False
6.0,9.0,4.583728986987429,2.1553175412249423,4.5577041564929495,2.1553175412249423,0.005677654714831698,False
6.0,12.0,4.9156966841813015,2.4822312881576973,4.884300891759843,2.4822312881576973,0.006386844925255385,False
6.0,15.0,5.177109851555573,2.4038377519353196,5.144909244447691,2.4038377519353196,0.006219803718904531,False
6.0,18.0,4.991619442506963,2.7361330551372056,4.95710087488991,2.7361330551372056,0.0069153043445387115,False
6.0,21.0,4.952252102562631,2.913214041459754,4.916234796563881,2.913214041459754,0.007272914474631105,False
6.0,24.0,5.5241114891274625,2.966033553609067,5.483355166669468,2.966033553609067,0.007377896434243045,False
6.0,27.0,5.53366785141271,2.7730063414775863,5.494984767343303,2.7730063414775863,0.00699049619675507,False
6.0,30.0,5.530617093568988,2.929033676522177,5.490219048777844,2.929033676522177,0.007304437119344018,False
6.0,33.0,5.583163063349408,3.603685376664298,5.535216842633995,3.603685376664298,0.008587644704514508,False
6.0,36.0,4.743198812657343,3.180228013275724,4.70622121037563,3.180228013275724,0.007795920799911891,False
6.0,39.0,4.610014549595146,2.9053326801859023,4.576558825012024,2.9053326801859023,0.007257184163563999,False
