mof,isotherm_file,h_ads_j_per_kg,h_des_j_per_kg,m_ads_kg_m2,g_conv_m_s,price_usd_per_kg
MIL-100_Fe,MIL-100_Fe__MOF_Isotherm_303K.csv,2700000,2700000,0.30,0.0085,150.0
