water_price_usd_per_m3,hydrogel_lifetime_years,daily_yield_kg_m2,thermal_efficiency,n_cycles_per_day,lcow_usd_per_m3,npv_usd_per_m2,payback_years_simple,payback_years_discounted
16.428571428571427,1.7857142857142856,21.497021836022054,0.0016638301493752347,10.0,19.677878422301514,-2252.8587600146784,13.240991101598848,inf
18.142857142857142,1.7857142857142856,21.497021836022054,0.0016638301493752347,10.0,19.677878422301514,-1064.2842129648689,11.183941089658425,29.24969587830913
19.857142857142858,1.7857142857142856,21.497021836022054,0.0016638301493752347,10.0,19.677878422301514,124.29033408493706,9.680093245265994,19.34777393367503
21.57142857142857,1.7857142857142856,21.497021836022054,0.0016638301493752347,10.0,19.677878422301514,1312.8648811347412,8.53273908954367,14.91212589874506
23.285714285714285,1.7857142857142856,21.497021836022054,0.0016638301493752347,10.0,19.677878422301514,2501.439428184549,7.6285487211666645,12.244334715717704
25.0,1.7857142857142856,21.497021836022054,0.0016638301493752347,10.0,19.677878422301514,3690.0139752343566,6.897626623133578,10.427851640354415
1.0,1.8928571428571428,21.497021836022054,0.0016638301493752347,10.0,19.672878982649795,-12946.563396209818,inf,inf
2.7142857142857144,1.8928571428571428,21.497021836022054,0.0016638301493752347,10.0,19.672878982649795,-11757.988849160012,inf,inf
4.428571428571429,1.8928571428571428,21.497021836022054,0.0016638301493752347,10.0,19.672878982649795,-10569.414302110206,inf,inf
6.142857142857142,1.8928571428571428,21.497021836022054,0.0016638301493752347,10.0,19.672878982649795,-9380.8397550604,inf,inf
7.857142857142857,1.8928571428571428,21.497021836022054,0.0016638301493752347,10.0,19.672878982649795,-8192.265208010595,163.68750648924603,inf
9.571428571428571,1.8928571428571428,21.497021836022054,0.0016638301493752347,10.0,19.672878982649795,-7003.690660960787,49.999817510468205,inf
11.285714285714285,1.8928571428571428,21.497021836022054,0.0016638301493752347,10.0,19.672878982649795,-5815.116113910982,29.50640715870856,inf
13.0,1.8928571428571428,21.497021836022054,0.0016638301493752347,10.0,19.672878982649795,-4626.541566861175,20.928463883202504,inf
14.714285714285714,1.8928571428571428,21.497021836022054,0.0016638301493752347,10.0,19.672878982649795,-3437.967019811369,16.21463329434451,inf
16.428571428571427,1.8928571428571428,21.497021836022054,0.0016638301493752347,10.0,19.672878982649795,-2249.392472761565,13.23389245255764,inf
18.142857142857142,1.8928571428571428,21.497021836022054,0.0016638301493752347,10.0,19.672878982649795,-1060.8179257117563,11.17887630911592,29.199786745301584
