water_price_usd_per_m3,t_wh_in_c,daily_yield_kg_m2,thermal_efficiency,n_cycles_per_day,lcow_usd_per_m3,npv_usd_per_m2,payback_years_simple,payback_years_discounted
23.285714285714285,56.857142857142854,19.391815904049242,0.0013727390535881645,6.0,36.48511763084576,-4953.235218897659,22.746014074502217,inf
25.0,56.857142857142854,19.391815904049242,0.0013727390535881645,6.0,36.48511763084576,-4309.928839611022,19.424238914761368,inf
1.0,58.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,-12998.1450517621,inf,inf
2.7142857142857144,58.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,-11809.570504712294,inf,inf
4.428571428571429,58.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,-10620.995957662486,inf,inf
6.142857142857142,58.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,-9432.42141061268,inf,inf
7.857142857142857,58.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,-8243.846863562874,181.60794875094538,inf
9.571428571428571,58.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,-7055.272316513068,51.55373107723085,inf
11.285714285714285,58.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,-5866.697769463262,30.04075681947439,inf
13.0,58.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,-4678.1232224134565,21.195879728356715,inf
14.714285714285714,58.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,-3489.5486753636496,16.374691742416193,inf
16.428571428571427,58.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,-2300.9741283138455,13.340319538409775,inf
18.142857142857142,58.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,-1112.399581264037,11.254722061290046,29.968018380670944
19.857142857142858,58.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,76.17496578576902,9.733073791493199,19.594220530394484
21.57142857142857,58.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,1264.749512835575,8.573877986202955,15.04756761916531
23.285714285714285,58.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,2453.324059885379,7.661414031068038,12.332293163315255
25.0,58.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,3641.8986069351868,6.924484644383018,10.490293255479605
