h_des_j_per_kg,salt_formula_weight_g_mol,hydrogel_lifetime_years,daily_yield_kg_m2,thermal_efficiency,lcow_usd_per_m3,capex_usd_per_m3,opex_usd_per_m3
2500000.0,38.75,0.875,1.5566404628159558,0.19831304827164714,17.17139756095643,9.463064328605336,7.708333232351094
2500000.0,38.75,1.25,1.5566404628159558,0.19831304827164714,15.137626872764367,9.463064328605336,5.674562544159032
2500000.0,38.75,1.625,1.5566404628159558,0.19831304827164714,14.042519579122489,9.463064328605336,4.579455250517153
2500000.0,38.75,2.0,1.5566404628159558,0.19831304827164714,13.358077520596316,9.463064328605336,3.895013191990979
2500000.0,42.5,0.5,1.5566404628104016,0.19831304827093954,22.255824281515988,9.463064328639101,12.792759952876889
2500000.0,42.5,0.875,1.5566404628104016,0.19831304827093954,17.171397561017695,9.463064328639101,7.708333232378596
2500000.0,42.5,1.25,1.5566404628104016,0.19831304827093954,15.137626872818377,9.463064328639101,5.674562544179279
2500000.0,42.5,1.625,1.5566404628104016,0.19831304827093954,14.042519579172593,9.463064328639101,4.579455250533493
2500000.0,42.5,2.0,1.5566404628104016,0.19831304827093954,13.358077520643977,9.463064328639101,3.8950131920048765
2500000.0,46.25,0.5,1.5566404628159558,0.19831304827164714,22.25582428143658,9.463064328605336,12.792759952831245
2500000.0,46.25,0.875,1.5566404628159558,0.19831304827164714,17.17139756095643,9.463064328605336,7.708333232351094
2500000.0,46.25,1.25,1.5566404628159558,0.19831304827164714,15.137626872764367,9.463064328605336,5.674562544159032
2500000.0,46.25,1.625,1.5566404628159558,0.19831304827164714,14.042519579122489,9.463064328605336,4.579455250517153
2500000.0,46.25,2.0,1.5566404628159558,0.19831304827164714,13.358077520596316,9.463064328605336,3.895013191990979
2500000.0,50.0,0.5,1.5566405022240168,0.19831305329215954,22.25582371800599,9.463064089037486,12.7927596289685
2500000.0,50.0,0.875,1.5566405022240168,0.19831305329215954,17.171397126243672,9.463064089037486,7.708333037206186
2500000.0,50.0,1.25,1.5566405022240168,0.19831305329215954,15.137626489538746,9.463064089037486,5.6745624005012605
2500000.0,50.0,1.625,1.5566405022240168,0.19831305329215954,14.04251922362071,9.463064089037486,4.579455134583222
2500000.0,50.0,2.0,1.5566405022240168,0.19831305329215954,13.358077182421937,9.463064089037486,3.89501309338445
2850000.0,35.0,0.5,1.4766657395829021,0.18812441992240234,23.461177216916603,9.975574322523407,13.485602894393196
2850000.0,35.0,0.875,1.4766657395829021,0.18812441992240234,18.101383087201665,9.975574322523407,8.125808764678258
2850000.0,35.0,1.25,1.4766657395829021,0.18812441992240234,15.95746543531569,9.975574322523407,5.981891112792284
2850000.0,35.0,1.625,1.4766657395829021,0.18812441992240234,14.80304823814632,9.975574322523407,4.827473915622913
2850000.0,35.0,2.0,1.4766657395829021,0.18812441992240234,14.081537489915464,9.975574322523407,4.105963167392056
2850000.0,38.75,0.5,1.4766657013137354,0.18812441504698296,23.46117782493486,9.975574581049708,13.485603243885157
2850000.0,38.75,0.875,1.4766657013137354,0.18812441504698296,18.101383556315866,9.975574581049708,8.12580897526616
2850000.0,38.75,1.25,1.4766657013137354,0.18812441504698296,15.957465848868269,9.975574581049708,5.981891267818565
2850000.0,38.75,1.625,1.4766657013137354,0.18812441504698296,14.803048621781103,9.975574581049708,4.827474040731396
2850000.0,38.75,2.0,1.4766657013137354,0.18812441504698296,14.081537854851623,9.975574581049708,4.105963273801916
2850000.0,42.5,0.5,1.4766657014631333,0.18812441506601596,23.461177822561233,9.975574580040451,13.485603242520781
2850000.0,42.5,0.875,1.4766657014631333,0.18812441506601596,18.101383554484503,9.975574580040451,8.125808974444054
2850000.0,42.5,1.25,1.4766657014631333,0.18812441506601596,15.95746584725381,9.975574580040451,5.98189126721336
2850000.0,42.5,1.625,1.4766657014631333,0.18812441506601596,14.80304862028344,9.975574580040451,4.827474040242987
2850000.0,42.5,2.0,1.4766657014631333,0.18812441506601596,14.081537853426957,9.975574580040451,4.105963273386505
2850000.0,46.25,0.5,1.4766657013137354,0.18812441504698296,23.46117782493486,9.975574581049708,13.485603243885157
2850000.0,46.25,0.875,1.4766657013137354,0.18812441504698296,18.101383556315866,9.975574581049708,8.12580897526616
2850000.0,46.25,1.25,1.4766657013137354,0.18812441504698296,15.957465848868269,9.975574581049708,5.981891267818565
2850000.0,46.25,1.625,1.4766657013137354,0.18812441504698296,14.803048621781103,9.975574581049708,4.827474040731396
2850000.0,46.25,2.0,1.4766657013137354,0.18812441504698296,14.081537854851623,9.975574581049708,4.105963273801916
2850000.0,50.0,0.5,1.4766657395829021,0.18812441992240234,23.461177216916603,9.975574322523407,13.485602894393196
2850000.0,50.0,0.875,1.4766657395829021,0.18812441992240234,18.101383087201665,9.975574322523407,8.125808764678258
2850000.0,50.0,1.25,1.4766657395829021,0.18812441992240234,15.95746543531569,9.975574322523407,5.981891112792284
2850000.0,50.0,1.625,1.4766657395829021,0.18812441992240234,14.80304823814632,9.975574322523407,4.827473915622913
2850000.0,50.0,2.0,1.4766657395829021,0.18812441992240234,14.081537489915464,9.975574322523407,4.105963167392056
3200000.0,35.0,0.5,1.403771960707976,0.17883789048028856,24.679447640265945,10.493576767187205,14.185870873078738
3200000.0,35.0,0.875,1.403771960707976,0.17883789048028856,19.041335052653466,10.493576767187205,8.547758285466262
3200000.0,35.0,1.25,1.403771960707976,0.17883789048028856,16.786090017608476,10.493576767187205,6.292513250421271
3200000.0,35.0,1.625,1.403771960707976,0.17883789048028856,15.571727306430404,10.493576767187205,5.0781505392431985
3200000.0,35.0,2.0,1.403771960707976,0.17883789048028856,14.81275061194411,10.493576767187205,4.319173844756903
3200000.0,38.75,0.5,1.4037719237783393,0.17883788577552273,24.679448289518874,10.493577043246281,14.185871246272594
3200000.0,38.75,0.875,1.4037719237783393,0.17883788577552273,19.041335553582122,10.493577043246281,8.547758510335845
3200000.0,38.75,1.25,1.4037719237783393,0.17883788577552273,16.786090459207426,10.493577043246281,6.292513415961146
3200000.0,38.75,1.625,1.4037719237783393,0.17883788577552273,15.571727716082588,10.493577043246281,5.0781506728363075
3200000.0,38.75,2.0,1.4037719237783393,0.17883788577552273,14.812751001629564,10.493577043246281,4.319173958383283
3200000.0,42.5,0.5,1.4037719237569048,0.17883788577279203,24.679448289895717,10.493577043406512,14.185871246489205
3200000.0,42.5,0.875,1.4037719237569048,0.17883788577279203,19.041335553872873,10.493577043406512,8.547758510466366
3200000.0,42.5,1.25,1.4037719237569048,0.17883788577279203,16.78609045946374,10.493577043406512,6.292513416057228
3200000.0,42.5,1.625,1.4037719237569048,0.17883788577279203,15.571727716320359,10.493577043406512,5.078150672913847
3200000.0,42.5,2.0,1.4037719237569048,0.17883788577279203,14.812751001855746,10.493577043406512,4.319173958449235
3200000.0,46.25,0.5,1.4037719237783393,0.17883788577552273,24.679448289518874,10.493577043246281,14.185871246272594
3200000.0,46.25,0.875,1.4037719237783393,0.17883788577552273,19.041335553582122,10.493577043246281,8.547758510335845
3200000.0,46.25,1.25,1.4037719237783393,0.17883788577552273,16.786090459207426,10.493577043246281,6.292513415961146
3200000.0,46.25,1.625,1.4037719237783393,0.17883788577552273,15.571727716082588,10.493577043246281,5.0781506728363075
3200000.0,46.25,2.0,1.4037719237783393,0.17883788577552273,14.812751001629564,10.493577043246281,4.319173958383283
3200000.0,50.0,0.5,1.403771960707976,0.17883789048028856,24.679447640265945,10.493576767187205,14.185870873078738
3200000.0,50.0,0.875,1.403771960707976,0.17883789048028856,19.041335052653466,10.493576767187205,8.547758285466262
3200000.0,50.0,1.25,1.403771960707976,0.17883789048028856,16.786090017608476,10.493576767187205,6.292513250421271
3200000.0,50.0,1.625,1.403771960707976,0.17883789048028856,15.571727306430404,10.493576767187205,5.0781505392431985
