variable,avg_increase_sensitivity,avg_decrease_sensitivity,max_abs_effect,num_point_sensitivities
mean_rh_frac,1.3568052691635382,1.3568052691635382,1.3568052691635382,1404
mean_solar_w_m2,0.6620697467212309,0.6620697467212309,0.6620697467212309,1404
mean_t_amb_c,0.3387763915161322,0.3387763915161322,0.3387763915161322,1404
