variable,avg_increase_sensitivity,avg_decrease_sensitivity,max_abs_effect,num_point_sensitivities
vapor_gap_mm,0.09707091652392316,0.08693789447554193,0.09707091652392316,701584
hydrogel_thickness_mm,-0.010231173721094371,-0.06835992838339851,0.06835992838339851,701592
fin_area_ratio,0.025094672666760527,0.04426770805587782,0.04426770805587782,701756
