variable,avg_increase_sensitivity,avg_decrease_sensitivity,max_abs_effect,num_point_sensitivities
mean_solar_w_m2,-1.2583738092278836,-1.2583738092278836,1.2583738092278836,1404
mean_rh_frac,-1.0065459184121361,-1.0065459184121361,1.0065459184121361,1404
mean_t_amb_c,-0.38104390725223325,-0.38104390725223325,0.38104390725223325,1404
