variable,avg_increase_sensitivity,avg_decrease_sensitivity,max_abs_effect,num_point_sensitivities
hydrogel_thickness_mm,0.2299357028257816,0.20870998054127848,0.2299357028257816,701800
vapor_gap_mm,-0.04351507133185332,-0.20234659288639703,0.20234659288639703,701792
fin_area_ratio,-0.020753882150146476,-0.05497339982290774,0.05497339982290774,701964
