lat,lon,elev_m
66.0,-162.0,2.0
66.0,-159.0,123.0
66.0,-156.0,62.0
66.0,-153.0,401.0
66.0,-150.0,347.0
66.0,-147.0,323.0
66.0,-144.0,178.0
66.0,-141.0,688.0
66.0,-51.0,1627.0
66.0,-48.0,1762.0
66.0,-45.0,2391.0
66.0,-42.0,2112.0
66.0,-39.0,1512.0
66.0,-18.0,434.0
66.0,-15.0,212.0
66.0,15.0,728.0
66.0,18.0,435.0
66.0,21.0,225.0
66.0,24.0,26.0
66.0,27.0,198.0
66.0,30.0,277.0
69.0,-162.0,415.0
69.0,-159.0,477.0
69.0,-156.0,325.0
69.0,-153.0,256.0
69.0,-150.0,369.0
69.0,-147.0,1374.0
69.0,-144.0,1922.0
69.0,-141.0,795.0
69.0,-51.0,122.0
69.0,-48.0,1427.0
69.0,-45.0,2139.0
69.0,-42.0,2611.0
69.0,-39.0,2900.0
69.0,-36.0,2747.0
69.0,-33.0,1383.0
69.0,-30.0,1617.0
69.0,-27.0,1045.0
69.0,18.0,630.0
69.0,21.0,863.0
69.0,24.0,404.0
69.0,27.0,255.0
72.0,-54.0,1045.0
72.0,-51.0,1722.0
72.0,-48.0,2304.0
72.0,-45.0,2717.0
72.0,-42.0,2970.0
72.0,-39.0,3150.0
72.0,-36.0,3104.0
72.0,-33.0,2823.0
72.0,-30.0,2018.0
72.0,-27.0,1658.0
72.0,-24.0,823.0
-24.0,-51.0,518.0
-24.0,-48.0,7.0
-24.0,15.0,378.0
-24.0,18.0,1172.0
-24.0,21.0,1021.0
-24.0,24.0,1068.0
-24.0,27.0,1024.0
-24.0,30.0,1101.0
-24.0,33.0,45.0
-24.0,45.0,222.0
-24.0,114.0,27.0
-24.0,117.0,391.0
-24.0,120.0,626.0
-24.0,123.0,429.0
-24.0,126.0,441.0
-24.0,129.0,750.0
-24.0,132.0,539.0
-24.0,135.0,265.0
-24.0,138.0,72.0
-24.0,141.0,116.0
-24.0,144.0,204.0
-24.0,147.0,603.0
-24.0,150.0,172.0
-21.0,-69.0,2979.0
-21.0,-66.0,3718.0
-21.0,-63.0,299.0
-21.0,-60.0,143.0
-21.0,-57.0,237.0
-21.0,-54.0,347.0
-21.0,-51.0,402.0
-21.0,-48.0,802.0
-21.0,-45.0,881.0
-21.0,-42.0,604.0
-21.0,15.0,865.0
-21.0,18.0,1661.0
-21.0,21.0,1195.0
-21.0,24.0,959.0
-21.0,27.0,1055.0
-21.0,30.0,574.0
-21.0,33.0,121.0
-21.0,45.0,357.0
-21.0,48.0,18.0
-21.0,117.0,469.0
-21.0,120.0,449.0
-21.0,123.0,241.0
-21.0,126.0,338.0
-21.0,129.0,363.0
-21.0,132.0,615.0
-21.0,135.0,452.0
-21.0,138.0,208.0
-21.0,141.0,291.0
-21.0,144.0,281.0
-21.0,147.0,215.0
-21.0,165.0,0.0
-18.0,-69.0,4671.0
-18.0,-66.0,3821.0
-18.0,-63.0,396.0
-18.0,-60.0,240.0
-18.0,-57.0,90.0
-18.0,-54.0,461.0
-18.0,-51.0,475.0
-18.0,-48.0,695.0
-18.0,-45.0,667.0
-18.0,-42.0,212.0
-18.0,12.0,0.0
-18.0,15.0,1156.0
-18.0,18.0,1185.0
-18.0,21.0,1065.0
-18.0,24.0,919.0
-18.0,27.0,1027.0
-18.0,30.0,1219.0
-18.0,33.0,680.0
-18.0,36.0,0.0
-18.0,45.0,533.0
-18.0,48.0,899.0
-18.0,123.0,160.0
-18.0,126.0,173.0
-18.0,129.0,454.0
-18.0,132.0,247.0
-18.0,135.0,223.0
-18.0,138.0,245.0
-18.0,141.0,47.0
-18.0,144.0,716.0
-15.0,-75.0,0.0
-15.0,-72.0,3586.0
-15.0,-69.0,3809.0
-15.0,-66.0,222.0
-15.0,-63.0,293.0
-15.0,-60.0,223.0
-15.0,-57.0,167.0
-15.0,-54.0,368.0
-15.0,-51.0,526.0
-15.0,-48.0,1236.0
-15.0,-45.0,460.0
-15.0,-42.0,894.0
-15.0,-39.0,40.0
-15.0,15.0,1141.0
-15.0,18.0,1237.0
-15.0,21.0,1110.0
-15.0,24.0,1089.0
-15.0,27.0,996.0
-15.0,30.0,693.0
-15.0,33.0,353.0
-15.0,36.0,519.0
-15.0,39.0,194.0
-15.0,48.0,258.0
-15.0,126.0,600.0
-15.0,129.0,103.0
-15.0,132.0,241.0
-15.0,135.0,146.0
-15.0,144.0,224.0
-12.0,-75.0,4729.0
-12.0,-72.0,3486.0
-12.0,-69.0,219.0
-12.0,-66.0,146.0
-12.0,-63.0,153.0
-12.0,-60.0,582.0
-12.0,-57.0,370.0
-12.0,-54.0,317.0
-12.0,-51.0,219.0
-12.0,-48.0,758.0
-12.0,-45.0,757.0
-12.0,-42.0,1299.0
-12.0,-39.0,49.0
-12.0,15.0,1976.0
-12.0,18.0,1382.0
-12.0,21.0,1197.0
-12.0,24.0,1172.0
-12.0,27.0,1238.0
-12.0,30.0,1224.0
-12.0,33.0,1095.0
-12.0,36.0,761.0
-12.0,39.0,476.0
-9.0,-78.0,343.0
-9.0,-75.0,275.0
-9.0,-72.0,361.0
-9.0,-69.0,172.0
-9.0,-66.0,151.0
-9.0,-63.0,158.0
-9.0,-60.0,182.0
-9.0,-57.0,218.0
-9.0,-54.0,332.0
-9.0,-51.0,220.0
-9.0,-48.0,314.0
-9.0,-45.0,438.0
-9.0,-42.0,670.0
-9.0,-39.0,535.0
-9.0,-36.0,0.0
-9.0,15.0,1069.0
-9.0,18.0,1242.0
-9.0,21.0,1096.0
-9.0,24.0,1056.0
-9.0,27.0,896.0
-9.0,30.0,1463.0
-9.0,33.0,991.0
-9.0,36.0,826.0
-9.0,39.0,367.0
-9.0,117.0,0.0
-9.0,126.0,0.0
-9.0,141.0,0.0
-9.0,147.0,0.0
-6.0,-81.0,0.0
-6.0,-78.0,973.0
-6.0,-75.0,171.0
-6.0,-72.0,203.0
-6.0,-69.0,152.0
-6.0,-66.0,103.0
-6.0,-63.0,67.0
-6.0,-60.0,144.0
-6.0,-57.0,250.0
-6.0,-54.0,236.0
-6.0,-51.0,294.0
-6.0,-48.0,281.0
-6.0,-45.0,260.0
-6.0,-42.0,254.0
-6.0,-39.0,327.0
-6.0,-36.0,511.0
-6.0,15.0,843.0
-6.0,18.0,980.0
-6.0,21.0,656.0
-6.0,24.0,729.0
-6.0,27.0,577.0
-6.0,30.0,770.0
-6.0,33.0,1166.0
-6.0,36.0,784.0
-6.0,141.0,10.0
-6.0,144.0,212.0
-6.0,147.0,0.0
-6.0,150.0,0.0
-3.0,-78.0,955.0
-3.0,-75.0,128.0
-3.0,-72.0,139.0
-3.0,-69.0,100.0
-3.0,-66.0,90.0
-3.0,-63.0,31.0
-3.0,-60.0,44.0
-3.0,-57.0,67.0
-3.0,-54.0,277.0
-3.0,-51.0,191.0
-3.0,-48.0,117.0
-3.0,-45.0,18.0
-3.0,-42.0,69.0
-3.0,12.0,210.0
-3.0,15.0,370.0
-3.0,18.0,364.0
-3.0,21.0,360.0
-3.0,24.0,563.0
-3.0,27.0,648.0
-3.0,30.0,1325.0
-3.0,33.0,1120.0
-3.0,36.0,1234.0
-3.0,39.0,368.0
-3.0,102.0,0.0
-3.0,105.0,39.0
-3.0,111.0,0.0
-3.0,114.0,0.0
-3.0,120.0,7.0
-3.0,129.0,0.0
-3.0,138.0,2789.0
-3.0,141.0,93.0
0.0,-78.0,4698.0
0.0,-75.0,196.0
0.0,-72.0,197.0
0.0,-69.0,121.0
0.0,-66.0,87.0
0.0,-63.0,55.0
0.0,-60.0,129.0
0.0,-57.0,212.0
0.0,-54.0,274.0
0.0,-51.0,0.0
0.0,12.0,299.0
0.0,15.0,389.0
0.0,18.0,323.0
0.0,21.0,364.0
0.0,24.0,426.0
0.0,27.0,757.0
0.0,30.0,942.0
0.0,33.0,1133.0
0.0,36.0,1545.0
0.0,39.0,243.0
0.0,42.0,23.0
0.0,102.0,15.0
0.0,111.0,25.0
0.0,114.0,425.0
0.0,117.0,25.0
0.0,120.0,497.0
3.0,-75.0,1766.0
3.0,-72.0,190.0
3.0,-69.0,122.0
3.0,-66.0,117.0
3.0,-63.0,456.0
3.0,-60.0,103.0
