lat,lon,sawh_lcow,coast_km,elev_m,desal_lcow,sawh_cheaper
-54.0,-72.0,17.724481909097292,9.846117356389328,0.0,1.0668551368498835,False
-54.0,-69.0,14.697908404601687,41.04308856564036,0.0,1.2786825713606982,False
-51.0,-75.0,21.473813712675696,7.731015725647026,300.0,1.8024935967771434,False
-51.0,-72.0,12.26049007269353,82.85759897471715,173.0,1.9951030970383297,False
-48.0,-75.0,16.46393649207582,8.611003361062542,427.0,2.1259687128216145,False
-48.0,-72.0,13.527377331541032,104.6182049250791,1115.0,4.497857611441287,False
-48.0,-69.0,11.654346499571773,154.85465972610825,248.0,2.6714631395402755,False
-48.0,-66.0,11.197988413636288,4.727123213724185,0.0,1.0320971666211871,False
-45.0,-72.0,12.297099262755925,65.30823986084731,860.0,3.593442948655153,False
-45.0,-69.0,11.341741793989724,150.6582125203582,383.0,2.9804692630132323,False
-45.0,-66.0,10.538913486734264,4.31306032392608,0.0,1.029285679599458,False
-45.0,168.0,9.89678949872637,37.96314188450404,163.0,1.6652697333957824,False
-45.0,171.0,9.137254908745035,7.231011688131422,0.0,1.0490985693624124,False
-42.0,-72.0,9.730624728798173,40.96385521599831,797.0,3.270644576916628,False
-42.0,-69.0,9.35110990773507,280.83800597940944,881.0,5.10939006060019,False
-42.0,-66.0,9.691969216621642,77.84161631214836,163.0,1.9360445747594874,False
-42.0,147.0,7.683926680119418,89.13937435455965,141.0,1.95775635186746,False
-42.0,174.0,7.989481024995695,3.920131495285741,0.0,1.0266176928529902,False
-39.0,-72.0,9.072832224680266,108.71781434234467,1279.0,4.93569395938452,False
-39.0,-69.0,10.57684945548172,365.4680303841729,840.0,5.581527926308534,False
-39.0,-66.0,9.027000048960664,213.55548256438027,197.0,2.9425417266121423,False
-39.0,-63.0,7.627008170232284,56.52874604930889,33.0,1.4663301856748074,False
-39.0,177.0,7.264724133268014,23.489386384866812,0.0,1.1594929335532456,False
-36.0,-72.0,7.129379525962557,59.28271343736568,300.0,2.1525296242397127,False
-36.0,-69.0,8.358336898212794,308.4691422141323,1349.0,6.467005475633959,False
