lat,lon,hydrogel_thickness_mm_standard,lcow_standard_usd_m3,hydrogel_thickness_mm_simplified,lcow_simplified_usd_m3,lcow_reduction_frac,optimal_thickness_changed
-3.0,-48.0,3.25,5.103342755582381,3.25,5.062875892496117,0.007929481719016175,False
-3.0,-45.0,3.25,4.889242196241394,3.25,4.850473039626456,0.007929481719016083,False
-3.0,-42.0,3.25,4.667926714380493,3.25,4.6309124748331065,0.007929481719015986,False
-3.0,12.0,1.0,5.808723809764434,1.0,5.792017180971791,0.0028761272423659047,False
-3.0,15.0,3.25,5.409207913435404,3.25,5.366315698171461,0.007929481719016019,False
-3.0,18.0,3.25,5.345314017008117,3.25,5.30292844722785,0.00792948171901619,False
-3.0,21.0,3.25,5.490362639570349,3.25,5.446826909389107,0.007929481719016092,False
-3.0,24.0,3.25,5.613813882519426,3.25,5.56929924796403,0.007929481719016026,False
-3.0,27.0,3.25,5.151428028728629,3.25,5.110579874347998,0.007929481719016212,False
-3.0,30.0,3.25,5.599699898423613,3.25,5.555297180447087,0.007929481719016048,False
-3.0,33.0,3.25,5.557143828816328,3.25,5.513078558415786,0.007929481719016179,False
-3.0,36.0,3.25,6.433757300666521,3.25,6.3827409397662995,0.007929481719016083,False
-3.0,39.0,3.25,5.010580359611823,3.25,4.970849054248619,0.007929481719016244,False
-3.0,102.0,1.0,5.004581339829212,1.0,4.990187527101093,0.00287612724236587,False
-3.0,105.0,1.0,5.095836005205087,1.0,5.081179732447888,0.0028761272423659242,False
-3.0,111.0,3.25,5.290504402276683,3.25,5.248553444334456,0.007929481719016201,False
-3.0,114.0,1.0,5.016920733599601,1.0,5.002491431204906,0.002876127242365825,False
-3.0,120.0,1.0,4.535133479470449,1.0,4.522089858522378,0.0028761272423660565,False
-3.0,129.0,1.0,4.996012725119491,1.0,4.981643556817568,0.0028761272423659104,False
-3.0,138.0,1.0,7.377070387243244,1.0,7.3558529941336435,0.002876127242365881,False
-3.0,141.0,1.0,5.240369668037209,1.0,5.225297698074899,0.002876127242366003,False
0.0,-78.0,1.0,10.222909439087113,1.0,10.193507050753114,0.002876127242365992,False
0.0,-75.0,1.0,5.044511931323999,1.0,5.030003273133878,0.0028761272423659962,False
0.0,-72.0,1.0,4.836662264154926,1.0,4.822751408054867,0.0028761272423659537,False
0.0,-69.0,1.0,4.816255725787093,1.0,4.802403561487956,0.0028761272423658856,False
0.0,-66.0,3.25,4.7842573756503,3.25,4.746320694251013,0.007929481719016186,False
0.0,-63.0,3.25,4.875502635982825,3.25,4.836842426959784,0.007929481719016137,False
0.0,-60.0,3.25,4.839428391094976,3.25,4.801054232137301,0.007929481719016017,False
0.0,-57.0,3.25,4.891304573445988,3.25,4.8525190632487085,0.007929481719016104,False
0.0,-54.0,3.25,4.91508409819408,3.25,4.876110028690023,0.007929481719016031,False
0.0,-51.0,3.25,4.738991806400006,3.25,4.70141405750459,0.007929481719016042,False
0.0,12.0,1.0,5.688940507418977,1.0,5.6725783906453895,0.00287612724236601,False
0.0,15.0,1.0,5.112787251545706,1.0,5.098082224847114,0.002876127242365957,False
0.0,18.0,3.25,5.137644416528079,3.25,5.096905559048414,0.007929481719016059,False
0.0,21.0,3.25,5.289755862147464,3.25,5.247810839740508,0.007929481719016071,False
0.0,24.0,3.25,5.387971685617741,3.25,5.345247862634058,0.007929481719016168,False
0.0,27.0,3.25,5.262418835809459,3.25,5.220690581853102,0.007929481719016132,False
0.0,30.0,3.25,6.131057691409503,3.25,6.082441581527238,0.007929481719016156,False
0.0,33.0,3.25,6.758240912465253,3.25,6.704651564697154,0.007929481719016012,False
0.0,36.0,3.25,5.444346954231564,3.25,5.401176104586003,0.007929481719016243,False
0.0,39.0,3.25,5.692097333573529,3.25,5.646961951824098,0.007929481719016054,False
0.0,42.0,3.25,4.736726286229508,3.25,4.699166501734868,0.007929481719016081,False
0.0,102.0,1.0,4.952939617730804,1.0,4.938694333166455,0.0028761272423658804,False
0.0,111.0,1.0,4.808166949408849,1.0,4.794338049459811,0.002876127242365899,False
0.0,114.0,1.0,4.911562560626412,1.0,4.89743628174321,0.0028761272423658813,False
0.0,117.0,1.0,4.934623076078909,1.0,4.920430472218991,0.0028761272423659173,False
0.0,120.0,1.0,4.82994032791693,1.0,4.816048804960806,0.002876127242365955,False
3.0,-75.0,3.25,6.630501414967195,3.25,6.577924975209302,0.007929481719016062,False
3.0,-72.0,3.25,5.038090331303324,3.25,4.998140886122502,0.007929481719016205,False
3.0,-69.0,1.0,4.968397124224617,1.0,4.954107381904741,0.002876127242366051,False
3.0,-66.0,3.25,4.541475511635352,3.25,4.50546396458848,0.007929481719016149,False
3.0,-63.0,3.25,5.13821889140287,3.25,5.097475478635188,0.0079294817190161,False
3.0,-60.0,3.25,5.18481421814515,3.25,5.143701328585873,0.007929481719016142,False
3.0,-57.0,3.25,4.9116749669319875,3.25,4.872727930071951,0.007929481719016099,False
3.0,-54.0,3.25,4.84091996800483,3.25,4.802533981615316,0.00792948171901603,False
3.0,-51.0,3.25,5.06661997583957,3.25,5.026444305363949,0.007929481719016031,False
3.0,12.0,1.0,5.498465971570111,3.25,5.460226113348314,0.006954641243487971,True
3.0,15.0,3.25,5.155052895724346,3.25,5.114175998027139,0.007929481719016088,False
3.0,18.0,3.25,4.991324366154286,3.25,4.951745750839186,0.007929481719016068,False
3.0,21.0,3.25,5.38566473393359,3.25,5.342959203881113,0.007929481719016144,False
3.0,24.0,3.25,5.717838437778464,3.25,5.672498942413812,0.007929481719016074,False
3.0,27.0,3.25,5.504756889143075,3.25,5.461107020022987,0.00792948171901614,False
3.0,30.0,3.25,5.802843592278994,3.25,5.756830050095708,0.007929481719016121,False
3.0,33.0,3.25,5.602906578157892,3.25,5.5584784328730334,0.007929481719016218,False
3.0,36.0,3.25,6.254020934946745,3.25,6.204429790272741,0.007929481719016042,False
3.0,39.0,3.25,6.955063418283448,3.25,6.8999133700535715,0.007929481719016118,False
3.0,42.0,3.25,5.639118058983355,3.25,5.594402775423273,0.007929481719016113,False
3.0,45.0,3.25,4.8538808236797095,3.25,4.815392064422059,0.007929481719016005,False
3.0,99.0,1.0,5.589800231225392,1.0,5.5737232545009805,0.0028761272423660778,False
3.0,102.0,1.0,5.445457655787653,1.0,5.429795826676692,0.002876127242365919,False
3.0,114.0,1.0,4.912212144178556,1.0,4.898083997010403,0.0028761272423659286,False
3.0,117.0,1.0,5.068349134975368,1.0,5.053771917954443,0.0028761272423660084,False
6.0,-75.0,3.25,5.143812054740749,3.25,5.103024291086628,0.007929481719016054,False
6.0,-72.0,3.25,5.434316439445093,3.25,5.391225126583164,0.00792948171901615,False
6.0,-69.0,3.25,5.282994673106437,3.25,5.241103263424379,0.007929481719016253,False
6.0,-66.0,3.25,5.373976639825714,3.25,5.331363790301796,0.007929481719016175,False
6.0,-63.0,3.25,4.891385170366014,3.25,4.852599021076931,0.007929481719016007,False
6.0,-60.0,3.25,4.57272691439456,3.25,4.5364675599208155,0.007929481719016161,False
6.0,-9.0,1.0,5.274452637846935,1.0,5.2592826409266555,0.0028761272423658275,False
6.0,-6.0,1.0,5.257841097376529,1.0,5.242718877360334,0.0028761272423658405,False
6.0,-3.0,1.0,5.188491234081474,1.0,5.173568473096356,0.0028761272423658067,False
6.0,0.0,3.25,5.211830150525497,3.25,5.170503038624289,0.007929481719015972,False
6.0,6.0,1.0,5.387302416295289,1.0,5.371807849052918,0.002876127242365943,False
6.0,9.0,3.25,5.794045391839163,3.25,5.7481016148254245,0.007929481719016095,False
6.0,12.0,3.25,6.124892007731254,3.25,6.076324788525001,0.007929481719016054,False
6.0,15.0,3.25,6.509981530324669,3.25,6.458360750788827,0.007929481719016094,False
6.0,18.0,3.25,6.204277523999119,3.25,6.155080818792865,0.007929481719016123,False
6.0,21.0,3.25,6.150480579883389,3.25,6.10171045656204,0.007929481719016102,False
6.0,24.0,3.25,7.049391713103822,3.25,6.9934936903845815,0.007929481719016153,False
6.0,27.0,3.25,7.061603170639848,3.25,7.005608317391313,0.007929481719016133,False
6.0,30.0,3.25,7.055108160602108,3.25,6.999164809416932,0.007929481719016158,False
6.0,33.0,3.25,7.172209705836907,3.25,7.115337800089523,0.00792948171901614,False
6.0,36.0,3.25,5.8621572178087,3.25,5.8156733493160875,0.007929481719016092,False
6.0,39.0,3.25,5.59021343218039,3.25,5.545885936964517,0.00792948171901612,False
6.0,42.0,3.25,6.9649132296291505,3.25,6.909685077500273,0.00792948171901601,False
6.0,45.0,3.25,5.995974234311412,3.25,5.948429266232748,0.007929481719016215,False
6.0,48.0,3.25,4.900671565898899,3.25,4.861811780306202,0.007929481719016052,False
6.0,102.0,1.0,5.180456024286952,1.0,5.165556373587622,0.002876127242365975,False
6.0,117.0,1.0,5.207062412811318,1.0,5.192086238753132,0.0028761272423659507,False
9.0,-78.0,1.0,4.982854771471811,1.0,4.968523447118828,0.0028761272423659047,False
9.0,-75.0,3.25,4.864512255157205,3.25,4.825939194158006,0.007929481719016132,False
9.0,-72.0,3.25,4.7273515445357726,3.25,4.689866096884013,0.007929481719016205,False
9.0,-69.0,3.25,5.240214866196832,3.25,5.198662678211607,0.007929481719016251,False
9.0,-66.0,3.25,4.903028640213829,3.25,4.864150164243441,0.007929481719016107,False
9.0,-63.0,3.25,4.907124910994082,3.25,4.868213953719426,0.007929481719016172,False
9.0,-12.0,3.25,6.2056912646834785,3.25,6.156483349246313,0.007929481719016042,False
9.0,-9.0,3.25,5.974385597282361,3.25,5.927011815906358,0.007929481719016062,False
9.0,-6.0,3.25,6.10874613519814,3.25,6.060306944392976,0.007929481719016081,False
9.0,-3.0,3.25,6.359463612723691,3.25,6.309036362263851,0.007929481719016073,False
9.0,0.0,3.25,6.559367398635722,3.25,6.507355014759929,0.007929481719016212,False
9.0,3.0,3.25,6.5978851922027495,3.25,6.54556738218701,0.007929481719016189,False
9.0,6.0,3.25,7.1527573398444995,3.25,7.096039681277644,0.007929481719016099,False
9.0,9.0,3.25,7.766866655289434,3.25,7.70527942813228,0.007929481719016168,False
9.0,12.0,3.25,7.804315798999649,3.25,7.742431619542052,0.00792948171901612,False
9.0,15.0,3.25,7.730532074102634,3.25,7.66923296134277,0.007929481719016113,False
9.0,18.0,3.25,8.274820103558648,3.25,8.209205068819331,0.007929481719016257,False
9.0,21.0,3.25,7.336683647974145,3.25,7.27850754910933,0.007929481719016116,False
9.0,24.0,3.25,8.331099295333503,3.25,8.265037995771849,0.007929481719016104,False
9.0,27.0,3.25,9.297108706301819,3.25,9.223387452775492,0.007929481719016142,False
9.0,30.0,3.25,9.04975327345701,3.25,8.977993420313526,0.007929481719016255,False
9.0,33.0,3.25,8.166008222508337,3.25,8.101256009590621,0.0079294817190162,False
9.0,36.0,3.25,6.410715186583067,3.25,6.359881537705237,0.007929481719016144,False
9.0,39.0,3.25,6.3511230881223675,3.25,6.30076197369988,0.00792948171901606,False
9.0,42.0,3.25,6.54544516620387,3.25,6.493543178415634,0.007929481719016128,False
9.0,45.0,3.25,6.142561942064866,3.25,6.093854609437338,0.007929481719016132,False
9.0,48.0,3.25,6.19982003152762,3.25,6.150658671926432,0.007929481719016186,False
9.0,78.0,3.25,5.2162957321589625,3.25,5.174933210509827,0.00792948171901602,False
9.0,81.0,3.25,4.964538898242106,3.25,4.925172677805151,0.007929481719016107,False
9.0,99.0,3.25,4.970793725540913,3.25,4.931377907565237,0.00792948171901608,False
9.0,105.0,3.25,5.100903143265073,3.25,5.060455625040081,0.007929481719016099,False
9.0,126.0,3.25,5.372819177571998,3.25,5.330215506123861,0.007929481719016201,False
12.0,-84.0,1.0,5.216608663687809,1.0,5.2016050333974135,0.0028761272423660166,False
12.0,-72.0,3.25,4.6679590116357765,3.25,4.630944515987894,0.007929481719016205,False
12.0,-15.0,3.25,6.070634134189582,3.25,6.022497151799691,0.007929481719016132,False
12.0,-12.0,3.25,7.6571506269511875,3.25,7.596433391035025,0.007929481719016153,False
12.0,-9.0,3.25,8.461345297528508,3.25,8.394251214673472,0.007929481719016166,False
12.0,-6.0,3.25,8.21569291461957,3.25,8.150546727844043,0.00792948171901622,False
12.0,-3.0,3.25,8.060331669148804,3.25,7.996417416529082,0.007929481719016111,False
12.0,0.0,3.25,8.415977954669392,3.25,8.349243611330198,0.007929481719016142,False
12.0,3.0,3.25,8.75044823268792,3.25,8.681061713393625,0.007929481719015963,False
12.0,6.0,3.25,7.862729058764415,3.25,7.800381692431366,0.007929481719016107,False
12.0,9.0,3.25,7.806507719293605,3.25,7.744606159044108,0.007929481719016166,False
12.0,12.0,3.25,9.309406816218026,3.25,9.235588045053941,0.007929481719016104,False
12.0,15.0,3.25,10.571629810206442,3.25,10.487802264886204,0.007929481719016153,False
12.0,18.0,3.25,10.711319755657447,3.25,10.626384541468425,0.00792948171901611,False
12.0,21.0,3.25,10.727786679444755,3.25,10.642720891084593,0.007929481719016073,False
12.0,24.0,3.25,10.585110021832323,3.25,10.50117558542043,0.007929481719016012,False
12.0,27.0,3.25,10.860278688186629,3.25,10.774162306865232,0.007929481719016127,False
12.0,30.0,3.25,10.487475853513427,3.25,10.404315605454368,0.007929481719016241,False
12.0,33.0,3.25,10.435712540340276,3.25,10.35296274852674,0.007929481719016107,False
12.0,36.0,3.25,7.743223774515306,3.25,7.681824023149036,0.007929481719016028,False
12.0,39.0,3.25,7.6906366678775155,3.25,7.629653905011986,0.007929481719016139,False
12.0,42.0,3.25,6.240652310226026,3.25,6.191167171817353,0.007929481719016081,False
12.0,51.0,3.25,5.418580053599127,3.25,5.375613522121087,0.007929481719016196,False
12.0,78.0,3.25,5.666703783626392,3.25,5.621769759567047,0.007929481719016165,False
12.0,99.0,3.25,5.359769581182292,3.25,5.317269386270168,0.007929481719016054,False
12.0,105.0,3.25,5.366377635466625,3.25,5.323825042108855,0.007929481719016153,False
12.0,108.0,3.25,5.044238826926856,3.25,5.004240627362388,0.00792948171901612,False
15.0,-90.0,3.25,5.578271517049662,3.25,5.534038715031508,0.007929481719016218,False
15.0,-87.0,3.25,5.703666228068194,3.25,5.658439110981357,0.007929481719016196,False
15.0,-84.0,3.25,5.283827825466809,3.25,5.241929809318342,0.007929481719016017,False
15.0,-15.0,3.25,8.664047977936525,3.25,8.595346567882798,0.007929481719016192,False
15.0,-12.0,3.25,10.957225060578512,3.25,10.87033994476951,0.007929481719016068,False
15.0,-9.0,3.25,11.171704392571913,3.25,11.083118566820762,0.007929481719016127,False
15.0,-6.0,3.25,11.616477972204901,3.25,11.524365322484948,0.007929481719016161,False
15.0,-3.0,3.25,11.929534968236307,3.25,11.834939938789313,0.007929481719016187,False
15.0,0.0,3.25,12.045597075953939,3.25,11.95008173414553,0.00792948171901604,False
15.0,3.0,3.25,11.509366461878846,3.25,11.41810315092192,0.007929481719016127,False
15.0,6.0,3.25,10.921805099464914,3.25,10.83520084559005,0.007929481719016087,False
15.0,9.0,3.25,11.150428840309168,3.25,11.062011718660747,0.007929481719016048,False
15.0,12.0,3.25,11.595722609462554,3.25,11.503774539012039,0.007929481719016111,False
15.0,15.0,3.25,11.718677070213841,3.25,11.625754034614529,0.007929481719016005,False
15.0,18.0,3.25,12.594847460456773,3.25,12.494976847765285,0.007929481719016066,False
15.0,21.0,3.25,12.450277888590254,3.25,12.351553637676007,0.00792948171901608,False
15.0,24.0,3.25,11.695739377379748,3.25,11.602998225796439,0.007929481719016116,False
15.0,27.0,3.25,12.09558157618686,3.25,11.999669883197617,0.007929481719016135,False
15.0,30.0,3.25,13.102776123570338,3.25,12.998877899830127,0.007929481719016074,False
15.0,33.0,3.25,12.617374260565143,3.25,12.517325022024007,0.007929481719016099,False
15.0,36.0,3.25,8.028660527706288,3.25,7.9649974108236545,0.007929481719016127,False
15.0,39.0,3.25,5.770112949627535,3.25,5.724358944476805,0.007929481719016192,False
15.0,45.0,3.25,8.206126864236824,3.25,8.14105653128293,0.007929481719016269,False
15.0,48.0,3.25,6.0939133896232,3.25,6.045591814802916,0.007929481719016054,False
15.0,75.0,3.25,5.6314798100706085,3.25,5.586825093865645,0.007929481719016128,False
15.0,78.0,3.25,6.396773779984438,3.25,6.34605067923537,0.007929481719016123,False
15.0,99.0,3.25,5.879978825985639,3.25,5.833353641376784,0.007929481719016123,False
15.0,102.0,3.25,5.505373517863095,3.25,5.461718759196844,0.007929481719016104,False
15.0,105.0,3.25,5.596929512335737,3.25,5.552548762085049,0.007929481719016054,False
15.0,108.0,3.25,6.967041549853006,3.25,6.911796521247821,0.007929481719016113,False
18.0,-102.0,3.25,4.849251795637713,3.25,4.810799742173297,0.007929481719016153,False
18.0,-99.0,3.25,5.601155872041555,3.25,5.556741608948841,0.007929481719016168,False
18.0,-96.0,3.25,5.224175829395387,3.25,5.18275082265927,0.007929481719016163,False
18.0,-93.0,3.25,5.132904126730987,3.25,5.0922028572926115,0.007929481719016153,False
18.0,-90.0,3.25,5.103648090575366,3.25,5.063178806340856,0.007929481719016253,False
18.0,-66.0,3.25,4.852508162462337,3.25,4.814030287696716,0.007929481719016024,False
18.0,-15.0,3.25,9.432528617977486,3.25,9.357733554737138,0.007929481719016031,False
18.0,-12.0,3.25,15.636346950395188,3.25,15.512358823099836,0.0079294817190161,False
18.0,-9.0,3.25,14.636614005066189,3.25,14.52055324188472,0.007929481719016224,False
18.0,-6.0,3.25,13.89957543259975,3.25,13.789359003304865,0.00792948171901612,False
18.0,-3.0,3.25,16.063438139377766,3.25,15.936063400307024,0.007929481719016102,False
18.0,0.0,3.25,17.425726166833453,3.25,17.28754918975297,0.007929481719015948,False
18.0,3.0,3.25,15.700988046002566,3.25,15.576487348321297,0.00792948171901616,False
18.0,6.0,3.25,16.430567280849957,3.25,16.300281397963392,0.007929481719016142,False
18.0,9.0,3.25,15.373554470448203,3.25,15.251650151318486,0.00792948171901609,False
18.0,12.0,3.25,13.845946815714964,3.25,13.736155633557281,0.00792948171901619,False
18.0,15.0,3.25,13.71796518045682,3.25,13.60918882633629,0.007929481719016036,False
18.0,18.0,3.25,14.631895756209992,3.25,14.515872406296577,0.007929481719016059,False
18.0,21.0,3.25,13.69058345686758,3.25,13.582024225623684,0.00792948171901616,False
18.0,24.0,3.25,13.137196990300545,3.25,13.033025826926842,0.007929481719016217,False
18.0,27.0,3.25,14.164712539637094,3.25,14.052393710498922,0.00792948171901618,False
18.0,30.0,3.25,16.128353367268634,3.25,16.000463884085047,0.007929481719016017,False
18.0,33.0,3.25,13.674577215579339,3.25,13.566144905533127,0.007929481719016173,False
18.0,36.0,3.25,7.713562140194841,3.25,7.652397590215672,0.00792948171901608,False
18.0,42.0,3.25,6.174159133256381,3.25,6.125201251278929,0.007929481719016064,False
18.0,45.0,3.25,11.8341056891922,3.25,11.740267364468844,0.00792948171901624,False
18.0,48.0,3.25,13.433290340997246,3.25,13.326771310812072,0.007929481719016154,False
18.0,51.0,3.25,8.461451417918406,3.25,8.394356493583679,0.007929481719016113,False
18.0,54.0,3.25,6.544807313794926,3.25,6.492910383845706,0.007929481719016144,False
18.0,75.0,3.25,6.932146421055737,3.25,6.877178092736433,0.007929481719016031,False
18.0,78.0,3.25,6.674633733300916,3.25,6.621707347131578,0.007929481719016078,False
18.0,81.0,3.25,5.9087495263320085,3.25,5.861896204980714,0.007929481719016066,False
18.0,96.0,3.25,6.25692889164274,3.25,6.207314688379276,0.007929481719016099,False
18.0,99.0,3.25,5.678349884213081,3.25,5.633323512612036,0.007929481719016142,False
18.0,102.0,3.25,5.926084550202779,3.25,5.879093771096602,0.007929481719016153,False
18.0,105.0,3.25,5.770503286095417,3.25,5.724746185778802,0.007929481719016024,False
21.0,-105.0,3.25,5.176303054027717,3.25,5.135257653588717,0.007929481719016222,False
21.0,-102.0,3.25,7.426819821444694,3.25,7.367928989440122,0.007929481719016057,False
21.0,-99.0,3.25,5.418572140944364,3.25,5.375605672209575,0.007929481719016161,False
21.0,-90.0,3.25,5.147119182088479,3.25,5.106305194628511,0.00792948171901616,False
21.0,-87.0,3.25,5.079381391111461,3.25,5.039104529226733,0.007929481719016012,False
21.0,-78.0,3.25,5.021804764298165,3.25,4.981984455223194,0.007929481719016189,False
21.0,-15.0,3.25,11.009575015087782,3.25,10.922274791271505,0.007929481719016244,False
21.0,-12.0,3.25,14.82448030997122,3.25,14.706929864359388,0.007929481719016139,False
21.0,-9.0,3.25,15.440789931183968,3.25,15.318352469697476,0.007929481719016114,False
21.0,-6.0,3.25,19.40959474935538,3.25,19.255686722616858,0.00792948171901607,False
21.0,-3.0,3.25,20.394935269138617,3.25,20.233214002761468,0.007929481719016017,False
21.0,0.0,3.25,21.23122417633787,3.25,21.062871572359267,0.007929481719016133,False
21.0,3.0,3.25,21.333115596178644,3.25,21.163955046049086,0.007929481719016187,False
21.0,6.0,3.25,21.609606344916244,3.25,21.438253366449096,0.007929481719016111,False
21.0,9.0,3.25,18.850705467368083,3.25,18.70122914297403,0.007929481719016238,False
21.0,12.0,3.25,20.26246121178597,3.25,20.101790396024835,0.007929481719016264,False
21.0,15.0,3.25,17.429798358368814,3.25,17.291589090919988,0.007929481719016284,False
21.0,18.0,3.25,13.983475684114968,3.25,13.872593969309472,0.007929481719016094,False
21.0,21.0,3.25,13.873642928402925,3.25,13.763632130425997,0.007929481719016104,False
21.0,24.0,3.25,13.875445714200511,3.25,13.765420621066559,0.007929481719016036,False
21.0,27.0,3.25,12.508690143701802,3.25,12.409502713878481,0.007929481719016125,False
21.0,30.0,3.25,14.909719723830815,3.25,14.791493373845045,0.00792948171901609,False
21.0,33.0,3.25,15.37068876204493,3.25,15.248807166497608,0.007929481719016121,False
21.0,36.0,3.25,8.157862029967585,3.25,8.093174412134703,0.007929481719016009,False
21.0,42.0,3.25,10.569469237452203,3.25,10.485658824354124,0.007929481719016064,False
21.0,45.0,3.25,15.147284747948344,3.25,15.027174630446755,0.0079294817190162,False
21.0,48.0,3.25,14.451352857511065,3.25,14.33676111921238,0.007929481719016107,False
21.0,51.0,3.25,11.783728162600037,3.25,11.690289305552845,0.007929481719016031,False
21.0,54.0,3.25,9.920719022550891,3.25,9.842052862422078,0.007929481719016189,False
21.0,57.0,3.25,6.854791714519712,3.25,6.800436768931766,0.007929481719016033,False
21.0,75.0,3.25,7.213897574250437,3.25,7.156695105312563,0.007929481719016127,False
21.0,78.0,3.25,6.811243123468864,3.25,6.757233495637543,0.007929481719016163,False
21.0,81.0,3.25,6.870619073439721,3.25,6.8161386250985565,0.007929481719016166,False
21.0,84.0,3.25,6.60315106420376,3.25,6.550791498552255,0.007929481719016071,False
21.0,87.0,3.25,5.6835640394627625,3.25,5.638496322312985,0.007929481719016106,False
21.0,93.0,3.25,5.9535488162896755,3.25,5.906340259787637,0.007929481719016043,False
21.0,96.0,3.25,6.321471335188855,3.25,6.27134534379919,0.007929481719016208,False
21.0,99.0,3.25,5.970845430708515,3.25,5.923499721018641,0.007929481719016095,False
21.0,102.0,3.25,7.071945967096575,3.25,7.015869100832613,0.007929481719016099,False
21.0,105.0,1.0,6.654336562025372,1.0,6.635197843359459,0.0028761272423658726,False
24.0,-105.0,3.25,7.7703024907391525,3.25,7.708688019187611,0.007929481719016106,False
24.0,-102.0,3.25,8.115238866756362,3.25,8.05088922851697,0.007929481719015913,False
24.0,-99.0,3.25,5.554997446554304,3.25,5.510949195852671,0.007929481719015993,False
24.0,-15.0,3.25,6.576675203474537,3.25,6.524525577676679,0.007929481719016123,False
24.0,-12.0,3.25,10.061993073079124,3.25,9.982206682949277,0.007929481719016047,False
24.0,-9.0,3.25,14.118135020996622,3.25,14.006185527441028,0.007929481719016107,False
24.0,-6.0,3.25,20.556191648584434,3.25,20.393191702694395,0.007929481719015983,False
24.0,-3.0,3.25,20.344755215008583,3.25,20.183431850453314,0.007929481719016146,False
24.0,0.0,3.25,22.104508619200953,3.25,21.929231322197165,0.007929481719016116,False
24.0,3.0,3.25,23.749084364505016,3.25,23.5607664341933,0.00792948171901617,False
24.0,6.0,3.25,19.95498327231691,3.25,19.7967505972558,0.007929481719016019,False
24.0,9.0,3.25,17.21127229220953,3.25,17.074795823207445,0.00792948171901608,False
24.0,12.0,3.25,13.09641739348466,3.25,12.99256959117842,0.007929481719016094,False
24.0,15.0,3.25,15.089061614928585,3.25,14.969413176695902,0.007929481719016094,False
24.0,18.0,3.25,13.219758318728115,3.25,13.114932486809948,0.007929481719016153,False
24.0,21.0,3.25,12.205451166115585,3.25,12.108668264221526,0.007929481719016253,False
24.0,24.0,3.25,12.5535902149565,3.25,12.454046750838984,0.00792948171901607,False
24.0,27.0,3.25,11.315410065184116,3.25,11.225684727929067,0.007929481719016114,False
24.0,30.0,3.25,12.866153783514584,3.25,12.764131852294154,0.007929481719016149,False
24.0,33.0,3.25,14.056630327482898,3.25,13.945168534270154,0.007929481719016158,False
24.0,39.0,3.25,10.012349066476093,3.25,9.932956327589062,0.007929481719016104,False
24.0,42.0,3.25,14.216934541106427,3.25,14.104201618562275,0.007929481719016135,False
24.0,45.0,3.25,15.340029006278934,3.25,15.218390526704468,0.007929481719016149,False
24.0,48.0,3.25,14.654374360663885,3.25,14.538172767067383,0.00792948171901606,False
24.0,51.0,3.25,7.613079819423386,3.25,7.5527120421698575,0.007929481719016147,False
24.0,54.0,3.25,5.703547873554133,3.25,5.658321694957253,0.007929481719016132,False
24.0,57.0,3.25,6.388472649872583,3.25,6.337815372782983,0.007929481719016172,False
24.0,69.0,3.25,5.8613261438572835,3.25,5.814848865350376,0.00792948171901613,False
24.0,72.0,3.25,7.682337136176838,3.25,7.6214201842962055,0.007929481719016099,False
24.0,75.0,3.25,7.721218301179968,3.25,7.659993041812229,0.007929481719016106,False
24.0,78.0,3.25,7.523547135022729,3.25,7.46388930555341,0.007929481719016094,False
24.0,81.0,3.25,6.613380962993643,3.25,6.560940279546696,0.007929481719016184,False
24.0,84.0,3.25,6.9834709863647895,3.25,6.928095680843131,0.007929481719016019,False
24.0,87.0,3.25,6.46120437767637,3.25,6.409970375680759,0.007929481719015979,False
24.0,90.0,3.25,6.0025019163710365,3.25,5.954905187156813,0.007929481719016166,False
24.0,93.0,3.25,5.760982053113182,3.25,5.7153004512394405,0.00792948171901616,False
24.0,96.0,3.25,6.115690638019772,3.25,6.067196380906436,0.007929481719016113,False
24.0,99.0,3.25,7.502577456711499,3.25,7.443085905923003,0.007929481719016095,False
24.0,102.0,3.25,7.109178875996482,3.25,7.052806772062052,0.00792948171901611,False
24.0,105.0,3.25,7.366213196282175,3.25,7.30780294340388,0.007929481719016092,False
24.0,108.0,1.0,7.80905800638907,1.0,7.786598161919678,0.0028761272423659776,False
24.0,111.0,3.25,7.929641558046507,3.25,7.866763610273627,0.007929481719016088,False
24.0,114.0,1.0,7.742569494165669,1.0,7.7203008791175876,0.0028761272423659338,False
24.0,117.0,1.0,6.677423308736133,1.0,6.658218189649068,0.0028761272423658965,False
27.0,-114.0,3.25,5.8158996731544175,3.25,5.769782603016508,0.007929481719016062,False
27.0,-108.0,3.25,9.273554045894238,3.25,9.200019568617012,0.007929481719016102,False
27.0,-105.0,3.25,10.550783701609946,3.25,10.467121455126737,0.00792948171901612,False
27.0,-102.0,3.25,8.256045265313336,3.25,8.190579105310663,0.007929481719016295,False
27.0,-99.0,3.25,5.9413684553344925,3.25,5.894256482781978,0.00792948171901617,False
27.0,-81.0,3.25,5.773032779227499,3.25,5.727255621341334,0.007929481719016031,False
27.0,-12.0,3.25,6.4939117074372525,3.25,6.442418353268224,0.007929481719016068,False
27.0,-9.0,3.25,9.182288970235554,3.25,9.109478177707347,0.00792948171901622,False
27.0,-6.0,3.25,15.835873351966637,3.25,15.710303083717564,0.007929481719016026,False
27.0,-3.0,3.25,19.833364752974887,3.25,19.676096449739592,0.007929481719016212,False
27.0,0.0,3.25,24.101952186863812,3.25,23.910836197605477,0.007929481719016054,False
