lat,lon,mean_rh_frac,mean_t_amb_c,mean_solar_w_m2,salt,hydrogel_thickness_mm,eps_abs,tau_glass,eps_abs_ir,eps_glass_ir,fin_area_ratio,vapor_gap_mm,warmup_method,resolution,mean_yield_kg_m2,mean_eta_thermal,n_periods
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,3.0,30.0,aitken-gpu-fixed-round,monthly,0.943329,0.143898,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,3.0,40.0,aitken-gpu-fixed-round,monthly,0.939582,0.143168,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,3.0,50.0,aitken-gpu-fixed-round,monthly,0.935253,0.142371,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,3.0,60.0,aitken-gpu-fixed-round,monthly,0.931378,0.141674,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,5.275,20.0,aitken-gpu-fixed-round,monthly,0.964297,0.146916,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,5.275,30.0,aitken-gpu-fixed-round,monthly,0.964900,0.147038,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,5.275,40.0,aitken-gpu-fixed-round,monthly,0.960110,0.146153,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,5.275,50.0,aitken-gpu-fixed-round,monthly,0.955066,0.145250,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,5.275,60.0,aitken-gpu-fixed-round,monthly,0.950705,0.144481,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,7.55,20.0,aitken-gpu-fixed-round,monthly,0.972654,0.148133,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,7.55,30.0,aitken-gpu-fixed-round,monthly,0.972956,0.148210,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,7.55,40.0,aitken-gpu-fixed-round,monthly,0.967778,0.147268,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,7.55,50.0,aitken-gpu-fixed-round,monthly,0.962478,0.146327,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,7.55,60.0,aitken-gpu-fixed-round,monthly,0.957948,0.145533,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,9.825,20.0,aitken-gpu-fixed-round,monthly,0.976983,0.148763,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,9.825,30.0,aitken-gpu-fixed-round,monthly,0.977129,0.148818,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,9.825,40.0,aitken-gpu-fixed-round,monthly,0.971752,0.147846,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,9.825,50.0,aitken-gpu-fixed-round,monthly,0.966323,0.146886,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,9.825,60.0,aitken-gpu-fixed-round,monthly,0.961712,0.146080,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,12.0,20.0,aitken-gpu-fixed-round,monthly,0.979530,0.149133,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,12.0,30.0,aitken-gpu-fixed-round,monthly,0.979592,0.149176,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,12.0,40.0,aitken-gpu-fixed-round,monthly,0.974105,0.148188,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,12.0,50.0,aitken-gpu-fixed-round,monthly,0.968600,0.147217,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,3.25,0.95,0.9,,,12.0,60.0,aitken-gpu-fixed-round,monthly,0.963941,0.146404,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,3.0,20.0,aitken-gpu-fixed-round,monthly,0.930094,0.141493,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,3.0,30.0,aitken-gpu-fixed-round,monthly,0.934525,0.142286,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,3.0,40.0,aitken-gpu-fixed-round,monthly,0.931530,0.141720,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,3.0,50.0,aitken-gpu-fixed-round,monthly,0.926939,0.140891,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,3.0,60.0,aitken-gpu-fixed-round,monthly,0.922668,0.140136,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,5.275,20.0,aitken-gpu-fixed-round,monthly,0.951352,0.144552,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,5.275,30.0,aitken-gpu-fixed-round,monthly,0.956561,0.145478,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,5.275,40.0,aitken-gpu-fixed-round,monthly,0.952389,0.144739,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,5.275,50.0,aitken-gpu-fixed-round,monthly,0.946951,0.143785,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,5.275,60.0,aitken-gpu-fixed-round,monthly,0.942103,0.142945,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,7.55,20.0,aitken-gpu-fixed-round,monthly,0.959307,0.145695,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,7.55,30.0,aitken-gpu-fixed-round,monthly,0.964799,0.146671,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,7.55,40.0,aitken-gpu-fixed-round,monthly,0.960186,0.145867,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,7.55,50.0,aitken-gpu-fixed-round,monthly,0.954440,0.144868,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,7.55,60.0,aitken-gpu-fixed-round,monthly,0.949389,0.143998,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,9.825,20.0,aitken-gpu-fixed-round,monthly,0.963431,0.146287,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,9.825,30.0,aitken-gpu-fixed-round,monthly,0.969072,0.147289,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,9.825,40.0,aitken-gpu-fixed-round,monthly,0.964233,0.146453,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,9.825,50.0,aitken-gpu-fixed-round,monthly,0.958332,0.145431,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,9.825,60.0,aitken-gpu-fixed-round,monthly,0.953184,0.144547,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,12.0,20.0,aitken-gpu-fixed-round,monthly,0.965879,0.146639,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,12.0,30.0,aitken-gpu-fixed-round,monthly,0.971590,0.147654,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,12.0,40.0,aitken-gpu-fixed-round,monthly,0.966623,0.146798,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,12.0,50.0,aitken-gpu-fixed-round,monthly,0.960625,0.145763,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,5.5,0.95,0.9,,,12.0,60.0,aitken-gpu-fixed-round,monthly,0.955407,0.144869,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,3.0,20.0,aitken-gpu-fixed-round,monthly,0.905344,0.133532,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,3.0,30.0,aitken-gpu-fixed-round,monthly,0.915417,0.139252,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,3.0,40.0,aitken-gpu-fixed-round,monthly,0.914838,0.139149,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,3.0,50.0,aitken-gpu-fixed-round,monthly,0.910615,0.138383,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,3.0,60.0,aitken-gpu-fixed-round,monthly,0.906260,0.137613,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,5.275,20.0,aitken-gpu-fixed-round,monthly,0.597951,0.093689,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,5.275,30.0,aitken-gpu-fixed-round,monthly,0.936992,0.142369,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,5.275,40.0,aitken-gpu-fixed-round,monthly,0.935475,0.142132,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,5.275,50.0,aitken-gpu-fixed-round,monthly,0.930287,0.141224,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,5.275,60.0,aitken-gpu-fixed-round,monthly,0.925288,0.140360,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,7.55,20.0,aitken-gpu-fixed-round,monthly,0.601847,0.094149,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,7.55,30.0,aitken-gpu-fixed-round,monthly,0.945070,0.143535,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,7.55,40.0,aitken-gpu-fixed-round,monthly,0.943189,0.143246,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,7.55,50.0,aitken-gpu-fixed-round,monthly,0.937649,0.142287,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,7.55,60.0,aitken-gpu-fixed-round,monthly,0.932422,0.141389,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,9.825,20.0,aitken-gpu-fixed-round,monthly,0.603921,0.094417,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,9.825,30.0,aitken-gpu-fixed-round,monthly,0.949278,0.144142,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,9.825,40.0,aitken-gpu-fixed-round,monthly,0.947192,0.143825,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,9.825,50.0,aitken-gpu-fixed-round,monthly,0.941472,0.142839,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,9.825,60.0,aitken-gpu-fixed-round,monthly,0.936128,0.141924,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,12.0,20.0,aitken-gpu-fixed-round,monthly,0.605134,0.094577,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,12.0,30.0,aitken-gpu-fixed-round,monthly,0.951763,0.144500,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,12.0,40.0,aitken-gpu-fixed-round,monthly,0.949552,0.144165,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,12.0,50.0,aitken-gpu-fixed-round,monthly,0.943733,0.143165,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,7.75,0.95,0.9,,,12.0,60.0,aitken-gpu-fixed-round,monthly,0.938320,0.142241,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,3.0,20.0,aitken-gpu-fixed-round,monthly,0.547832,0.082167,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,3.0,30.0,aitken-gpu-fixed-round,monthly,0.891899,0.135532,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,3.0,40.0,aitken-gpu-fixed-round,monthly,0.895600,0.136226,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,3.0,50.0,aitken-gpu-fixed-round,monthly,0.892346,0.135632,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,3.0,60.0,aitken-gpu-fixed-round,monthly,0.888111,0.134879,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,5.275,20.0,aitken-gpu-fixed-round,monthly,0.704380,0.102233,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,5.275,30.0,aitken-gpu-fixed-round,monthly,0.912482,0.138489,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,5.275,40.0,aitken-gpu-fixed-round,monthly,0.916192,0.139197,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,5.275,50.0,aitken-gpu-fixed-round,monthly,0.911878,0.138447,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,5.275,60.0,aitken-gpu-fixed-round,monthly,0.906913,0.137587,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,7.55,20.0,aitken-gpu-fixed-round,monthly,0.564424,0.084153,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,7.55,30.0,aitken-gpu-fixed-round,monthly,0.920202,0.139599,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,7.55,40.0,aitken-gpu-fixed-round,monthly,0.923792,0.140294,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,7.55,50.0,aitken-gpu-fixed-round,monthly,0.919089,0.139487,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,7.55,60.0,aitken-gpu-fixed-round,monthly,0.913864,0.138589,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,9.825,20.0,aitken-gpu-fixed-round,monthly,0.567267,0.084619,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,9.825,30.0,aitken-gpu-fixed-round,monthly,0.924232,0.140178,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,9.825,40.0,aitken-gpu-fixed-round,monthly,0.927738,0.140864,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,9.825,50.0,aitken-gpu-fixed-round,monthly,0.922834,0.140028,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,9.825,60.0,aitken-gpu-fixed-round,monthly,0.917477,0.139110,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,12.0,20.0,aitken-gpu-fixed-round,monthly,0.570618,0.085548,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,12.0,30.0,aitken-gpu-fixed-round,monthly,0.926622,0.140521,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,12.0,40.0,aitken-gpu-fixed-round,monthly,0.930062,0.141199,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,12.0,50.0,aitken-gpu-fixed-round,monthly,0.925046,0.140346,12
45.0,129.0,0.736239,1.1762,291.81,LiCl,10.0,0.95,0.9,,,12.0,60.0,aitken-gpu-fixed-round,monthly,0.919610,0.139418,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,3.0,20.0,aitken-gpu-fixed-round,monthly,0.966394,0.144730,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,3.0,30.0,aitken-gpu-fixed-round,monthly,0.970015,0.145098,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,3.0,40.0,aitken-gpu-fixed-round,monthly,0.970640,0.145024,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,3.0,50.0,aitken-gpu-fixed-round,monthly,0.970041,0.144798,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,3.0,60.0,aitken-gpu-fixed-round,monthly,0.969137,0.144557,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,5.275,20.0,aitken-gpu-fixed-round,monthly,0.984016,0.147408,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,5.275,30.0,aitken-gpu-fixed-round,monthly,0.986990,0.147673,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,5.275,40.0,aitken-gpu-fixed-round,monthly,0.987015,0.147499,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,5.275,50.0,aitken-gpu-fixed-round,monthly,0.986052,0.147214,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,5.275,60.0,aitken-gpu-fixed-round,monthly,0.984883,0.146927,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,7.55,20.0,aitken-gpu-fixed-round,monthly,0.990695,0.148424,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,7.55,30.0,aitken-gpu-fixed-round,monthly,0.993383,0.148641,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,7.55,40.0,aitken-gpu-fixed-round,monthly,0.993204,0.148438,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,7.55,50.0,aitken-gpu-fixed-round,monthly,0.992093,0.148126,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,7.55,60.0,aitken-gpu-fixed-round,monthly,0.990825,0.147823,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,9.825,20.0,aitken-gpu-fixed-round,monthly,0.994196,0.148958,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,9.825,30.0,aitken-gpu-fixed-round,monthly,0.996754,0.149156,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,9.825,40.0,aitken-gpu-fixed-round,monthly,0.996425,0.148923,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,9.825,50.0,aitken-gpu-fixed-round,monthly,0.995262,0.148607,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,9.825,60.0,aitken-gpu-fixed-round,monthly,0.993944,0.148296,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,12.0,20.0,aitken-gpu-fixed-round,monthly,0.996279,0.149276,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,12.0,30.0,aitken-gpu-fixed-round,monthly,0.998740,0.149458,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,12.0,40.0,aitken-gpu-fixed-round,monthly,0.998353,0.149218,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,12.0,50.0,aitken-gpu-fixed-round,monthly,0.997095,0.148884,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,1.0,0.95,0.9,,,12.0,60.0,aitken-gpu-fixed-round,monthly,0.995781,0.148572,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,3.0,20.0,aitken-gpu-fixed-round,monthly,1.125451,0.164924,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,3.0,30.0,aitken-gpu-fixed-round,monthly,1.126777,0.165070,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,3.0,40.0,aitken-gpu-fixed-round,monthly,1.122241,0.164322,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,3.0,50.0,aitken-gpu-fixed-round,monthly,1.117021,0.163483,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,3.0,60.0,aitken-gpu-fixed-round,monthly,1.112343,0.162737,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,5.275,20.0,aitken-gpu-fixed-round,monthly,1.155590,0.169183,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,5.275,30.0,aitken-gpu-fixed-round,monthly,1.156264,0.169239,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,5.275,40.0,aitken-gpu-fixed-round,monthly,1.150349,0.168289,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,5.275,50.0,aitken-gpu-fixed-round,monthly,1.144189,0.167312,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,5.275,60.0,aitken-gpu-fixed-round,monthly,1.138858,0.166470,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,7.55,20.0,aitken-gpu-fixed-round,monthly,1.167021,0.170798,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,7.55,30.0,aitken-gpu-fixed-round,monthly,1.167380,0.170812,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,7.55,40.0,aitken-gpu-fixed-round,monthly,1.160958,0.169786,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,7.55,50.0,aitken-gpu-fixed-round,monthly,1.154443,0.168760,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,7.55,60.0,aitken-gpu-fixed-round,monthly,1.148894,0.167884,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,9.825,20.0,aitken-gpu-fixed-round,monthly,1.173013,0.171646,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,9.825,30.0,aitken-gpu-fixed-round,monthly,1.173183,0.171634,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,9.825,40.0,aitken-gpu-fixed-round,monthly,1.166491,0.170572,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,9.825,50.0,aitken-gpu-fixed-round,monthly,1.159805,0.169516,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,9.825,60.0,aitken-gpu-fixed-round,monthly,1.154100,0.168619,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,12.0,20.0,aitken-gpu-fixed-round,monthly,1.176529,0.172145,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,12.0,30.0,aitken-gpu-fixed-round,monthly,1.176632,0.172124,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,12.0,40.0,aitken-gpu-fixed-round,monthly,1.169768,0.171035,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,12.0,50.0,aitken-gpu-fixed-round,monthly,1.162976,0.169963,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,3.25,0.95,0.9,,,12.0,60.0,aitken-gpu-fixed-round,monthly,1.157247,0.169066,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,3.0,20.0,aitken-gpu-fixed-round,monthly,1.107541,0.161953,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,3.0,30.0,aitken-gpu-fixed-round,monthly,1.114136,0.163010,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,3.0,40.0,aitken-gpu-fixed-round,monthly,1.110549,0.162420,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,3.0,50.0,aitken-gpu-fixed-round,monthly,1.104966,0.161544,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,3.0,60.0,aitken-gpu-fixed-round,monthly,1.099764,0.160732,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,5.275,20.0,aitken-gpu-fixed-round,monthly,1.136961,0.166092,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,5.275,30.0,aitken-gpu-fixed-round,monthly,1.144592,0.167293,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,5.275,40.0,aitken-gpu-fixed-round,monthly,1.139286,0.166455,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,5.275,50.0,aitken-gpu-fixed-round,monthly,1.132546,0.165412,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,5.275,60.0,aitken-gpu-fixed-round,monthly,1.126582,0.164490,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,7.55,20.0,aitken-gpu-fixed-round,monthly,1.148091,0.167661,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,7.55,30.0,aitken-gpu-fixed-round,monthly,1.156043,0.168901,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,7.55,40.0,aitken-gpu-fixed-round,monthly,1.150150,0.167981,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,7.55,50.0,aitken-gpu-fixed-round,monthly,1.142981,0.166877,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,7.55,60.0,aitken-gpu-fixed-round,monthly,1.136723,0.165911,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,9.825,20.0,aitken-gpu-fixed-round,monthly,1.153913,0.168477,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,9.825,30.0,aitken-gpu-fixed-round,monthly,1.161994,0.169731,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,9.825,40.0,aitken-gpu-fixed-round,monthly,1.155816,0.168778,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,9.825,50.0,aitken-gpu-fixed-round,monthly,1.148404,0.167630,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,9.825,60.0,aitken-gpu-fixed-round,monthly,1.142052,0.166662,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,12.0,20.0,aitken-gpu-fixed-round,monthly,1.157397,0.168970,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,12.0,30.0,aitken-gpu-fixed-round,monthly,1.165621,0.170252,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,12.0,40.0,aitken-gpu-fixed-round,monthly,1.159191,0.169254,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,12.0,50.0,aitken-gpu-fixed-round,monthly,1.151686,0.168100,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,5.5,0.95,0.9,,,12.0,60.0,aitken-gpu-fixed-round,monthly,1.145189,0.167102,12
45.0,132.0,0.708437,5.4007,305.77,LiCl,7.75,0.95,0.9,,,3.0,20.0,aitken-gpu-fixed-round,monthly,0.444500,0.079117,12
