lat,lon,mean_rh_frac,mean_t_amb_c,mean_solar_w_m2,salt,hydrogel_thickness_mm,eps_abs,tau_glass,eps_abs_ir,eps_glass_ir,fin_area_ratio,vapor_gap_mm,warmup_method,resolution,mean_yield_kg_m2,mean_eta_thermal,n_periods
30.0,72.0,0.545850,25.8781,412.06,LiCl,3.25,0.95,0.9,,,7.55,50.0,aitken-gpu-fixed-round,monthly,1.727597,0.222630,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,3.25,0.95,0.9,,,7.55,60.0,aitken-gpu-fixed-round,monthly,1.725552,0.222182,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,3.25,0.95,0.9,,,9.825,20.0,aitken-gpu-fixed-round,monthly,1.729039,0.223641,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,3.25,0.95,0.9,,,9.825,30.0,aitken-gpu-fixed-round,monthly,1.740746,0.224860,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,3.25,0.95,0.9,,,9.825,40.0,aitken-gpu-fixed-round,monthly,1.743101,0.224807,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,3.25,0.95,0.9,,,9.825,50.0,aitken-gpu-fixed-round,monthly,1.741702,0.224371,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,3.25,0.95,0.9,,,9.825,60.0,aitken-gpu-fixed-round,monthly,1.739343,0.223885,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,3.25,0.95,0.9,,,12.0,20.0,aitken-gpu-fixed-round,monthly,1.738376,0.224793,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,3.25,0.95,0.9,,,12.0,30.0,aitken-gpu-fixed-round,monthly,1.749829,0.225981,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,3.25,0.95,0.9,,,12.0,40.0,aitken-gpu-fixed-round,monthly,1.751781,0.225878,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,3.25,0.95,0.9,,,12.0,50.0,aitken-gpu-fixed-round,monthly,1.750112,0.225409,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,3.25,0.95,0.9,,,12.0,60.0,aitken-gpu-fixed-round,monthly,1.747562,0.224898,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,3.0,20.0,aitken-gpu-fixed-round,monthly,1.653541,0.212701,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,3.0,30.0,aitken-gpu-fixed-round,monthly,1.661941,0.213612,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,3.0,40.0,aitken-gpu-fixed-round,monthly,1.671748,0.214489,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,3.0,50.0,aitken-gpu-fixed-round,monthly,1.674507,0.214551,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,3.0,60.0,aitken-gpu-fixed-round,monthly,1.674469,0.214338,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,5.275,20.0,aitken-gpu-fixed-round,monthly,1.736018,0.222719,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,5.275,30.0,aitken-gpu-fixed-round,monthly,1.746476,0.223923,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,5.275,40.0,aitken-gpu-fixed-round,monthly,1.752470,0.224328,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,5.275,50.0,aitken-gpu-fixed-round,monthly,1.752264,0.224023,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,5.275,60.0,aitken-gpu-fixed-round,monthly,1.750156,0.223556,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,7.55,20.0,aitken-gpu-fixed-round,monthly,1.768749,0.226681,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,7.55,30.0,aitken-gpu-fixed-round,monthly,1.779727,0.227968,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,7.55,40.0,aitken-gpu-fixed-round,monthly,1.784102,0.228175,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,7.55,50.0,aitken-gpu-fixed-round,monthly,1.782692,0.227722,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,7.55,60.0,aitken-gpu-fixed-round,monthly,1.779760,0.227154,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,9.825,20.0,aitken-gpu-fixed-round,monthly,1.786210,0.228792,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,9.825,30.0,aitken-gpu-fixed-round,monthly,1.797407,0.230116,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,9.825,40.0,aitken-gpu-fixed-round,monthly,1.800875,0.230212,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,9.825,50.0,aitken-gpu-fixed-round,monthly,1.798826,0.229681,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,9.825,60.0,aitken-gpu-fixed-round,monthly,1.795457,0.229060,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,12.0,20.0,aitken-gpu-fixed-round,monthly,1.796653,0.230054,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,12.0,30.0,aitken-gpu-fixed-round,monthly,1.807944,0.231396,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,12.0,40.0,aitken-gpu-fixed-round,monthly,1.810877,0.231426,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,12.0,50.0,aitken-gpu-fixed-round,monthly,1.808447,0.230849,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,5.5,0.95,0.9,,,12.0,60.0,aitken-gpu-fixed-round,monthly,1.804826,0.230197,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,3.0,20.0,aitken-gpu-fixed-round,monthly,1.334362,0.165037,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,3.0,30.0,aitken-gpu-fixed-round,monthly,1.630335,0.209096,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,3.0,40.0,aitken-gpu-fixed-round,monthly,1.644008,0.210520,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,3.0,50.0,aitken-gpu-fixed-round,monthly,1.648777,0.210817,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,3.0,60.0,aitken-gpu-fixed-round,monthly,1.649535,0.210687,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,5.275,20.0,aitken-gpu-fixed-round,monthly,1.406321,0.173555,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,5.275,30.0,aitken-gpu-fixed-round,monthly,1.716253,0.219511,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,5.275,40.0,aitken-gpu-fixed-round,monthly,1.726609,0.220531,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,5.275,50.0,aitken-gpu-fixed-round,monthly,1.728073,0.220418,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,5.275,60.0,aitken-gpu-fixed-round,monthly,1.726516,0.220002,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,7.55,20.0,aitken-gpu-fixed-round,monthly,1.661500,0.205356,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,7.55,30.0,aitken-gpu-fixed-round,monthly,1.750306,0.223626,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,7.55,40.0,aitken-gpu-fixed-round,monthly,1.759194,0.224467,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,7.55,50.0,aitken-gpu-fixed-round,monthly,1.759309,0.224189,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,7.55,60.0,aitken-gpu-fixed-round,monthly,1.756817,0.223659,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,9.825,20.0,aitken-gpu-fixed-round,monthly,1.675201,0.206958,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,9.825,30.0,aitken-gpu-fixed-round,monthly,1.768478,0.225819,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,9.825,40.0,aitken-gpu-fixed-round,monthly,1.776544,0.226560,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,9.825,50.0,aitken-gpu-fixed-round,monthly,1.775940,0.226194,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,9.825,60.0,aitken-gpu-fixed-round,monthly,1.772936,0.225601,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,12.0,20.0,aitken-gpu-fixed-round,monthly,1.669153,0.206129,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,12.0,30.0,aitken-gpu-fixed-round,monthly,1.779366,0.227131,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,12.0,40.0,aitken-gpu-fixed-round,monthly,1.786916,0.227810,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,12.0,50.0,aitken-gpu-fixed-round,monthly,1.785865,0.227389,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,7.75,0.95,0.9,,,12.0,60.0,aitken-gpu-fixed-round,monthly,1.782577,0.226762,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,3.0,20.0,aitken-gpu-fixed-round,monthly,1.179660,0.139040,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,3.0,30.0,aitken-gpu-fixed-round,monthly,1.586685,0.203413,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,3.0,40.0,aitken-gpu-fixed-round,monthly,1.601197,0.204922,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,3.0,50.0,aitken-gpu-fixed-round,monthly,1.609000,0.205608,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,3.0,60.0,aitken-gpu-fixed-round,monthly,1.611034,0.205623,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,5.275,20.0,aitken-gpu-fixed-round,monthly,1.423320,0.167100,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,5.275,30.0,aitken-gpu-fixed-round,monthly,1.669902,0.213420,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,5.275,40.0,aitken-gpu-fixed-round,monthly,1.683294,0.214849,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,5.275,50.0,aitken-gpu-fixed-round,monthly,1.687538,0.215093,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,5.275,60.0,aitken-gpu-fixed-round,monthly,1.687001,0.214791,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,7.55,20.0,aitken-gpu-fixed-round,monthly,1.453318,0.170546,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,7.55,30.0,aitken-gpu-fixed-round,monthly,1.703034,0.217391,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,7.55,40.0,aitken-gpu-fixed-round,monthly,1.715763,0.218763,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,7.55,50.0,aitken-gpu-fixed-round,monthly,1.718534,0.218825,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,7.55,60.0,aitken-gpu-fixed-round,monthly,1.716965,0.218396,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,9.825,20.0,aitken-gpu-fixed-round,monthly,1.605288,0.191780,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,9.825,30.0,aitken-gpu-fixed-round,monthly,1.720756,0.219512,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,9.825,40.0,aitken-gpu-fixed-round,monthly,1.733081,0.220847,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,9.825,50.0,aitken-gpu-fixed-round,monthly,1.735048,0.220811,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,9.825,60.0,aitken-gpu-fixed-round,monthly,1.732915,0.220313,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,12.0,20.0,aitken-gpu-fixed-round,monthly,1.615262,0.192937,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,12.0,30.0,aitken-gpu-fixed-round,monthly,1.731353,0.220779,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,12.0,40.0,aitken-gpu-fixed-round,monthly,1.743447,0.222094,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,12.0,50.0,aitken-gpu-fixed-round,monthly,1.744919,0.221997,12
30.0,72.0,0.545850,25.8781,412.06,LiCl,10.0,0.95,0.9,,,12.0,60.0,aitken-gpu-fixed-round,monthly,1.742466,0.221460,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,3.0,20.0,aitken-gpu-fixed-round,monthly,1.262540,0.169986,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,3.0,30.0,aitken-gpu-fixed-round,monthly,1.274210,0.171251,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,3.0,40.0,aitken-gpu-fixed-round,monthly,1.279805,0.171755,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,3.0,50.0,aitken-gpu-fixed-round,monthly,1.282451,0.171932,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,3.0,60.0,aitken-gpu-fixed-round,monthly,1.283780,0.171979,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,5.275,20.0,aitken-gpu-fixed-round,monthly,1.293406,0.174063,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,5.275,30.0,aitken-gpu-fixed-round,monthly,1.303959,0.175180,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,5.275,40.0,aitken-gpu-fixed-round,monthly,1.308593,0.175558,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,5.275,50.0,aitken-gpu-fixed-round,monthly,1.310604,0.175651,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,5.275,60.0,aitken-gpu-fixed-round,monthly,1.311500,0.175642,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,7.55,20.0,aitken-gpu-fixed-round,monthly,1.305398,0.175638,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,7.55,30.0,aitken-gpu-fixed-round,monthly,1.315456,0.176689,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,7.55,40.0,aitken-gpu-fixed-round,monthly,1.319698,0.177016,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,7.55,50.0,aitken-gpu-fixed-round,monthly,1.321454,0.177077,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,7.55,60.0,aitken-gpu-fixed-round,monthly,1.322177,0.177045,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,9.825,20.0,aitken-gpu-fixed-round,monthly,1.311757,0.176470,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,9.825,30.0,aitken-gpu-fixed-round,monthly,1.321539,0.177486,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,9.825,40.0,aitken-gpu-fixed-round,monthly,1.325572,0.177785,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,9.825,50.0,aitken-gpu-fixed-round,monthly,1.327190,0.177829,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,9.825,60.0,aitken-gpu-fixed-round,monthly,1.327822,0.177785,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,12.0,20.0,aitken-gpu-fixed-round,monthly,1.315555,0.176965,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,12.0,30.0,aitken-gpu-fixed-round,monthly,1.325167,0.177959,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,12.0,40.0,aitken-gpu-fixed-round,monthly,1.329073,0.178243,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,12.0,50.0,aitken-gpu-fixed-round,monthly,1.330610,0.178276,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,1.0,0.95,0.9,,,12.0,60.0,aitken-gpu-fixed-round,monthly,1.331185,0.178225,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,3.0,20.0,aitken-gpu-fixed-round,monthly,1.750296,0.226557,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,3.0,30.0,aitken-gpu-fixed-round,monthly,1.762537,0.227869,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,3.0,40.0,aitken-gpu-fixed-round,monthly,1.764757,0.227797,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,3.0,50.0,aitken-gpu-fixed-round,monthly,1.762979,0.227311,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,3.0,60.0,aitken-gpu-fixed-round,monthly,1.760221,0.226772,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,5.275,20.0,aitken-gpu-fixed-round,monthly,1.825452,0.235868,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,5.275,30.0,aitken-gpu-fixed-round,monthly,1.836289,0.237006,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,5.275,40.0,aitken-gpu-fixed-round,monthly,1.835423,0.236547,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,5.275,50.0,aitken-gpu-fixed-round,monthly,1.831470,0.235788,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,5.275,60.0,aitken-gpu-fixed-round,monthly,1.827199,0.235059,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,7.55,20.0,aitken-gpu-fixed-round,monthly,1.854756,0.239487,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,7.55,30.0,aitken-gpu-fixed-round,monthly,1.864859,0.240535,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,7.55,40.0,aitken-gpu-fixed-round,monthly,1.862749,0.239920,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,7.55,50.0,aitken-gpu-fixed-round,monthly,1.857944,0.239056,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,7.55,60.0,aitken-gpu-fixed-round,monthly,1.853090,0.238255,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,9.825,20.0,aitken-gpu-fixed-round,monthly,1.870276,0.241401,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,9.825,30.0,aitken-gpu-fixed-round,monthly,1.879939,0.242395,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,9.825,40.0,aitken-gpu-fixed-round,monthly,1.877166,0.241698,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,9.825,50.0,aitken-gpu-fixed-round,monthly,1.871912,0.240777,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,9.825,60.0,aitken-gpu-fixed-round,monthly,1.866754,0.239939,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,12.0,20.0,aitken-gpu-fixed-round,monthly,1.879520,0.242540,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,12.0,30.0,aitken-gpu-fixed-round,monthly,1.888913,0.243501,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,12.0,40.0,aitken-gpu-fixed-round,monthly,1.885736,0.242754,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,12.0,50.0,aitken-gpu-fixed-round,monthly,1.880214,0.241800,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,3.25,0.95,0.9,,,12.0,60.0,aitken-gpu-fixed-round,monthly,1.874880,0.240940,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,3.0,20.0,aitken-gpu-fixed-round,monthly,1.766421,0.227099,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,3.0,30.0,aitken-gpu-fixed-round,monthly,1.778022,0.228483,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,3.0,40.0,aitken-gpu-fixed-round,monthly,1.783064,0.228763,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,3.0,50.0,aitken-gpu-fixed-round,monthly,1.781706,0.228303,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,3.0,60.0,aitken-gpu-fixed-round,monthly,1.778666,0.227709,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,5.275,20.0,aitken-gpu-fixed-round,monthly,1.845912,0.236769,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,5.275,30.0,aitken-gpu-fixed-round,monthly,1.859976,0.238492,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,5.275,40.0,aitken-gpu-fixed-round,monthly,1.861343,0.238315,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,5.275,50.0,aitken-gpu-fixed-round,monthly,1.857141,0.237502,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,5.275,60.0,aitken-gpu-fixed-round,monthly,1.852145,0.236667,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,7.55,20.0,aitken-gpu-fixed-round,monthly,1.877116,0.240552,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,7.55,30.0,aitken-gpu-fixed-round,monthly,1.892014,0.242392,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,7.55,40.0,aitken-gpu-fixed-round,monthly,1.891836,0.242024,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,7.55,50.0,aitken-gpu-fixed-round,monthly,1.886506,0.241072,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,7.55,60.0,aitken-gpu-fixed-round,monthly,1.880735,0.240142,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,9.825,20.0,aitken-gpu-fixed-round,monthly,1.893714,0.242561,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,9.825,30.0,aitken-gpu-fixed-round,monthly,1.908989,0.244454,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,9.825,40.0,aitken-gpu-fixed-round,monthly,1.907973,0.243984,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,9.825,50.0,aitken-gpu-fixed-round,monthly,1.902039,0.242958,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,9.825,60.0,aitken-gpu-fixed-round,monthly,1.895852,0.241977,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,12.0,20.0,aitken-gpu-fixed-round,monthly,1.903642,0.243761,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,12.0,30.0,aitken-gpu-fixed-round,monthly,1.919096,0.245681,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,12.0,40.0,aitken-gpu-fixed-round,monthly,1.917586,0.245150,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,12.0,50.0,aitken-gpu-fixed-round,monthly,1.911287,0.244080,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,5.5,0.95,0.9,,,12.0,60.0,aitken-gpu-fixed-round,monthly,1.904864,0.243071,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,7.75,0.95,0.9,,,3.0,20.0,aitken-gpu-fixed-round,monthly,1.567394,0.188147,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,7.75,0.95,0.9,,,3.0,30.0,aitken-gpu-fixed-round,monthly,1.737035,0.222840,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,7.75,0.95,0.9,,,3.0,40.0,aitken-gpu-fixed-round,monthly,1.747641,0.223896,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,7.75,0.95,0.9,,,3.0,50.0,aitken-gpu-fixed-round,monthly,1.748060,0.223642,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,7.75,0.95,0.9,,,3.0,60.0,aitken-gpu-fixed-round,monthly,1.745551,0.223097,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,7.75,0.95,0.9,,,5.275,20.0,aitken-gpu-fixed-round,monthly,1.510521,0.190665,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,7.75,0.95,0.9,,,5.275,30.0,aitken-gpu-fixed-round,monthly,1.819447,0.232846,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,7.75,0.95,0.9,,,5.275,40.0,aitken-gpu-fixed-round,monthly,1.826921,0.233519,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,7.75,0.95,0.9,,,5.275,50.0,aitken-gpu-fixed-round,monthly,1.824093,0.232863,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,7.75,0.95,0.9,,,5.275,60.0,aitken-gpu-fixed-round,monthly,1.819331,0.232040,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,7.75,0.95,0.9,,,7.55,20.0,aitken-gpu-fixed-round,monthly,1.309566,0.166057,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,7.75,0.95,0.9,,,7.55,30.0,aitken-gpu-fixed-round,monthly,1.851817,0.236763,12
30.0,75.0,0.595500,24.4144,412.35,LiCl,7.75,0.95,0.9,,,7.55,40.0,aitken-gpu-fixed-round,monthly,1.857906,0.237267,12
