hydrogel_thickness_mm,ua_wh_desorber_w_k,daily_yield_kg_m2,thermal_efficiency,n_cycles_per_day,lcow_usd_per_m3,npv_usd_per_m2,payback_years_simple,payback_years_discounted
8.071428571428573,571.4285714285714,21.12936721016048,0.0015210410659806494,9.0,22.504679576786568,-10736.138064761753,inf,inf
8.714285714285715,571.4285714285714,18.777776928502078,0.0015038296521892299,8.0,28.52464786989621,-11397.831073260568,inf,inf
9.357142857142858,571.4285714285714,19.13739619319789,0.0014912075472090988,8.0,28.024220241481178,-11369.01103452739,inf,inf
10.0,571.4285714285714,19.536071047971507,0.0014783226109394189,8.0,27.48719205359921,-11335.15241627245,inf,inf
1.0,617.1428571428571,35.16459003037035,0.0027738000161913216,22.0,5.454411549172386,-1133.8158456750716,11.286515788843781,30.304071706608656
1.6428571428571428,617.1428571428571,29.888047934768167,0.0023257675559610327,16.0,8.835254709638956,-5915.298536954628,30.562242362386446,inf
2.2857142857142856,617.1428571428571,27.88189612489754,0.002062496167189054,14.0,10.83792172705122,-7349.766307036406,62.67436490684551,inf
2.928571428571429,617.1428571428571,24.092639690312886,0.0018697456726440285,12.0,14.651758145844909,-8999.885509876027,inf,inf
3.5714285714285716,617.1428571428571,22.361021864032942,0.0017662645437395666,11.0,17.243655795520166,-9713.156033331767,inf,inf
4.214285714285714,617.1428571428571,23.18300124798896,0.0017094242883218024,11.0,16.65363031315654,-9584.920228376925,inf,inf
4.857142857142858,617.1428571428571,21.01318785210774,0.0016563975419343752,10.0,20.23653685675164,-10326.261805396985,inf,inf
5.5,617.1428571428571,21.554374347163268,0.0016246542495955403,10.0,19.753719058164073,-10256.563016057487,inf,inf
6.142857142857143,617.1428571428571,22.01052862400768,0.0015994494052799424,10.0,19.369092287255008,-10200.57678337489,inf,inf
6.7857142857142865,617.1428571428571,19.77174661961323,0.0015725120947661538,9.0,23.98871218175345,-10898.029510227361,inf,inf
7.428571428571429,617.1428571428571,20.1996875182653,0.0015540320764425195,9.0,23.51047205196537,-10853.49415991954,inf,inf
8.071428571428573,617.1428571428571,20.56277993866155,0.001538849506157094,9.0,23.124773991803224,-10818.37070789938,inf,inf
8.714285714285715,617.1428571428571,20.93046343920232,0.0015248070459751735,9.0,22.747469972456557,-10782.580921363542,inf,inf
9.357142857142858,617.1428571428571,21.290986942684704,0.0015119127489361531,9.0,22.390720530912912,-10747.830313631372,inf,inf
10.0,617.1428571428571,18.92754609234363,0.0014981376591309697,8.0,28.37091159351436,-11413.658498853674,inf,inf
1.0,662.8571428571429,35.05585562666823,0.0027938880555116626,22.0,5.471329755182223,-1172.3925022166923,11.34424065962166,30.937355363779968
1.6428571428571428,662.8571428571429,29.58298344606691,0.002339922141669851,16.0,8.926365278843027,-5994.011555117928,31.446349879530267,inf
2.2857142857142856,662.8571428571429,27.6027231069079,0.0020737696276345403,14.0,10.947536104789835,-7412.794724611703,65.70788513385986,inf
2.928571428571429,662.8571428571429,23.785301516213686,0.0018800540269548044,12.0,14.841078621466135,-9059.360267286673,inf,inf
3.5714285714285716,662.8571428571429,24.895148110925504,0.0017966144977466139,12.0,14.197690877904014,-8862.162149748698,inf,inf
4.214285714285714,662.8571428571429,22.777244668459677,0.0017213279227091993,11.0,16.95030008910599,-9656.897135754303,inf,inf
4.857142857142858,662.8571428571429,23.3813908646614,0.0016789654588433571,11.0,16.533511742091402,-9567.302624544836,inf,inf
5.5,662.8571428571429,21.166440124743644,0.0016371449748883047,10.0,20.11576121534605,-10319.122480175798,inf,inf
6.142857142857143,662.8571428571429,21.598668794829173,0.0016121871731853675,10.0,19.73843685735093,-10266.994564318678,inf,inf
6.7857142857142865,662.8571428571429,22.047449085609077,0.0015901088146715832,10.0,19.361372076804493,-10212.19748327559,inf,inf
7.428571428571429,662.8571428571429,19.761682910094216,0.0015684665915268242,9.0,24.031566087616543,-10917.064731388751,inf,inf
8.071428571428573,662.8571428571429,20.089585613963862,0.00155385430623458,9.0,23.66945978189071,-10887.048600953118,inf,inf
8.714285714285715,662.8571428571429,20.4241452653862,0.0015404704281781947,9.0,23.311383776709544,-10856.066302691233,inf,inf
9.357142857142858,662.8571428571429,20.78116561645701,0.0015274391588115924,9.0,22.940028834728967,-10821.824131164056,inf,inf
10.0,662.8571428571429,21.11046414723975,0.0015158952830704453,9.0,22.610871319535622,-10791.60541492708,inf,inf
1.0,708.5714285714286,36.869174973584016,0.0028574421631728823,23.0,4.9760517390652925,65.49831970778905,9.744908721623464,19.649916997357224
1.6428571428571428,708.5714285714286,29.38473738215944,0.0023532945121960045,16.0,8.986587589442781,-6045.163185698024,32.04883317121067,inf
2.2857142857142856,708.5714285714286,27.37178840816759,0.002082192765871155,14.0,11.039900034928058,-7464.932458872861,68.44842525770223,inf
2.928571428571429,708.5714285714286,26.348891683782355,0.0019183336077276424,13.0,12.366581629351439,-8138.355039444533,148.3844661947586,inf
3.5714285714285716,708.5714285714286,24.519487348573133,0.0018068163186358086,12.0,14.415212366137636,-8934.858399653514,inf,inf
