water_price_usd_per_m3,device_lifetime_years,daily_yield_kg_m2,thermal_efficiency,n_cycles_per_day,lcow_usd_per_m3,npv_usd_per_m2,payback_years_simple,payback_years_discounted
16.428571428571427,11.0,21.497021836022054,0.0016638301493752347,10.0,24.464552278053738,-4051.2381364427993,13.340319538409775,inf
18.142857142857142,11.0,21.497021836022054,0.0016638301493752347,10.0,24.464552278053738,-3187.002669449206,11.254722061290046,29.968018380670944
19.857142857142858,11.0,21.497021836022054,0.0016638301493752347,10.0,24.464552278053738,-2322.767202455614,9.733073791493199,19.594220530394484
21.57142857142857,11.0,21.497021836022054,0.0016638301493752347,10.0,24.464552278053738,-1458.5317354620247,8.573877986202955,15.04756761916531
23.285714285714285,11.0,21.497021836022054,0.0016638301493752347,10.0,24.464552278053738,-594.2962684684335,7.661414031068038,12.332293163315255
25.0,11.0,21.497021836022054,0.0016638301493752347,10.0,24.464552278053738,269.93919852515864,6.924484644383018,10.490293255479605
1.0,13.0,21.497021836022054,0.0016638301493752347,10.0,22.79177390220828,-12163.00474158737,inf,inf
2.7142857142857144,13.0,21.497021836022054,0.0016638301493752347,10.0,22.79177390220828,-11206.1819806417,inf,inf
4.428571428571429,13.0,21.497021836022054,0.0016638301493752347,10.0,22.79177390220828,-10249.35921969603,inf,inf
6.142857142857142,13.0,21.497021836022054,0.0016638301493752347,10.0,22.79177390220828,-9292.536458750363,inf,inf
7.857142857142857,13.0,21.497021836022054,0.0016638301493752347,10.0,22.79177390220828,-8335.713697804695,181.60794875094538,inf
9.571428571428571,13.0,21.497021836022054,0.0016638301493752347,10.0,22.79177390220828,-7378.890936859025,51.55373107723085,inf
11.285714285714285,13.0,21.497021836022054,0.0016638301493752347,10.0,22.79177390220828,-6422.068175913357,30.04075681947439,inf
13.0,13.0,21.497021836022054,0.0016638301493752347,10.0,22.79177390220828,-5465.245414967687,21.195879728356715,inf
14.714285714285714,13.0,21.497021836022054,0.0016638301493752347,10.0,22.79177390220828,-4508.422654022018,16.374691742416193,inf
16.428571428571427,13.0,21.497021836022054,0.0016638301493752347,10.0,22.79177390220828,-3551.599893076351,13.340319538409775,inf
18.142857142857142,13.0,21.497021836022054,0.0016638301493752347,10.0,22.79177390220828,-2594.77713213068,11.254722061290046,29.968018380670944
19.857142857142858,13.0,21.497021836022054,0.0016638301493752347,10.0,22.79177390220828,-1637.9543711850101,9.733073791493199,19.594220530394484
21.57142857142857,13.0,21.497021836022054,0.0016638301493752347,10.0,22.79177390220828,-681.131610239343,8.573877986202955,15.04756761916531
23.285714285714285,13.0,21.497021836022054,0.0016638301493752347,10.0,22.79177390220828,275.69115070632506,7.661414031068038,12.332293163315255
25.0,13.0,21.497021836022054,0.0016638301493752347,10.0,22.79177390220828,1232.513911651995,6.924484644383018,10.490293255479605
1.0,14.0,21.497021836022054,0.0016638301493752347,10.0,22.14695753033362,-12311.53011649934,inf,inf
2.7142857142857144,14.0,21.497021836022054,0.0016638301493752347,10.0,22.14695753033362,-11313.491501764463,inf,inf
