variable,avg_increase_sensitivity,avg_decrease_sensitivity,max_abs_effect,num_point_sensitivities
mean_solar_w_m2,-1.061423803777669,-1.061423803777669,1.061423803777669,1405
mean_rh_frac,-0.8061893320958555,-0.8061893320958555,0.8061893320958555,1405
mean_t_amb_c,-0.4624722182813191,-0.4624722182813191,0.4624722182813191,1405
