variable,avg_increase_sensitivity,avg_decrease_sensitivity,max_abs_effect,num_point_sensitivities
mean_rh_frac,1.1908101471502432,1.1908101471502432,1.1908101471502432,1405
mean_solar_w_m2,0.5242688130255462,0.5242688130255462,0.5242688130255462,1405
mean_t_amb_c,0.36137302929992354,0.36137302929992354,0.36137302929992354,1405
