variable,avg_increase_sensitivity,avg_decrease_sensitivity,max_abs_effect,num_point_sensitivities
hydrogel_thickness_mm,0.22713091983978956,0.2580868187225079,0.2580868187225079,702260
vapor_gap_mm,-0.053329310452365025,-0.16796293258412848,0.16796293258412848,702260
fin_area_ratio,-0.009962187779104863,-0.025064151191324203,0.025064151191324203,702480
